month,trades,pnl,max_dd,profit_factor,win_rate,expectancy,total_gain,total_loss
2026-04,5,2270.98,0.0,999.0,1.0,454.196,2270.98,0.0
2026-05,26,-148.84,3554.2,0.9748,0.5769,-5.725,5752.96,-5901.8
2026-06,28,1793.63,1837.6,1.3496,0.7143,64.058,6924.03,-5130.4
2026-07,4,2244.8,0.0,999.0,1.0,561.2,2244.8,0.0
