param_id,signal_name,direction,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,session,trade_date
IFB_0894,kdjma,long,2026-06-05T00:50:00+00:00,2026-06-05T01:00:00+00:00,7561.75,7555.75,7555.75,7565.75,-31.24,-30.0,sl,2,ASIA,2026-06-05
IFB_0894,kdjma,long,2026-06-05T01:30:00+00:00,2026-06-05T01:30:00+00:00,7551.0,7555.25,7544.5,7555.25,20.01,21.25,tp,0,ASIA,2026-06-05
IFB_0894,kdjma,short,2026-06-08T00:20:00+00:00,2026-06-08T00:35:00+00:00,7408.75,7420.0,7420.0,7401.25,-57.49,-56.25,sl,3,ASIA,2026-06-08
IFB_0894,kdjma,short,2026-06-08T02:50:00+00:00,2026-06-08T03:20:00+00:00,7417.75,7410.5,7428.75,7410.5,35.01,36.25,tp,6,ASIA,2026-06-08
IFB_0894,kdjma,short,2026-06-08T07:40:00+00:00,2026-06-08T08:20:00+00:00,7421.75,7415.25,7431.5,7415.25,31.26,32.5,tp,8,EURO,2026-06-08
IFB_0894,kdjma,long,2026-06-08T22:25:00+00:00,2026-06-08T22:25:00+00:00,7416.0,7408.25,7408.25,7421.0,-39.99,-38.75,sl,0,ASIA,2026-06-09
IFB_0894,kdjma,long,2026-06-09T00:20:00+00:00,2026-06-09T01:10:00+00:00,7396.0,7402.25,7386.75,7402.25,30.01,31.25,tp,10,ASIA,2026-06-09
IFB_0894,kdjma,short,2026-06-09T01:30:00+00:00,2026-06-09T01:45:00+00:00,7414.0,7424.25,7424.25,7407.25,-52.49,-51.25,sl,3,ASIA,2026-06-09
IFB_0894,kdjma,short,2026-06-10T00:10:00+00:00,2026-06-10T00:10:00+00:00,7389.25,7383.25,7398.25,7383.25,28.76,30.0,tp,0,ASIA,2026-06-10
IFB_0894,kdjma,long,2026-06-10T04:40:00+00:00,2026-06-10T04:50:00+00:00,7360.75,7365.0,7354.25,7365.0,20.01,21.25,tp,2,ASIA,2026-06-10
IFB_0894,kdjma,long,2026-06-10T08:50:00+00:00,2026-06-10T08:50:00+00:00,7337.5,7344.75,7326.75,7344.75,35.01,36.25,tp,0,EURO,2026-06-10
IFB_0894,kdjma,short,2026-06-11T01:25:00+00:00,2026-06-11T01:45:00+00:00,7305.0,7294.5,7320.75,7294.5,51.26,52.5,tp,4,ASIA,2026-06-11
IFB_0894,kdjma,short,2026-06-11T03:55:00+00:00,2026-06-11T04:35:00+00:00,7303.0,7312.0,7312.0,7297.0,-46.24,-45.0,sl,7,ASIA,2026-06-11
IFB_0894,kdjma,short,2026-06-11T07:05:00+00:00,2026-06-11T07:05:00+00:00,7318.75,7313.75,7326.25,7313.75,23.76,25.0,tp,0,EURO,2026-06-11
IFB_0894,kdjma,short,2026-06-11T22:30:00+00:00,2026-06-11T23:20:00+00:00,7411.0,7405.75,7418.75,7405.75,25.01,26.25,tp,10,ASIA,2026-06-12
IFB_0894,kdjma,short,2026-06-12T00:00:00+00:00,2026-06-12T00:00:00+00:00,7414.75,7410.75,7420.75,7410.75,18.76,20.0,tp,0,ASIA,2026-06-12
IFB_0894,kdjma,long,2026-06-12T01:30:00+00:00,2026-06-12T01:45:00+00:00,7398.75,7404.0,7391.0,7404.0,25.01,26.25,tp,3,ASIA,2026-06-12
IFB_0894,kdjma,short,2026-06-15T00:15:00+00:00,2026-06-15T01:15:00+00:00,7508.75,7508.5,7516.25,7503.75,0.010000000000000009,1.25,time,12,ASIA,2026-06-15
IFB_0894,kdjma,short,2026-06-15T05:00:00+00:00,2026-06-15T05:35:00+00:00,7526.75,7530.25,7530.25,7524.5,-18.74,-17.5,sl,7,ASIA,2026-06-15
IFB_0894,kdjma,short,2026-06-15T06:05:00+00:00,2026-06-15T06:10:00+00:00,7531.5,7529.0,7535.5,7529.0,11.26,12.5,tp,1,ASIA,2026-06-15
IFB_0894,kdjma,short,2026-06-16T10:55:00+00:00,2026-06-16T11:15:00+00:00,7629.25,7633.0,7633.0,7626.75,-19.99,-18.75,sl,4,EURO,2026-06-16
IFB_0894,kdjma,long,2026-06-16T20:30:00+00:00,2026-06-16T22:00:00+00:00,7582.75,7589.0,7573.5,7589.0,30.01,31.25,tp,6,AH,2026-06-16
IFB_0894,kdjma,short,2026-06-17T01:35:00+00:00,2026-06-17T02:35:00+00:00,7603.25,7601.75,7607.25,7600.5,6.26,7.5,time,12,ASIA,2026-06-17
IFB_0894,kdjma,short,2026-06-17T07:05:00+00:00,2026-06-17T07:15:00+00:00,7609.5,7607.0,7613.25,7607.0,11.26,12.5,tp,2,EURO,2026-06-17
IFB_0894,kdjma,long,2026-06-17T08:35:00+00:00,2026-06-17T08:45:00+00:00,7597.5,7592.0,7592.0,7601.0,-28.74,-27.5,sl,2,EURO,2026-06-17
IFB_0894,kdjma,short,2026-06-17T23:25:00+00:00,2026-06-18T00:00:00+00:00,7536.75,7542.0,7542.0,7533.25,-27.49,-26.25,sl,7,ASIA,2026-06-18
IFB_0894,kdjma,short,2026-06-18T00:10:00+00:00,2026-06-18T00:25:00+00:00,7555.5,7551.0,7562.0,7551.0,21.26,22.5,tp,3,ASIA,2026-06-18
IFB_0894,kdjma,long,2026-06-18T04:45:00+00:00,2026-06-18T04:50:00+00:00,7540.75,7544.0,7536.0,7544.0,15.01,16.25,tp,1,ASIA,2026-06-18
IFB_0894,kdjma,long,2026-06-18T22:55:00+00:00,2026-06-18T23:20:00+00:00,7562.75,7566.0,7558.0,7566.0,15.01,16.25,tp,5,ASIA,2026-06-19
IFB_0894,kdjma,long,2026-06-19T00:25:00+00:00,2026-06-19T01:05:00+00:00,7559.5,7554.5,7554.5,7563.0,-26.24,-25.0,sl,8,ASIA,2026-06-19
IFB_0894,kdjma,long,2026-06-19T02:05:00+00:00,2026-06-19T02:15:00+00:00,7547.25,7542.75,7542.75,7550.25,-23.74,-22.5,sl,2,ASIA,2026-06-19
IFB_0894,kdjma,long,2026-06-21T23:40:00+00:00,2026-06-21T23:40:00+00:00,7518.5,7533.25,7496.25,7533.25,72.51,73.75,tp,0,ASIA,2026-06-22
IFB_0894,kdjma,short,2026-06-22T01:15:00+00:00,2026-06-22T02:10:00+00:00,7553.5,7544.0,7567.75,7544.0,46.26,47.5,tp,11,ASIA,2026-06-22
IFB_0894,kdjma,long,2026-06-22T02:45:00+00:00,2026-06-22T02:55:00+00:00,7540.0,7546.75,7530.0,7546.75,32.51,33.75,tp,2,ASIA,2026-06-22
IFB_0894,kdjma,long,2026-06-22T22:40:00+00:00,2026-06-22T23:10:00+00:00,7533.75,7528.75,7528.75,7537.0,-26.24,-25.0,sl,6,ASIA,2026-06-23
IFB_0894,kdjma,short,2026-06-23T01:00:00+00:00,2026-06-23T01:15:00+00:00,7540.25,7535.0,7548.25,7535.0,25.01,26.25,tp,3,ASIA,2026-06-23
IFB_0894,kdjma,long,2026-06-23T01:40:00+00:00,2026-06-23T01:50:00+00:00,7525.5,7517.25,7517.25,7531.0,-42.49,-41.25,sl,2,ASIA,2026-06-23
IFB_0894,kdjma,long,2026-06-23T22:40:00+00:00,2026-06-23T23:05:00+00:00,7433.75,7426.25,7426.25,7438.75,-38.74,-37.5,sl,5,ASIA,2026-06-24
IFB_0894,kdjma,short,2026-06-24T10:45:00+00:00,2026-06-24T10:50:00+00:00,7455.25,7451.25,7461.0,7451.25,18.76,20.0,tp,1,EURO,2026-06-24
IFB_0894,kdjma,short,2026-06-24T12:30:00+00:00,2026-06-24T12:30:00+00:00,7464.75,7459.5,7472.75,7459.5,25.01,26.25,tp,0,PRE,2026-06-24
IFB_0894,kdjma,long,2026-06-25T00:45:00+00:00,2026-06-25T01:35:00+00:00,7457.0,7462.0,7449.5,7462.0,23.76,25.0,tp,10,ASIA,2026-06-25
IFB_0894,kdjma,short,2026-06-25T05:45:00+00:00,2026-06-25T05:45:00+00:00,7474.5,7471.5,7479.0,7471.5,13.76,15.0,tp,0,ASIA,2026-06-25
IFB_0894,kdjma,short,2026-06-25T07:35:00+00:00,2026-06-25T08:00:00+00:00,7485.75,7490.25,7490.25,7482.75,-23.74,-22.5,sl,5,EURO,2026-06-25
IFB_0894,kdjma,long,2026-06-25T22:15:00+00:00,2026-06-25T22:55:00+00:00,7420.5,7426.0,7412.25,7426.0,26.26,27.5,tp,8,ASIA,2026-06-26
IFB_0894,kdjma,short,2026-06-25T23:20:00+00:00,2026-06-25T23:35:00+00:00,7447.25,7441.75,7455.75,7441.75,26.26,27.5,tp,3,ASIA,2026-06-26
IFB_0894,kdjma,long,2026-06-26T01:10:00+00:00,2026-06-26T01:15:00+00:00,7418.75,7426.25,7407.5,7426.25,36.26,37.5,tp,1,ASIA,2026-06-26
IFB_0894,kdjma,short,2026-06-28T22:40:00+00:00,2026-06-28T23:20:00+00:00,7435.25,7449.75,7449.75,7425.5,-73.74,-72.5,sl,8,ASIA,2026-06-29
IFB_0894,kdjma,short,2026-06-29T03:10:00+00:00,2026-06-29T03:30:00+00:00,7448.0,7442.5,7456.25,7442.5,26.26,27.5,tp,4,ASIA,2026-06-29
IFB_0894,kdjma,short,2026-06-29T06:00:00+00:00,2026-06-29T06:00:00+00:00,7457.0,7452.25,7464.25,7452.25,22.51,23.75,tp,0,ASIA,2026-06-29
IFB_0894,kdjma,short,2026-06-30T03:45:00+00:00,2026-06-30T04:20:00+00:00,7503.75,7508.25,7508.25,7500.75,-23.74,-22.5,sl,6,ASIA,2026-06-30
IFB_0894,kdjma,short,2026-06-30T04:40:00+00:00,2026-06-30T04:50:00+00:00,7512.75,7510.0,7517.0,7510.0,12.51,13.75,tp,2,ASIA,2026-06-30
IFB_0894,kdjma,short,2026-06-30T11:00:00+00:00,2026-06-30T11:15:00+00:00,7513.0,7517.5,7517.5,7510.0,-23.74,-22.5,sl,3,EURO,2026-06-30
IFB_0894,kdjma,long,2026-07-01T01:50:00+00:00,2026-07-01T02:05:00+00:00,7533.75,7528.5,7528.5,7537.25,-27.49,-26.25,sl,3,ASIA,2026-07-01
IFB_0894,kdjma,long,2026-07-01T07:20:00+00:00,2026-07-01T07:20:00+00:00,7514.75,7518.25,7509.5,7518.25,16.26,17.5,tp,0,EURO,2026-07-01
IFB_0894,kdjma,short,2026-07-01T10:40:00+00:00,2026-07-01T10:40:00+00:00,7536.25,7534.0,7539.75,7534.0,10.01,11.25,tp,0,EURO,2026-07-01
IFB_0894,kdjma,short,2026-07-02T01:10:00+00:00,2026-07-02T02:10:00+00:00,7548.5,7556.75,7557.25,7542.75,-42.49,-41.25,time,12,ASIA,2026-07-02
IFB_0894,kdjma,long,2026-07-02T06:00:00+00:00,2026-07-02T06:05:00+00:00,7542.75,7538.0,7538.0,7546.0,-24.99,-23.75,sl,1,ASIA,2026-07-02
IFB_0894,kdjma,long,2026-07-02T06:15:00+00:00,2026-07-02T06:15:00+00:00,7533.5,7536.75,7528.5,7536.75,15.01,16.25,tp,0,ASIA,2026-07-02
IFB_0894,kdjma,short,2026-07-02T22:45:00+00:00,2026-07-02T23:05:00+00:00,7535.25,7532.0,7540.0,7532.0,15.01,16.25,tp,4,ASIA,2026-07-03
IFB_0894,kdjma,short,2026-07-03T01:45:00+00:00,2026-07-03T02:45:00+00:00,7550.0,7552.0,7558.0,7544.75,-11.24,-10.0,time,12,ASIA,2026-07-03
IFB_0894,kdjma,long,2026-07-06T02:35:00+00:00,2026-07-06T02:35:00+00:00,7545.25,7550.75,7537.0,7550.75,26.26,27.5,tp,0,ASIA,2026-07-06
IFB_0894,kdjma,short,2026-07-06T05:00:00+00:00,2026-07-06T05:25:00+00:00,7552.5,7548.5,7558.5,7548.5,18.76,20.0,tp,5,ASIA,2026-07-06
