param_id,signal_name,direction,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,session,trade_date
IFB_0022,emapmo_normal,short,2026-04-27T02:50:00+00:00,2026-04-27T03:00:00+00:00,71.82000000000001,71.77,71.87,71.77,26.20000000000682,30.00000000000682,tp,2,ASIA,2026-04-27
IFB_0022,emapmo_normal,short,2026-04-27T05:40:00+00:00,2026-04-27T05:45:00+00:00,71.88,71.82000000000001,71.94,71.82000000000001,32.19999999999284,35.99999999999284,tp,1,ASIA,2026-04-27
IFB_0022,emapmo_normal,short,2026-04-29T01:25:00+00:00,2026-04-29T01:25:00+00:00,72.38,72.43,72.43,72.33,-33.80000000000682,-30.00000000000682,sl,0,ASIA,2026-04-29
IFB_0022,emapmo_normal,short,2026-04-29T02:10:00+00:00,2026-04-29T02:25:00+00:00,72.47,72.41,72.53,72.41,32.20000000000137,36.000000000001364,tp,3,ASIA,2026-04-29
IFB_0022,emapmo_normal,short,2026-04-29T12:10:00+00:00,2026-04-29T12:10:00+00:00,73.23,73.12,73.34,73.12,62.19999999999966,65.99999999999966,tp,0,PRE,2026-04-29
IFB_0022,emapmo_normal,short,2026-04-30T02:05:00+00:00,2026-04-30T02:25:00+00:00,74.45,74.52,74.52,74.38,-45.799999999995904,-41.99999999999591,sl,4,ASIA,2026-04-30
IFB_0022,emapmo_normal,short,2026-04-30T02:55:00+00:00,2026-04-30T03:05:00+00:00,74.64,74.7,74.7,74.58,-39.80000000000136,-36.000000000001364,sl,2,ASIA,2026-04-30
IFB_0022,emapmo_normal,short,2026-05-01T00:50:00+00:00,2026-05-01T01:00:00+00:00,74.60000000000001,74.69,74.69,74.51,-57.79999999999352,-53.99999999999352,sl,2,ASIA,2026-05-01
IFB_0022,emapmo_normal,short,2026-05-01T03:30:00+00:00,2026-05-01T03:55:00+00:00,74.92,74.87,74.97,74.87,26.199999999998294,29.999999999998295,tp,5,ASIA,2026-05-01
IFB_0022,emapmo_normal,short,2026-05-01T12:15:00+00:00,2026-05-01T12:15:00+00:00,75.01,74.94,75.08,74.94,38.20000000000444,42.000000000004434,tp,0,PRE,2026-05-01
IFB_0022,emapmo_normal,short,2026-05-04T17:05:00+00:00,2026-05-04T17:20:00+00:00,76.2,76.06,76.34,76.06,80.20000000000034,84.00000000000034,tp,3,RTH,2026-05-04
IFB_0022,emapmo_normal,short,2026-05-05T00:30:00+00:00,2026-05-05T02:00:00+00:00,76.35000000000001,76.24,76.46000000000001,76.24,62.20000000000819,66.00000000000819,tp,18,ASIA,2026-05-05
IFB_0022,emapmo_normal,short,2026-05-05T08:45:00+00:00,2026-05-05T09:05:00+00:00,76.48,76.59,76.59,76.37,-69.79999999999966,-65.99999999999966,sl,4,EURO,2026-05-05
IFB_0022,emapmo_normal,short,2026-05-05T11:30:00+00:00,2026-05-05T12:00:00+00:00,76.65,76.75,76.75,76.55,-63.79999999999659,-59.99999999999659,sl,6,PRE,2026-05-05
IFB_0022,emapmo_normal,long,2026-05-06T12:05:00+00:00,2026-05-06T12:10:00+00:00,75.16,75.38,74.94,75.38,128.1999999999993,131.99999999999932,tp,1,PRE,2026-05-06
IFB_0022,emapmo_normal,long,2026-05-07T15:55:00+00:00,2026-05-07T16:00:00+00:00,74.21000000000001,74.45,73.97,74.45,140.19999999999692,143.99999999999693,tp,1,RTH,2026-05-07
IFB_0022,emapmo_normal,short,2026-05-11T06:20:00+00:00,2026-05-11T06:20:00+00:00,75.05,75.09,75.09,75.01,-27.800000000003752,-24.00000000000375,sl,0,ASIA,2026-05-11
IFB_0022,emapmo_normal,short,2026-05-11T06:30:00+00:00,2026-05-11T06:30:00+00:00,75.05,75.01,75.09,75.01,20.199999999995224,23.999999999995225,tp,0,ASIA,2026-05-11
IFB_0022,emapmo_normal,long,2026-05-11T17:35:00+00:00,2026-05-11T17:50:00+00:00,73.59,73.72,73.46000000000001,73.72,74.19999999999727,77.99999999999727,tp,3,RTH,2026-05-11
IFB_0022,emapmo_normal,short,2026-05-12T14:50:00+00:00,2026-05-12T14:55:00+00:00,74.49,74.61,74.61,74.37,-75.80000000000273,-72.00000000000273,sl,1,RTH,2026-05-12
IFB_0022,emapmo_normal,short,2026-05-12T15:50:00+00:00,2026-05-12T16:00:00+00:00,74.53,74.67,74.67,74.39,-87.80000000000034,-84.00000000000034,sl,2,RTH,2026-05-12
IFB_0022,emapmo_normal,short,2026-05-13T01:15:00+00:00,2026-05-13T01:20:00+00:00,75.17,75.10000000000001,75.24,75.10000000000001,38.19999999999591,41.99999999999591,tp,1,ASIA,2026-05-13
