config_id,period,periods,positive_periods,positive_rate,min_pnl,max_pnl,std_pnl
X00173,trade_date,1,1,1.0,508.52,508.52,0.0
X00173,week,1,1,1.0,508.52,508.52,0.0
X00173,month,1,1,1.0,508.52,508.52,0.0
