param_id,mom_lookback_bars,mom_threshold,rev_span,rev_threshold,sl_atr,tp_atr,max_hold_bars,confirm_turn,mean_exit,session_set,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
M200R5_0362,40,0.4,12,1.1,1.5,1.5,12,False,False,ALL,3,91,1245.66,590.16,1.4122,0.5495,13.689,4268.0,-3022.34,69,1030.94,374.8,1.4941,0.5507,14.941,3117.38,-2086.44,22,214.72,590.16,1.2294,0.5455,9.76,1150.62,-935.9,True
M200R5_0314,40,0.4,12,1.1,1.5,1.25,12,False,False,ALL,3,91,708.66,494.66,1.2393,0.5604,7.787,3669.76,-2961.1,69,519.44,445.02,1.2487,0.5507,7.528,2608.38,-2088.94,22,189.22,494.66,1.217,0.5909,8.601,1061.38,-872.16,True
