param_id,direction,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,session,trade_date,mom_norm,rev_z
M200R5_0362,short,2026-05-04T17:20:00+00:00,2026-05-04T18:20:00+00:00,28058.0,28032.75,28120.5,27995.5,49.26,50.5,time,12,RTH,2026-05-04,-0.41297695416490776,1.2018889482745678
M200R5_0362,long,2026-05-05T16:40:00+00:00,2026-05-05T16:55:00+00:00,28367.75,28398.5,28337.0,28398.5,60.26,61.5,tp,3,RTH,2026-05-05,0.886980319315521,-1.229838368132932
M200R5_0362,long,2026-05-06T00:15:00+00:00,2026-05-06T00:15:00+00:00,28582.5,28551.0,28551.0,28614.0,-64.24,-63.0,sl,0,ASIA,2026-05-06,1.4618788705454162,-1.6006591066736926
M200R5_0362,long,2026-05-06T00:25:00+00:00,2026-05-06T00:25:00+00:00,28552.5,28519.75,28519.75,28585.25,-66.74,-65.5,sl,0,ASIA,2026-05-06,0.9934887063395498,-2.179204499346376
M200R5_0362,long,2026-05-06T00:35:00+00:00,2026-05-06T01:05:00+00:00,28533.0,28568.0,28498.0,28568.0,68.76,70.0,tp,6,ASIA,2026-05-06,0.738430634602202,-1.9529070857893511
M200R5_0362,long,2026-05-06T22:25:00+00:00,2026-05-06T23:25:00+00:00,28940.0,28945.5,28904.0,28976.0,9.76,11.0,time,12,ASIA,2026-05-07,0.4897187230223637,-1.1695487627898895
M200R5_0362,long,2026-05-08T02:20:00+00:00,2026-05-08T02:35:00+00:00,29008.5,28989.0,28989.0,29028.0,-40.24,-39.0,sl,3,ASIA,2026-05-08,1.5224170303424107,-1.3250977243456132
M200R5_0362,long,2026-05-11T16:45:00+00:00,2026-05-11T17:30:00+00:00,29683.0,29722.25,29643.75,29722.25,77.26,78.5,tp,9,RTH,2026-05-11,0.6707402889317471,-1.2021070152244666
M200R5_0362,short,2026-05-11T22:30:00+00:00,2026-05-11T22:45:00+00:00,29704.0,29724.75,29724.75,29683.25,-42.74,-41.5,sl,3,ASIA,2026-05-12,-0.44386432875584625,1.1754313122523576
M200R5_0362,short,2026-05-12T02:55:00+00:00,2026-05-12T03:55:00+00:00,29627.0,29595.0,29668.75,29585.25,62.76,64.0,time,12,ASIA,2026-05-12,-0.519762719703939,1.126606536857783
M200R5_0362,short,2026-05-12T17:25:00+00:00,2026-05-12T18:25:00+00:00,29178.5,29246.5,29246.5,29110.5,-137.24,-136.0,sl,12,RTH,2026-05-12,-0.7055559150261282,1.5467204977261453
M200R5_0362,long,2026-05-12T23:05:00+00:00,2026-05-12T23:35:00+00:00,29406.5,29382.0,29382.0,29431.0,-50.24,-49.0,sl,6,ASIA,2026-05-13,1.5373534470972428,-1.2014013023370913
M200R5_0362,long,2026-05-12T23:45:00+00:00,2026-05-13T00:00:00+00:00,29356.75,29330.75,29330.75,29382.75,-53.24,-52.0,sl,3,ASIA,2026-05-13,0.42455604688824705,-2.293109813331125
M200R5_0362,long,2026-05-13T09:15:00+00:00,2026-05-13T09:30:00+00:00,29649.25,29678.25,29620.25,29678.25,56.76,58.0,tp,3,EURO,2026-05-13,0.7378647873726217,-1.1343839884886564
M200R5_0362,long,2026-05-14T01:50:00+00:00,2026-05-14T02:45:00+00:00,29896.25,29864.5,29864.5,29928.0,-64.74,-63.5,sl,11,ASIA,2026-05-14,0.5122676142063304,-1.393590512847073
M200R5_0362,short,2026-05-14T04:50:00+00:00,2026-05-14T04:55:00+00:00,29862.5,29835.5,29889.5,29835.5,52.76,54.0,tp,1,ASIA,2026-05-14,-0.75178676449286,1.2917096826429142
M200R5_0362,long,2026-05-14T16:35:00+00:00,2026-05-14T17:00:00+00:00,29974.75,30017.0,29932.5,30017.0,83.26,84.5,tp,5,RTH,2026-05-14,1.3014529392515195,-1.1936821538542346
M200R5_0362,short,2026-05-15T06:45:00+00:00,2026-05-15T07:15:00+00:00,29670.75,29734.75,29734.75,29606.75,-129.24,-128.0,sl,6,ASIA,2026-05-15,-0.6265064310843624,1.1703476398590806
M200R5_0362,short,2026-05-15T07:30:00+00:00,2026-05-15T07:35:00+00:00,29726.25,29674.75,29777.75,29674.75,101.76,103.0,tp,1,EURO,2026-05-15,-0.40770676596759853,1.2143733585930228
M200R5_0362,short,2026-05-17T22:10:00+00:00,2026-05-17T22:20:00+00:00,29539.0,29476.25,29601.75,29476.25,124.26,125.5,tp,2,ASIA,2026-05-18,-0.5592933347830823,1.4915502400815888
M200R5_0362,short,2026-05-18T02:25:00+00:00,2026-05-18T02:50:00+00:00,29341.5,29282.5,29400.5,29282.5,116.76,118.0,tp,5,ASIA,2026-05-18,-0.5910276878002823,1.2798547684249046
M200R5_0362,long,2026-05-18T10:05:00+00:00,2026-05-18T10:05:00+00:00,29421.0,29386.25,29386.25,29455.75,-70.74,-69.5,sl,0,EURO,2026-05-18,0.5837862934897077,-1.6329413065945673
M200R5_0362,long,2026-05-18T23:55:00+00:00,2026-05-19T00:00:00+00:00,29388.0,29419.25,29356.75,29419.25,61.26,62.5,tp,1,ASIA,2026-05-19,1.255130823881264,-1.433045832317766
M200R5_0362,long,2026-05-19T18:55:00+00:00,2026-05-19T19:10:00+00:00,29244.0,29303.75,29184.25,29303.75,118.26,119.5,tp,3,RTH,2026-05-19,0.7206589717029463,-1.3576173901027528
M200R5_0362,short,2026-05-19T22:10:00+00:00,2026-05-19T22:10:00+00:00,29223.75,29192.0,29255.5,29192.0,62.26,63.5,tp,0,ASIA,2026-05-20,-0.8303306017700319,1.6947241482668123
M200R5_0362,long,2026-05-20T16:25:00+00:00,2026-05-20T17:10:00+00:00,29507.5,29574.0,29441.0,29574.0,131.76,133.0,tp,9,RTH,2026-05-20,0.4685515631686106,-1.1302167236349139
M200R5_0362,short,2026-05-21T01:05:00+00:00,2026-05-21T01:10:00+00:00,29513.75,29549.5,29549.5,29478.0,-72.74,-71.5,sl,1,ASIA,2026-05-21,-0.4041348084106997,1.1992824297984517
M200R5_0362,short,2026-05-22T11:50:00+00:00,2026-05-22T12:10:00+00:00,29781.0,29812.25,29812.25,29749.75,-63.74,-62.5,sl,4,PRE,2026-05-22,-0.9269307432084269,1.2353216272542376
M200R5_0362,long,2026-05-25T06:05:00+00:00,2026-05-25T06:20:00+00:00,30234.0,30217.5,30217.5,30250.5,-34.24,-33.0,sl,3,ASIA,2026-05-25,0.7092098441736849,-1.1975960496410973
M200R5_0362,long,2026-05-26T20:50:00+00:00,2026-05-26T22:00:00+00:00,30310.0,30333.75,30286.25,30333.75,46.26,47.5,tp,2,AH,2026-05-26,0.7062538945652265,-1.3411349736967084
M200R5_0362,short,2026-05-27T16:25:00+00:00,2026-05-27T17:05:00+00:00,30282.0,30218.0,30346.0,30218.0,126.76,128.0,tp,8,RTH,2026-05-27,-0.9000838046970047,1.1478577610757552
M200R5_0362,short,2026-05-28T05:30:00+00:00,2026-05-28T05:30:00+00:00,30111.0,30148.0,30148.0,30074.0,-75.24,-74.0,sl,0,ASIA,2026-05-28,-1.2550647252268565,1.1836755978164022
M200R5_0362,short,2026-05-28T05:40:00+00:00,2026-05-28T06:00:00+00:00,30148.0,30186.5,30186.5,30109.5,-78.24,-77.0,sl,4,ASIA,2026-05-28,-0.8403317048095734,1.8576965445551217
M200R5_0362,short,2026-05-28T06:10:00+00:00,2026-05-28T06:50:00+00:00,30190.75,30156.0,30225.5,30156.0,68.26,69.5,tp,8,ASIA,2026-05-28,-0.5154244389819549,1.835427765072376
M200R5_0362,short,2026-06-01T09:05:00+00:00,2026-06-01T09:10:00+00:00,30781.25,30754.5,30808.0,30754.5,52.26,53.5,tp,1,EURO,2026-06-01,-0.5611616970098396,1.1701162786883283
M200R5_0362,short,2026-06-01T10:35:00+00:00,2026-06-01T11:00:00+00:00,30767.25,30745.0,30789.5,30745.0,43.26,44.5,tp,5,EURO,2026-06-01,-0.7707575550024857,1.2655174397606073
M200R5_0362,long,2026-06-01T19:35:00+00:00,2026-06-01T19:50:00+00:00,30865.0,30835.5,30835.5,30894.5,-60.24,-59.0,sl,3,RTH,2026-06-01,0.9140913819866846,-1.4755266838172016
M200R5_0362,long,2026-06-02T22:55:00+00:00,2026-06-02T23:00:00+00:00,30979.5,30953.5,30953.5,31005.5,-53.24,-52.0,sl,1,ASIA,2026-06-03,0.6515913660798229,-1.1771625683089504
M200R5_0362,long,2026-06-02T23:15:00+00:00,2026-06-02T23:15:00+00:00,30945.25,30916.0,30916.0,30974.5,-59.74,-58.5,sl,0,ASIA,2026-06-03,0.40797998279909564,-1.5704090461760483
M200R5_0362,short,2026-06-04T00:35:00+00:00,2026-06-04T01:35:00+00:00,30761.75,30772.25,30812.5,30711.0,-22.24,-21.0,time,12,ASIA,2026-06-04,-0.5385050136867209,1.5504483995852882
M200R5_0362,long,2026-06-04T19:20:00+00:00,2026-06-04T19:20:00+00:00,30804.75,30837.75,30771.75,30837.75,64.76,66.0,tp,0,RTH,2026-06-04,0.8786100998990554,-1.2495042514209755
M200R5_0362,short,2026-06-05T02:00:00+00:00,2026-06-05T02:35:00+00:00,30464.75,30513.25,30513.25,30416.25,-98.24,-97.0,sl,7,ASIA,2026-06-05,-0.7297295636970691,1.391851843063045
M200R5_0362,short,2026-06-07T22:15:00+00:00,2026-06-07T22:55:00+00:00,29263.75,29171.0,29356.5,29171.0,184.26,185.5,tp,8,ASIA,2026-06-08,-1.1557252274911824,1.5123990157147487
M200R5_0362,long,2026-06-08T01:20:00+00:00,2026-06-08T01:30:00+00:00,29380.75,29306.5,29306.5,29455.0,-149.74,-148.5,sl,2,ASIA,2026-06-08,0.9084278341471802,-1.3106057642684035
M200R5_0362,long,2026-06-08T08:55:00+00:00,2026-06-08T09:35:00+00:00,29432.5,29495.0,29370.0,29495.0,123.76,125.0,tp,8,EURO,2026-06-08,0.44290896210688074,-1.1267180280302715
M200R5_0362,short,2026-06-08T23:15:00+00:00,2026-06-08T23:30:00+00:00,29723.75,29672.25,29775.25,29672.25,101.76,103.0,tp,3,ASIA,2026-06-09,-0.4852658809422022,1.4125091831756502
M200R5_0362,short,2026-06-09T17:45:00+00:00,2026-06-09T18:45:00+00:00,29135.5,29248.75,29343.0,28928.0,-227.74,-226.5,time,12,RTH,2026-06-09,-0.7286224211051704,1.161137545788166
M200R5_0362,long,2026-06-09T22:40:00+00:00,2026-06-09T23:05:00+00:00,29300.75,29357.0,29244.5,29357.0,111.26,112.5,tp,5,ASIA,2026-06-10,0.40496438068283014,-1.2053533655541062
M200R5_0362,short,2026-06-10T18:05:00+00:00,2026-06-10T18:15:00+00:00,29096.25,28990.5,29202.0,28990.5,210.26,211.5,tp,2,RTH,2026-06-10,-0.5747263252557541,1.3708247013759352
M200R5_0362,long,2026-06-11T02:25:00+00:00,2026-06-11T02:55:00+00:00,28852.5,28918.0,28787.0,28918.0,129.76,131.0,tp,6,ASIA,2026-06-11,0.7710475864776866,-1.6018886985689185
M200R5_0362,long,2026-06-11T06:10:00+00:00,2026-06-11T06:10:00+00:00,28983.75,29022.5,28945.0,29022.5,76.26,77.5,tp,0,ASIA,2026-06-11,0.6995937921769464,-1.3601202957136014
M200R5_0362,long,2026-06-12T10:30:00+00:00,2026-06-12T11:00:00+00:00,29821.5,29882.25,29760.75,29882.25,120.26,121.5,tp,6,EURO,2026-06-12,0.8465753471355048,-1.5646336747008838
M200R5_0362,short,2026-06-16T22:10:00+00:00,2026-06-16T23:10:00+00:00,30365.75,30331.0,30400.5,30331.0,68.26,69.5,tp,12,ASIA,2026-06-17,-0.7583610314663057,1.613586597536989
M200R5_0362,short,2026-06-17T22:10:00+00:00,2026-06-17T22:20:00+00:00,30181.0,30247.75,30247.75,30114.25,-134.74,-133.5,sl,2,ASIA,2026-06-18,-0.8126863469739337,1.2713648816723682
M200R5_0362,short,2026-06-17T22:40:00+00:00,2026-06-17T23:20:00+00:00,30235.0,30285.0,30285.0,30185.0,-101.24,-100.0,sl,8,ASIA,2026-06-18,-0.4199423387940645,1.440059455718374
M200R5_0362,short,2026-06-17T23:35:00+00:00,2026-06-18T00:00:00+00:00,30297.25,30328.5,30328.5,30266.0,-63.74,-62.5,sl,5,ASIA,2026-06-18,-0.43739407498892535,1.8147094724072774
M200R5_0362,short,2026-06-19T06:00:00+00:00,2026-06-19T06:25:00+00:00,30481.5,30526.25,30526.25,30436.75,-90.74,-89.5,sl,5,ASIA,2026-06-19,-0.6626176284923905,1.2118563058332654
M200R5_0362,long,2026-06-19T15:40:00+00:00,2026-06-19T15:50:00+00:00,30662.5,30686.5,30638.5,30686.5,46.76,48.0,tp,2,RTH,2026-06-19,0.8635995941894812,-1.119921642982071
M200R5_0362,short,2026-06-22T00:05:00+00:00,2026-06-22T00:30:00+00:00,30490.5,30567.0,30567.0,30414.0,-154.24,-153.0,sl,5,ASIA,2026-06-22,-0.5235793522714056,1.2556662241561436
M200R5_0362,long,2026-06-22T03:10:00+00:00,2026-06-22T03:15:00+00:00,30561.0,30594.5,30527.5,30594.5,65.76,67.0,tp,1,ASIA,2026-06-22,1.4157118647675664,-1.2053971096921419
M200R5_0362,long,2026-06-22T08:10:00+00:00,2026-06-22T08:20:00+00:00,30718.75,30687.75,30687.75,30749.75,-63.24,-62.0,sl,2,EURO,2026-06-22,1.1211711704233345,-1.2852963374948807
M200R5_0362,long,2026-06-25T00:30:00+00:00,2026-06-25T00:30:00+00:00,30035.0,29988.25,29988.25,30081.75,-94.74,-93.5,sl,0,ASIA,2026-06-25,0.86640971308109,-1.1489718850317443
