param_id,mom_lookback_bars,mom_threshold,rev_span,rev_threshold,sl_atr,tp_atr,max_hold_bars,confirm_turn,mean_exit,session_set,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
M200R5_0966,40,0.7,12,1.1,1.0,0.75,6,False,False,RTH,3,15,880.9,40.24,22.8912,0.9333,58.727,921.14,-40.24,13,729.88,40.24,19.1382,0.9231,56.145,770.12,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0972,40,0.7,12,1.1,1.0,0.75,6,False,True,RTH,3,15,880.9,40.24,22.8912,0.9333,58.727,921.14,-40.24,13,729.88,40.24,19.1382,0.9231,56.145,770.12,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0990,40,0.7,12,1.1,1.0,0.75,12,False,False,RTH,3,15,880.9,40.24,22.8912,0.9333,58.727,921.14,-40.24,13,729.88,40.24,19.1382,0.9231,56.145,770.12,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0996,40,0.7,12,1.1,1.0,0.75,12,False,True,RTH,3,15,880.9,40.24,22.8912,0.9333,58.727,921.14,-40.24,13,729.88,40.24,19.1382,0.9231,56.145,770.12,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0965,40,0.7,12,1.1,1.0,0.75,6,False,False,RTH,1,13,756.88,40.24,19.8091,0.9231,58.222,797.12,-40.24,11,605.86,40.24,16.0562,0.9091,55.078,646.1,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0971,40,0.7,12,1.1,1.0,0.75,6,False,True,RTH,1,13,756.88,40.24,19.8091,0.9231,58.222,797.12,-40.24,11,605.86,40.24,16.0562,0.9091,55.078,646.1,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0989,40,0.7,12,1.1,1.0,0.75,12,False,False,RTH,1,13,756.88,40.24,19.8091,0.9231,58.222,797.12,-40.24,11,605.86,40.24,16.0562,0.9091,55.078,646.1,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0995,40,0.7,12,1.1,1.0,0.75,12,False,True,RTH,1,13,756.88,40.24,19.8091,0.9231,58.222,797.12,-40.24,11,605.86,40.24,16.0562,0.9091,55.078,646.1,-40.24,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_1350,40,0.7,20,1.1,1.0,0.75,6,False,False,RTH,3,8,579.58,40.24,15.4031,0.875,72.447,619.82,-40.24,7,451.32,40.24,12.2157,0.8571,64.474,491.56,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1356,40,0.7,20,1.1,1.0,0.75,6,False,True,RTH,3,8,579.58,40.24,15.4031,0.875,72.447,619.82,-40.24,7,451.32,40.24,12.2157,0.8571,64.474,491.56,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1374,40,0.7,20,1.1,1.0,0.75,12,False,False,RTH,3,8,579.58,40.24,15.4031,0.875,72.447,619.82,-40.24,7,451.32,40.24,12.2157,0.8571,64.474,491.56,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1380,40,0.7,20,1.1,1.0,0.75,12,False,True,RTH,3,8,579.58,40.24,15.4031,0.875,72.447,619.82,-40.24,7,451.32,40.24,12.2157,0.8571,64.474,491.56,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1349,40,0.7,20,1.1,1.0,0.75,6,False,False,RTH,1,7,513.82,40.24,13.7689,0.8571,73.403,554.06,-40.24,6,385.56,40.24,10.5815,0.8333,64.26,425.8,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1355,40,0.7,20,1.1,1.0,0.75,6,False,True,RTH,1,7,513.82,40.24,13.7689,0.8571,73.403,554.06,-40.24,6,385.56,40.24,10.5815,0.8333,64.26,425.8,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1373,40,0.7,20,1.1,1.0,0.75,12,False,False,RTH,1,7,513.82,40.24,13.7689,0.8571,73.403,554.06,-40.24,6,385.56,40.24,10.5815,0.8333,64.26,425.8,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1379,40,0.7,20,1.1,1.0,0.75,12,False,True,RTH,1,7,513.82,40.24,13.7689,0.8571,73.403,554.06,-40.24,6,385.56,40.24,10.5815,0.8333,64.26,425.8,-40.24,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1013,40,0.7,12,1.1,1.25,1.0,6,False,False,RTH,1,13,870.38,50.24,12.9263,0.8462,66.952,943.36,-72.98,11,668.36,50.24,10.1581,0.8182,60.76,741.34,-72.98,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1014,40,0.7,12,1.1,1.25,1.0,6,False,False,RTH,3,13,870.38,50.24,12.9263,0.8462,66.952,943.36,-72.98,11,668.36,50.24,10.1581,0.8182,60.76,741.34,-72.98,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1019,40,0.7,12,1.1,1.25,1.0,6,False,True,RTH,1,13,870.38,50.24,12.9263,0.8462,66.952,943.36,-72.98,11,668.36,50.24,10.1581,0.8182,60.76,741.34,-72.98,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1020,40,0.7,12,1.1,1.25,1.0,6,False,True,RTH,3,13,870.38,50.24,12.9263,0.8462,66.952,943.36,-72.98,11,668.36,50.24,10.1581,0.8182,60.76,741.34,-72.98,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_0581,40,0.4,20,1.1,1.0,0.75,6,False,False,RTH,1,15,811.4,57.24,9.3238,0.8667,54.093,908.88,-97.48,14,676.64,57.24,7.9413,0.8571,48.331,774.12,-97.48,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_0587,40,0.4,20,1.1,1.0,0.75,6,False,True,RTH,1,15,811.4,57.24,9.3238,0.8667,54.093,908.88,-97.48,14,676.64,57.24,7.9413,0.8571,48.331,774.12,-97.48,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_0605,40,0.4,20,1.1,1.0,0.75,12,False,False,RTH,1,15,811.4,57.24,9.3238,0.8667,54.093,908.88,-97.48,14,676.64,57.24,7.9413,0.8571,48.331,774.12,-97.48,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_0611,40,0.4,20,1.1,1.0,0.75,12,False,True,RTH,1,15,811.4,57.24,9.3238,0.8667,54.093,908.88,-97.48,14,676.64,57.24,7.9413,0.8571,48.331,774.12,-97.48,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_1397,40,0.7,20,1.1,1.25,1.0,6,False,False,RTH,1,7,578.82,50.24,8.9312,0.7143,82.689,651.8,-72.98,6,407.56,50.24,6.5845,0.6667,67.927,480.54,-72.98,1,171.26,0.0,999.0,1.0,171.26,171.26,0.0,False
M200R5_1398,40,0.7,20,1.1,1.25,1.0,6,False,False,RTH,3,7,578.82,50.24,8.9312,0.7143,82.689,651.8,-72.98,6,407.56,50.24,6.5845,0.6667,67.927,480.54,-72.98,1,171.26,0.0,999.0,1.0,171.26,171.26,0.0,False
M200R5_1403,40,0.7,20,1.1,1.25,1.0,6,False,True,RTH,1,7,578.82,50.24,8.9312,0.7143,82.689,651.8,-72.98,6,407.56,50.24,6.5845,0.6667,67.927,480.54,-72.98,1,171.26,0.0,999.0,1.0,171.26,171.26,0.0,False
M200R5_1404,40,0.7,20,1.1,1.25,1.0,6,False,True,RTH,3,7,578.82,50.24,8.9312,0.7143,82.689,651.8,-72.98,6,407.56,50.24,6.5845,0.6667,67.927,480.54,-72.98,1,171.26,0.0,999.0,1.0,171.26,171.26,0.0,False
M200R5_0629,40,0.4,20,1.1,1.25,1.0,6,False,False,RTH,1,15,983.4,71.74,7.7952,0.8,65.56,1128.12,-144.72,14,803.14,71.74,6.5496,0.7857,57.367,947.86,-144.72,1,180.26,0.0,999.0,1.0,180.26,180.26,0.0,False
M200R5_0635,40,0.4,20,1.1,1.25,1.0,6,False,True,RTH,1,15,983.4,71.74,7.7952,0.8,65.56,1128.12,-144.72,14,803.14,71.74,6.5496,0.7857,57.367,947.86,-144.72,1,180.26,0.0,999.0,1.0,180.26,180.26,0.0,False
M200R5_0197,40,0.4,12,1.1,1.0,0.75,6,False,False,RTH,1,20,951.2,57.24,7.311,0.85,47.56,1101.92,-150.72,18,786.68,57.24,6.2195,0.8333,43.704,937.4,-150.72,2,164.52,0.0,999.0,1.0,82.26,164.52,0.0,False
M200R5_0203,40,0.4,12,1.1,1.0,0.75,6,False,True,RTH,1,20,951.2,57.24,7.311,0.85,47.56,1101.92,-150.72,18,786.68,57.24,6.2195,0.8333,43.704,937.4,-150.72,2,164.52,0.0,999.0,1.0,82.26,164.52,0.0,False
M200R5_0221,40,0.4,12,1.1,1.0,0.75,12,False,False,RTH,1,20,951.2,57.24,7.311,0.85,47.56,1101.92,-150.72,18,786.68,57.24,6.2195,0.8333,43.704,937.4,-150.72,2,164.52,0.0,999.0,1.0,82.26,164.52,0.0,False
M200R5_0227,40,0.4,12,1.1,1.0,0.75,12,False,True,RTH,1,20,951.2,57.24,7.311,0.85,47.56,1101.92,-150.72,18,786.68,57.24,6.2195,0.8333,43.704,937.4,-150.72,2,164.52,0.0,999.0,1.0,82.26,164.52,0.0,False
M200R5_0195,40,0.4,12,1.1,1.0,0.75,6,False,False,PRE_RTH,1,23,995.98,114.48,6.044,0.8261,43.303,1193.44,-197.46,20,795.7,114.48,5.0297,0.8,39.785,993.16,-197.46,3,200.28,0.0,999.0,1.0,66.76,200.28,0.0,False
M200R5_0201,40,0.4,12,1.1,1.0,0.75,6,False,True,PRE_RTH,1,23,995.98,114.48,6.044,0.8261,43.303,1193.44,-197.46,20,795.7,114.48,5.0297,0.8,39.785,993.16,-197.46,3,200.28,0.0,999.0,1.0,66.76,200.28,0.0,False
M200R5_0219,40,0.4,12,1.1,1.0,0.75,12,False,False,PRE_RTH,1,23,995.98,114.48,6.044,0.8261,43.303,1193.44,-197.46,20,795.7,114.48,5.0297,0.8,39.785,993.16,-197.46,3,200.28,0.0,999.0,1.0,66.76,200.28,0.0,False
M200R5_0225,40,0.4,12,1.1,1.0,0.75,12,False,True,PRE_RTH,1,23,995.98,114.48,6.044,0.8261,43.303,1193.44,-197.46,20,795.7,114.48,5.0297,0.8,39.785,993.16,-197.46,3,200.28,0.0,999.0,1.0,66.76,200.28,0.0,False
M200R5_0245,40,0.4,12,1.1,1.25,1.0,6,False,False,RTH,1,20,1060.7,89.48,6.0161,0.8,53.035,1272.16,-211.46,18,840.68,89.48,4.9756,0.7778,46.704,1052.14,-211.46,2,220.02,0.0,999.0,1.0,110.01,220.02,0.0,False
M200R5_0251,40,0.4,12,1.1,1.25,1.0,6,False,True,RTH,1,20,1060.7,89.48,6.0161,0.8,53.035,1272.16,-211.46,18,840.68,89.48,4.9756,0.7778,46.704,1052.14,-211.46,2,220.02,0.0,999.0,1.0,110.01,220.02,0.0,False
M200R5_0963,40,0.7,12,1.1,1.0,0.75,6,False,False,PRE_RTH,1,16,694.16,61.24,5.8132,0.8125,43.385,838.38,-144.22,14,543.14,61.24,4.7661,0.7857,38.796,687.36,-144.22,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0969,40,0.7,12,1.1,1.0,0.75,6,False,True,PRE_RTH,1,16,694.16,61.24,5.8132,0.8125,43.385,838.38,-144.22,14,543.14,61.24,4.7661,0.7857,38.796,687.36,-144.22,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0987,40,0.7,12,1.1,1.0,0.75,12,False,False,PRE_RTH,1,16,694.16,61.24,5.8132,0.8125,43.385,838.38,-144.22,14,543.14,61.24,4.7661,0.7857,38.796,687.36,-144.22,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0993,40,0.7,12,1.1,1.0,0.75,12,False,True,PRE_RTH,1,16,694.16,61.24,5.8132,0.8125,43.385,838.38,-144.22,14,543.14,61.24,4.7661,0.7857,38.796,687.36,-144.22,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_1037,40,0.7,12,1.1,1.25,1.0,12,False,False,RTH,1,13,814.88,114.24,5.9543,0.8462,62.683,979.36,-164.48,11,612.86,114.24,4.726,0.8182,55.715,777.34,-164.48,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1038,40,0.7,12,1.1,1.25,1.0,12,False,False,RTH,3,13,814.88,114.24,5.9543,0.8462,62.683,979.36,-164.48,11,612.86,114.24,4.726,0.8182,55.715,777.34,-164.48,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1043,40,0.7,12,1.1,1.25,1.0,12,False,True,RTH,1,13,778.88,114.24,5.7354,0.8462,59.914,943.36,-164.48,11,576.86,114.24,4.5072,0.8182,52.442,741.34,-164.48,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1044,40,0.7,12,1.1,1.25,1.0,12,False,True,RTH,3,13,778.88,114.24,5.7354,0.8462,59.914,943.36,-164.48,11,576.86,114.24,4.5072,0.8182,52.442,741.34,-164.48,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_0653,40,0.4,20,1.1,1.25,1.0,12,False,False,RTH,1,15,891.9,114.24,4.7757,0.8,59.46,1128.12,-236.22,14,711.64,114.24,4.0126,0.7857,50.831,947.86,-236.22,1,180.26,0.0,999.0,1.0,180.26,180.26,0.0,False
M200R5_0659,40,0.4,20,1.1,1.25,1.0,12,False,True,RTH,1,15,891.9,114.24,4.7757,0.8,59.46,1128.12,-236.22,14,711.64,114.24,4.0126,0.7857,50.831,947.86,-236.22,1,180.26,0.0,999.0,1.0,180.26,180.26,0.0,False
M200R5_1011,40,0.7,12,1.1,1.25,1.0,6,False,False,PRE_RTH,1,16,796.16,98.98,4.9324,0.75,49.76,998.62,-202.46,14,594.14,98.98,3.9346,0.7143,42.439,796.6,-202.46,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1012,40,0.7,12,1.1,1.25,1.0,6,False,False,PRE_RTH,3,16,796.16,98.98,4.9324,0.75,49.76,998.62,-202.46,14,594.14,98.98,3.9346,0.7143,42.439,796.6,-202.46,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1017,40,0.7,12,1.1,1.25,1.0,6,False,True,PRE_RTH,1,16,796.16,98.98,4.9324,0.75,49.76,998.62,-202.46,14,594.14,98.98,3.9346,0.7143,42.439,796.6,-202.46,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_1018,40,0.7,12,1.1,1.25,1.0,6,False,True,PRE_RTH,3,16,796.16,98.98,4.9324,0.75,49.76,998.62,-202.46,14,594.14,98.98,3.9346,0.7143,42.439,796.6,-202.46,2,202.02,0.0,999.0,1.0,101.01,202.02,0.0,False
M200R5_0964,40,0.7,12,1.1,1.0,0.75,6,False,False,PRE_RTH,3,19,754.44,124.98,4.6278,0.7895,39.707,962.4,-207.96,17,603.42,124.98,3.9016,0.7647,35.495,811.38,-207.96,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0970,40,0.7,12,1.1,1.0,0.75,6,False,True,PRE_RTH,3,19,754.44,124.98,4.6278,0.7895,39.707,962.4,-207.96,17,603.42,124.98,3.9016,0.7647,35.495,811.38,-207.96,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0988,40,0.7,12,1.1,1.0,0.75,12,False,False,PRE_RTH,3,19,754.44,124.98,4.6278,0.7895,39.707,962.4,-207.96,17,603.42,124.98,3.9016,0.7647,35.495,811.38,-207.96,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0994,40,0.7,12,1.1,1.0,0.75,12,False,True,PRE_RTH,3,19,754.44,124.98,4.6278,0.7895,39.707,962.4,-207.96,17,603.42,124.98,3.9016,0.7647,35.495,811.38,-207.96,2,151.02,0.0,999.0,1.0,75.51,151.02,0.0,False
M200R5_0579,40,0.4,20,1.1,1.0,0.75,6,False,False,PRE_RTH,1,17,712.42,63.74,4.4929,0.7647,41.907,916.38,-203.96,16,577.66,63.74,3.8322,0.75,36.104,781.62,-203.96,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_0585,40,0.4,20,1.1,1.0,0.75,6,False,True,PRE_RTH,1,17,712.42,63.74,4.4929,0.7647,41.907,916.38,-203.96,16,577.66,63.74,3.8322,0.75,36.104,781.62,-203.96,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_0603,40,0.4,20,1.1,1.0,0.75,12,False,False,PRE_RTH,1,17,712.42,63.74,4.4929,0.7647,41.907,916.38,-203.96,16,577.66,63.74,3.8322,0.75,36.104,781.62,-203.96,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_0609,40,0.4,20,1.1,1.0,0.75,12,False,True,PRE_RTH,1,17,712.42,63.74,4.4929,0.7647,41.907,916.38,-203.96,16,577.66,63.74,3.8322,0.75,36.104,781.62,-203.96,1,134.76,0.0,999.0,1.0,134.76,134.76,0.0,False
M200R5_1313,40,0.7,20,0.8,1.5,1.5,6,True,False,RTH,1,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_1314,40,0.7,20,0.8,1.5,1.5,6,True,False,RTH,3,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_1319,40,0.7,20,0.8,1.5,1.5,6,True,True,RTH,1,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_1320,40,0.7,20,0.8,1.5,1.5,6,True,True,RTH,3,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_1337,40,0.7,20,0.8,1.5,1.5,12,True,False,RTH,1,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_1338,40,0.7,20,0.8,1.5,1.5,12,True,False,RTH,3,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_1343,40,0.7,20,0.8,1.5,1.5,12,True,True,RTH,1,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_1344,40,0.7,20,0.8,1.5,1.5,12,True,True,RTH,3,4,425.54,60.74,8.0059,0.75,106.385,486.28,-60.74,3,167.78,60.74,3.7623,0.6667,55.927,228.52,-60.74,1,257.76,0.0,999.0,1.0,257.76,257.76,0.0,False
M200R5_0269,40,0.4,12,1.1,1.25,1.0,12,False,False,RTH,1,20,1052.2,180.98,4.4731,0.8,52.61,1355.16,-302.96,18,832.18,180.98,3.7468,0.7778,46.232,1135.14,-302.96,2,220.02,0.0,999.0,1.0,110.01,220.02,0.0,False
M200R5_1348,40,0.7,20,1.1,1.0,0.75,6,False,False,PRE_RTH,3,11,514.36,63.74,4.5057,0.7273,46.76,661.08,-146.72,10,386.1,63.74,3.6315,0.7,38.61,532.82,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1354,40,0.7,20,1.1,1.0,0.75,6,False,True,PRE_RTH,3,11,514.36,63.74,4.5057,0.7273,46.76,661.08,-146.72,10,386.1,63.74,3.6315,0.7,38.61,532.82,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1372,40,0.7,20,1.1,1.0,0.75,12,False,False,PRE_RTH,3,11,514.36,63.74,4.5057,0.7273,46.76,661.08,-146.72,10,386.1,63.74,3.6315,0.7,38.61,532.82,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1378,40,0.7,20,1.1,1.0,0.75,12,False,True,PRE_RTH,3,11,514.36,63.74,4.5057,0.7273,46.76,661.08,-146.72,10,386.1,63.74,3.6315,0.7,38.61,532.82,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_0246,40,0.4,12,1.1,1.25,1.0,6,False,False,RTH,3,22,1015.72,93.74,4.328,0.7727,46.169,1320.92,-305.2,20,795.7,93.74,3.6071,0.75,39.785,1100.9,-305.2,2,220.02,0.0,999.0,1.0,110.01,220.02,0.0,False
M200R5_0252,40,0.4,12,1.1,1.25,1.0,6,False,True,RTH,3,22,1015.72,93.74,4.328,0.7727,46.169,1320.92,-305.2,20,795.7,93.74,3.6071,0.75,39.785,1100.9,-305.2,2,220.02,0.0,999.0,1.0,110.01,220.02,0.0,False
M200R5_0275,40,0.4,12,1.1,1.25,1.0,12,False,True,RTH,1,20,993.7,180.98,4.28,0.8,49.685,1296.66,-302.96,18,773.68,180.98,3.5537,0.7778,42.982,1076.64,-302.96,2,220.02,0.0,999.0,1.0,110.01,220.02,0.0,False
M200R5_0243,40,0.4,12,1.1,1.25,1.0,6,False,False,PRE_RTH,1,23,1014.48,165.72,4.0516,0.7391,44.108,1346.92,-332.44,20,857.7,165.72,4.1861,0.75,42.885,1126.9,-269.2,3,156.78,63.24,3.4791,0.6667,52.26,220.02,-63.24,False
M200R5_0249,40,0.4,12,1.1,1.25,1.0,6,False,True,PRE_RTH,1,23,1014.48,165.72,4.0516,0.7391,44.108,1346.92,-332.44,20,857.7,165.72,4.1861,0.75,42.885,1126.9,-269.2,3,156.78,63.24,3.4791,0.6667,52.26,220.02,-63.24,False
M200R5_0627,40,0.4,20,1.1,1.25,1.0,6,False,False,PRE_RTH,1,17,860.42,79.74,4.0984,0.7059,50.613,1138.12,-277.7,16,680.16,79.74,3.4493,0.6875,42.51,957.86,-277.7,1,180.26,0.0,999.0,1.0,180.26,180.26,0.0,False
M200R5_0633,40,0.4,20,1.1,1.25,1.0,6,False,True,PRE_RTH,1,17,860.42,79.74,4.0984,0.7059,50.613,1138.12,-277.7,16,680.16,79.74,3.4493,0.6875,42.51,957.86,-277.7,1,180.26,0.0,999.0,1.0,180.26,180.26,0.0,False
M200R5_0267,40,0.4,12,1.1,1.25,1.0,12,False,False,PRE_RTH,1,23,1005.98,257.22,3.3729,0.7391,43.738,1429.92,-423.94,20,849.2,257.22,3.3543,0.75,42.46,1209.9,-360.7,3,156.78,63.24,3.4791,0.6667,52.26,220.02,-63.24,False
M200R5_0273,40,0.4,12,1.1,1.25,1.0,12,False,True,PRE_RTH,1,23,947.48,257.22,3.2349,0.7391,41.195,1371.42,-423.94,20,790.7,257.22,3.1921,0.75,39.535,1151.4,-360.7,3,156.78,63.24,3.4791,0.6667,52.26,220.02,-63.24,False
M200R5_1347,40,0.7,20,1.1,1.0,0.75,6,False,False,PRE_RTH,1,10,448.6,63.74,4.0575,0.7,44.86,595.32,-146.72,9,320.34,63.74,3.1833,0.6667,35.593,467.06,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1353,40,0.7,20,1.1,1.0,0.75,6,False,True,PRE_RTH,1,10,448.6,63.74,4.0575,0.7,44.86,595.32,-146.72,9,320.34,63.74,3.1833,0.6667,35.593,467.06,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1371,40,0.7,20,1.1,1.0,0.75,12,False,False,PRE_RTH,1,10,448.6,63.74,4.0575,0.7,44.86,595.32,-146.72,9,320.34,63.74,3.1833,0.6667,35.593,467.06,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_1377,40,0.7,20,1.1,1.0,0.75,12,False,True,PRE_RTH,1,10,448.6,63.74,4.0575,0.7,44.86,595.32,-146.72,9,320.34,63.74,3.1833,0.6667,35.593,467.06,-146.72,1,128.26,0.0,999.0,1.0,128.26,128.26,0.0,False
M200R5_0347,40,0.4,12,1.1,1.5,1.5,6,False,True,RTH,1,20,915.7,139.24,3.7441,0.75,45.785,1249.4,-333.7,18,720.18,139.24,3.1582,0.7222,40.01,1053.88,-333.7,2,195.52,0.0,999.0,1.0,97.76,195.52,0.0,False
M200R5_1265,40,0.7,20,0.8,1.5,1.25,6,True,False,RTH,1,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1266,40,0.7,20,0.8,1.5,1.25,6,True,False,RTH,3,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1271,40,0.7,20,0.8,1.5,1.25,6,True,True,RTH,1,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1272,40,0.7,20,0.8,1.5,1.25,6,True,True,RTH,3,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1289,40,0.7,20,0.8,1.5,1.25,12,True,False,RTH,1,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1290,40,0.7,20,0.8,1.5,1.25,12,True,False,RTH,3,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1295,40,0.7,20,0.8,1.5,1.25,12,True,True,RTH,1,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1296,40,0.7,20,0.8,1.5,1.25,12,True,True,RTH,3,4,344.04,60.74,6.6641,0.75,86.01,404.78,-60.74,3,129.28,60.74,3.1284,0.6667,43.093,190.02,-60.74,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_0630,40,0.4,20,1.1,1.25,1.0,6,False,False,RTH,3,18,893.68,122.98,3.6386,0.7222,49.649,1232.38,-338.7,17,713.42,122.98,3.1063,0.7059,41.966,1052.12,-338.7,1,180.26,0.0,999.0,1.0,180.26,180.26,0.0,False
