param_id,mom_lookback_bars,mom_threshold,rev_span,rev_threshold,sl_atr,tp_atr,max_hold_bars,confirm_turn,mean_exit,session_set,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
M200R5_0172,40,0.4,12,0.8,1.5,1.5,12,False,False,PRE_RTH,3,59,351.34,739.48,1.118,0.5593,5.955,3327.58,-2976.24,50,-307.0,739.48,0.8856,0.52,-6.14,2376.26,-2683.26,9,658.34,217.74,3.247,0.7778,73.149,951.32,-292.98,False
M200R5_0733,40,0.4,20,1.1,1.5,1.5,6,True,False,ALL,1,18,81.68,435.22,1.1049,0.5556,4.538,860.1,-778.42,14,-73.36,295.74,0.8852,0.5714,-5.24,565.58,-638.94,4,155.04,139.48,2.1116,0.5,38.76,294.52,-139.48,False
M200R5_0739,40,0.4,20,1.1,1.5,1.5,6,True,True,ALL,1,18,81.68,435.22,1.1049,0.5556,4.538,860.1,-778.42,14,-73.36,295.74,0.8852,0.5714,-5.24,565.58,-638.94,4,155.04,139.48,2.1116,0.5,38.76,294.52,-139.48,False
M200R5_0153,40,0.4,12,0.8,1.5,1.5,6,False,True,PRE_RTH,1,39,415.64,331.18,1.3387,0.5897,10.657,1642.98,-1227.34,31,-132.94,331.18,0.8846,0.5161,-4.288,1019.16,-1152.1,8,548.58,75.24,8.2911,0.875,68.572,623.82,-75.24,False
M200R5_0390,40,0.4,20,0.8,1.0,0.75,6,False,False,RTH,3,40,-121.1,554.22,0.914,0.6,-3.028,1286.24,-1407.34,34,-137.66,554.22,0.8839,0.5882,-4.049,1048.2,-1185.86,6,16.56,145.74,1.0748,0.6667,2.76,238.04,-221.48,False
M200R5_0396,40,0.4,20,0.8,1.0,0.75,6,False,True,RTH,3,40,-121.1,554.22,0.914,0.6,-3.028,1286.24,-1407.34,34,-137.66,554.22,0.8839,0.5882,-4.049,1048.2,-1185.86,6,16.56,145.74,1.0748,0.6667,2.76,238.04,-221.48,False
M200R5_0820,40,0.7,12,0.8,1.25,1.0,6,False,False,PRE_RTH,3,27,337.02,497.9,1.3379,0.6296,12.482,1334.42,-997.4,23,-117.02,497.9,0.8827,0.5652,-5.088,880.38,-997.4,4,454.04,0.0,999.0,1.0,113.51,454.04,0.0,False
M200R5_0826,40,0.7,12,0.8,1.25,1.0,6,False,True,PRE_RTH,3,27,328.02,497.9,1.3289,0.6296,12.149,1325.42,-997.4,23,-117.02,497.9,0.8827,0.5652,-5.088,880.38,-997.4,4,445.04,0.0,999.0,1.0,111.26,445.04,0.0,False
M200R5_0137,40,0.4,12,0.8,1.5,1.25,12,True,False,RTH,1,14,278.14,449.74,1.3699,0.7143,19.867,1030.1,-751.96,12,-89.38,449.74,0.8811,0.6667,-7.448,662.58,-751.96,2,367.52,0.0,999.0,1.0,183.76,367.52,0.0,False
M200R5_1329,40,0.7,20,0.8,1.5,1.5,12,False,True,PRE_RTH,1,16,211.16,417.74,1.2729,0.6875,13.197,984.86,-773.7,14,-93.36,417.74,0.8793,0.6429,-6.669,680.34,-773.7,2,304.52,0.0,999.0,1.0,152.26,304.52,0.0,False
M200R5_1330,40,0.7,20,0.8,1.5,1.5,12,False,True,PRE_RTH,3,16,211.16,417.74,1.2729,0.6875,13.197,984.86,-773.7,14,-93.36,417.74,0.8793,0.6429,-6.669,680.34,-773.7,2,304.52,0.0,999.0,1.0,152.26,304.52,0.0,False
M200R5_1471,40,0.7,20,1.1,1.5,1.25,12,False,True,ALL,1,26,256.26,308.2,1.3052,0.6538,9.856,1095.92,-839.66,20,-85.3,308.2,0.879,0.6,-4.265,619.62,-704.92,6,341.56,134.74,3.535,0.8333,56.927,476.3,-134.74,False
M200R5_1279,40,0.7,20,0.8,1.5,1.25,12,False,True,ALL,1,37,173.62,484.82,1.1379,0.6486,4.692,1432.24,-1258.62,27,-124.98,484.82,0.8786,0.5926,-4.629,904.16,-1029.14,10,298.6,156.46,2.3012,0.8,29.86,528.08,-229.48,False
M200R5_0100,40,0.4,12,0.8,1.5,1.25,6,False,False,PRE_RTH,3,60,84.1,510.44,1.0354,0.55,1.402,2458.08,-2373.98,51,-252.74,510.44,0.8782,0.5294,-4.956,1821.52,-2074.26,9,336.84,217.74,2.1238,0.6667,37.427,636.56,-299.72,False
M200R5_1280,40,0.7,20,0.8,1.5,1.25,12,False,True,ALL,3,52,226.02,506.0,1.1236,0.5962,4.347,2054.56,-1828.54,38,-175.62,501.36,0.8781,0.5526,-4.622,1265.46,-1441.08,14,401.64,268.18,2.0366,0.7143,28.689,789.1,-387.46,False
M200R5_1466,40,0.7,20,1.1,1.5,1.25,12,False,False,ALL,3,32,193.82,388.94,1.1787,0.5625,6.057,1278.18,-1084.36,24,-104.26,388.94,0.878,0.5,-4.344,750.62,-854.88,8,298.08,229.48,2.2989,0.75,37.26,527.56,-229.48,False
M200R5_1334,40,0.7,20,0.8,1.5,1.5,12,True,False,ALL,3,14,209.64,338.7,1.3797,0.5,14.974,761.82,-552.18,8,-41.42,338.7,0.8777,0.375,-5.177,297.28,-338.7,6,251.06,213.48,2.176,0.6667,41.843,464.54,-213.48,False
M200R5_1340,40,0.7,20,0.8,1.5,1.5,12,True,True,ALL,3,14,198.14,338.7,1.3588,0.5,14.153,750.32,-552.18,8,-41.42,338.7,0.8777,0.375,-5.177,297.28,-338.7,6,239.56,213.48,2.1222,0.6667,39.927,453.04,-213.48,False
M200R5_1316,40,0.7,20,0.8,1.5,1.5,6,True,True,ALL,3,14,127.14,403.66,1.2281,0.4286,9.081,684.56,-557.42,8,-41.42,338.7,0.8777,0.375,-5.177,297.28,-338.7,6,168.56,218.72,1.7707,0.5,28.093,387.28,-218.72,False
M200R5_1310,40,0.7,20,0.8,1.5,1.5,6,True,False,ALL,3,14,108.64,403.66,1.1949,0.4286,7.76,666.06,-557.42,8,-41.42,338.7,0.8777,0.375,-5.177,297.28,-338.7,6,150.06,218.72,1.6861,0.5,25.01,368.78,-218.72,False
M200R5_0764,40,0.4,20,1.1,1.5,1.5,12,True,True,ALL,3,22,-87.78,589.46,0.9212,0.5,-3.99,1026.86,-1114.64,17,-100.58,295.74,0.8775,0.5294,-5.916,720.34,-820.92,5,12.8,293.72,1.0436,0.4,2.56,306.52,-293.72,False
M200R5_0492,40,0.4,20,0.8,1.5,1.25,6,False,True,RTH,3,32,-172.18,458.98,0.888,0.5625,-5.381,1365.18,-1537.36,26,-149.24,458.98,0.8763,0.5385,-5.74,1057.14,-1206.38,6,-22.94,217.74,0.9307,0.6667,-3.823,308.04,-330.98,False
M200R5_0773,40,0.7,12,0.8,1.0,0.75,6,False,False,RTH,1,19,218.44,296.24,1.3789,0.6842,11.497,794.88,-576.44,15,-67.6,296.24,0.8759,0.6667,-4.507,477.1,-544.7,4,286.04,31.74,10.012,0.75,71.51,317.78,-31.74,False
M200R5_0779,40,0.7,12,0.8,1.0,0.75,6,False,True,RTH,1,19,218.44,296.24,1.3789,0.6842,11.497,794.88,-576.44,15,-67.6,296.24,0.8759,0.6667,-4.507,477.1,-544.7,4,286.04,31.74,10.012,0.75,71.51,317.78,-31.74,False
M200R5_0797,40,0.7,12,0.8,1.0,0.75,12,False,False,RTH,1,19,218.44,296.24,1.3789,0.6842,11.497,794.88,-576.44,15,-67.6,296.24,0.8759,0.6667,-4.507,477.1,-544.7,4,286.04,31.74,10.012,0.75,71.51,317.78,-31.74,False
M200R5_0803,40,0.7,12,0.8,1.0,0.75,12,False,True,RTH,1,19,218.44,296.24,1.3789,0.6842,11.497,794.88,-576.44,15,-67.6,296.24,0.8759,0.6667,-4.507,477.1,-544.7,4,286.04,31.74,10.012,0.75,71.51,317.78,-31.74,False
M200R5_0361,40,0.4,12,1.1,1.5,1.5,12,False,False,ALL,1,46,170.46,474.46,1.1063,0.4783,3.706,1774.72,-1604.26,35,244.6,335.82,1.2426,0.4571,6.989,1252.66,-1008.06,11,-74.14,474.46,0.8756,0.5455,-6.74,522.06,-596.2,False
M200R5_0156,40,0.4,12,0.8,1.5,1.5,6,False,True,RTH,3,49,359.74,479.66,1.1843,0.5918,7.342,2311.54,-1951.8,40,-217.6,479.66,0.8745,0.525,-5.44,1516.46,-1734.06,9,577.34,217.74,3.6515,0.8889,64.149,795.08,-217.74,False
M200R5_0914,40,0.7,12,0.8,1.5,1.5,6,False,False,ALL,3,81,630.56,646.6,1.2426,0.5556,7.785,3230.2,-2599.64,57,-262.18,646.6,0.8742,0.5088,-4.6,1821.54,-2083.72,24,892.74,229.48,2.7304,0.6667,37.197,1408.66,-515.92,False
M200R5_0946,40,0.7,12,0.8,1.5,1.5,12,False,True,PRE_RTH,3,25,385.0,443.74,1.3702,0.68,15.4,1424.92,-1039.92,21,-131.04,443.74,0.874,0.619,-6.24,908.88,-1039.92,4,516.04,0.0,999.0,1.0,129.01,516.04,0.0,False
M200R5_0416,40,0.4,20,0.8,1.0,0.75,12,False,True,ALL,3,130,-44.2,765.96,0.9857,0.5846,-0.34,3050.26,-3094.46,92,100.42,488.2,1.0512,0.5761,1.092,2063.28,-1962.86,38,-144.62,700.86,0.8722,0.6053,-3.806,986.98,-1131.6,False
M200R5_0057,40,0.4,12,0.8,1.25,1.0,6,False,True,PRE_RTH,1,39,413.64,412.54,1.3449,0.641,10.606,1613.0,-1199.36,31,-145.44,412.54,0.872,0.5806,-4.692,990.68,-1136.12,8,559.08,63.24,9.8406,0.875,69.885,622.32,-63.24,False
M200R5_0266,40,0.4,12,1.1,1.25,1.0,12,False,False,ALL,3,96,306.46,572.14,1.1059,0.5625,3.192,3200.54,-2894.08,72,429.22,361.84,1.2214,0.5694,5.961,2368.16,-1938.94,24,-122.76,572.14,0.8715,0.5417,-5.115,832.38,-955.14,False
M200R5_0447,40,0.4,20,0.8,1.25,1.0,6,True,False,PRE_RTH,1,14,10.64,302.2,1.0177,0.5714,0.76,612.58,-601.94,12,-65.88,302.2,0.8701,0.5833,-5.49,441.32,-507.2,2,76.52,94.74,1.8077,0.5,38.26,171.26,-94.74,False
M200R5_0453,40,0.4,20,0.8,1.25,1.0,6,True,True,PRE_RTH,1,14,10.64,302.2,1.0177,0.5714,0.76,612.58,-601.94,12,-65.88,302.2,0.8701,0.5833,-5.49,441.32,-507.2,2,76.52,94.74,1.8077,0.5,38.26,171.26,-94.74,False
M200R5_0471,40,0.4,20,0.8,1.25,1.0,12,True,False,PRE_RTH,1,14,10.64,302.2,1.0177,0.5714,0.76,612.58,-601.94,12,-65.88,302.2,0.8701,0.5833,-5.49,441.32,-507.2,2,76.52,94.74,1.8077,0.5,38.26,171.26,-94.74,False
M200R5_0477,40,0.4,20,0.8,1.25,1.0,12,True,True,PRE_RTH,1,14,10.64,302.2,1.0177,0.5714,0.76,612.58,-601.94,12,-65.88,302.2,0.8701,0.5833,-5.49,441.32,-507.2,2,76.52,94.74,1.8077,0.5,38.26,171.26,-94.74,False
M200R5_0851,40,0.7,12,0.8,1.25,1.0,12,False,True,RTH,1,19,356.44,370.24,1.5334,0.7368,18.76,1024.64,-668.2,15,-88.6,370.24,0.8674,0.6667,-5.907,579.6,-668.2,4,445.04,0.0,999.0,1.0,111.26,445.04,0.0,False
M200R5_0459,40,0.4,20,0.8,1.25,1.0,12,False,False,PRE_RTH,1,30,-149.7,554.1,0.8859,0.5667,-4.99,1161.92,-1311.62,23,-129.52,554.1,0.8667,0.5652,-5.631,842.38,-971.9,7,-20.18,181.74,0.9406,0.5714,-2.883,319.54,-339.72,False
M200R5_1208,40,0.7,20,0.8,1.25,1.0,6,False,True,ALL,3,53,225.28,315.5,1.1649,0.566,4.251,1591.3,-1366.02,38,-140.12,303.86,0.8655,0.5,-3.687,901.94,-1042.06,15,365.4,222.18,2.1279,0.7333,24.36,689.36,-323.96,False
M200R5_0440,40,0.4,20,0.8,1.25,1.0,6,False,True,ALL,3,124,-436.76,950.98,0.8839,0.5323,-3.522,3325.66,-3762.42,88,-337.12,950.98,0.8626,0.5114,-3.831,2116.2,-2453.32,36,-99.64,593.86,0.9239,0.5833,-2.768,1209.46,-1309.1,False
M200R5_1443,40,0.7,20,1.1,1.5,1.25,6,False,False,PRE_RTH,1,10,160.6,199.48,1.4213,0.5,16.06,541.8,-381.2,9,-54.16,199.48,0.8579,0.4444,-6.018,327.04,-381.2,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1444,40,0.7,20,1.1,1.5,1.25,6,False,False,PRE_RTH,3,10,160.6,199.48,1.4213,0.5,16.06,541.8,-381.2,9,-54.16,199.48,0.8579,0.4444,-6.018,327.04,-381.2,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1449,40,0.7,20,1.1,1.5,1.25,6,False,True,PRE_RTH,1,10,160.6,199.48,1.4213,0.5,16.06,541.8,-381.2,9,-54.16,199.48,0.8579,0.4444,-6.018,327.04,-381.2,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_1450,40,0.7,20,1.1,1.5,1.25,6,False,True,PRE_RTH,3,10,160.6,199.48,1.4213,0.5,16.06,541.8,-381.2,9,-54.16,199.48,0.8579,0.4444,-6.018,327.04,-381.2,1,214.76,0.0,999.0,1.0,214.76,214.76,0.0,False
M200R5_0571,40,0.4,20,0.8,1.5,1.5,12,True,True,ALL,1,38,-100.62,789.86,0.9363,0.5789,-2.648,1478.22,-1578.84,28,-158.72,512.9,0.8576,0.5714,-5.669,956.16,-1114.88,10,58.1,342.72,1.1252,0.6,5.81,522.06,-463.96,False
M200R5_0402,40,0.4,20,0.8,1.0,0.75,6,True,False,RTH,3,15,-22.6,403.98,0.9625,0.6667,-1.507,580.1,-602.7,13,-75.12,403.98,0.8574,0.6923,-5.778,451.84,-526.96,2,52.52,75.74,1.6934,0.5,26.26,128.26,-75.74,False
M200R5_0408,40,0.4,20,0.8,1.0,0.75,6,True,True,RTH,3,15,-22.6,403.98,0.9625,0.6667,-1.507,580.1,-602.7,13,-75.12,403.98,0.8574,0.6923,-5.778,451.84,-526.96,2,52.52,75.74,1.6934,0.5,26.26,128.26,-75.74,False
M200R5_0426,40,0.4,20,0.8,1.0,0.75,12,True,False,RTH,3,15,-22.6,403.98,0.9625,0.6667,-1.507,580.1,-602.7,13,-75.12,403.98,0.8574,0.6923,-5.778,451.84,-526.96,2,52.52,75.74,1.6934,0.5,26.26,128.26,-75.74,False
M200R5_0432,40,0.4,20,0.8,1.0,0.75,12,True,True,RTH,3,15,-22.6,403.98,0.9625,0.6667,-1.507,580.1,-602.7,13,-75.12,403.98,0.8574,0.6923,-5.778,451.84,-526.96,2,52.52,75.74,1.6934,0.5,26.26,128.26,-75.74,False
M200R5_0177,40,0.4,12,0.8,1.5,1.5,12,False,True,PRE_RTH,1,39,359.64,443.74,1.2575,0.6667,9.222,1756.26,-1396.62,31,-188.94,443.74,0.857,0.6129,-6.095,1132.44,-1321.38,8,548.58,75.24,8.2911,0.875,68.572,623.82,-75.24,False
M200R5_0458,40,0.4,20,0.8,1.25,1.0,12,False,False,ALL,3,123,-355.52,990.98,0.9113,0.5528,-2.89,3654.18,-4009.7,87,-385.88,990.98,0.8567,0.5287,-4.435,2307.46,-2693.34,36,30.36,613.86,1.0231,0.6111,0.843,1346.72,-1316.36,False
M200R5_0947,40,0.7,12,0.8,1.5,1.5,12,False,True,RTH,1,19,400.94,443.74,1.5007,0.7368,21.102,1201.64,-800.7,15,-115.1,443.74,0.8563,0.6667,-7.673,685.6,-800.7,4,516.04,0.0,999.0,1.0,129.01,516.04,0.0,False
M200R5_0386,40,0.4,20,0.8,1.0,0.75,6,False,False,ALL,3,130,62.3,656.86,1.021,0.5769,0.479,3025.0,-2962.7,92,221.92,373.7,1.1197,0.5761,2.412,2075.28,-1853.36,38,-159.62,656.86,0.8561,0.5789,-4.201,949.72,-1109.34,False
M200R5_0392,40,0.4,20,0.8,1.0,0.75,6,False,True,ALL,3,130,32.3,656.86,1.0109,0.5692,0.248,2995.74,-2963.44,92,191.92,373.7,1.1035,0.5652,2.086,2046.02,-1854.1,38,-159.62,656.86,0.8561,0.5789,-4.201,949.72,-1109.34,False
M200R5_1275,40,0.7,20,0.8,1.5,1.25,12,False,False,PRE_RTH,1,16,140.66,417.74,1.1818,0.6875,8.791,914.36,-773.7,14,-112.86,417.74,0.8541,0.6429,-8.061,660.84,-773.7,2,253.52,0.0,999.0,1.0,126.76,253.52,0.0,False
M200R5_1276,40,0.7,20,0.8,1.5,1.25,12,False,False,PRE_RTH,3,16,140.66,417.74,1.1818,0.6875,8.791,914.36,-773.7,14,-112.86,417.74,0.8541,0.6429,-8.061,660.84,-773.7,2,253.52,0.0,999.0,1.0,126.76,253.52,0.0,False
M200R5_1021,40,0.7,12,1.1,1.25,1.0,6,True,False,ALL,1,11,226.86,129.7,1.8863,0.6364,20.624,482.82,-255.96,6,-23.44,115.98,0.8528,0.5,-3.907,135.78,-159.22,5,250.3,96.74,3.5873,0.8,50.06,347.04,-96.74,False
M200R5_1027,40,0.7,12,1.1,1.25,1.0,6,True,True,ALL,1,11,219.86,129.7,1.859,0.6364,19.987,475.82,-255.96,6,-23.44,115.98,0.8528,0.5,-3.907,135.78,-159.22,5,243.3,96.74,3.515,0.8,48.66,340.04,-96.74,False
M200R5_0772,40,0.7,12,0.8,1.0,0.75,6,False,False,PRE_RTH,3,31,175.56,375.06,1.1876,0.6129,5.663,1111.44,-935.88,26,-133.24,375.06,0.8526,0.5769,-5.125,770.9,-904.14,5,308.8,31.74,10.729,0.8,61.76,340.54,-31.74,False
M200R5_0778,40,0.7,12,0.8,1.0,0.75,6,False,True,PRE_RTH,3,31,175.56,375.06,1.1876,0.6129,5.663,1111.44,-935.88,26,-133.24,375.06,0.8526,0.5769,-5.125,770.9,-904.14,5,308.8,31.74,10.729,0.8,61.76,340.54,-31.74,False
M200R5_0796,40,0.7,12,0.8,1.0,0.75,12,False,False,PRE_RTH,3,31,175.56,375.06,1.1876,0.6129,5.663,1111.44,-935.88,26,-133.24,375.06,0.8526,0.5769,-5.125,770.9,-904.14,5,308.8,31.74,10.729,0.8,61.76,340.54,-31.74,False
M200R5_0802,40,0.7,12,0.8,1.0,0.75,12,False,True,PRE_RTH,3,31,175.56,375.06,1.1876,0.6129,5.663,1111.44,-935.88,26,-133.24,375.06,0.8526,0.5769,-5.125,770.9,-904.14,5,308.8,31.74,10.729,0.8,61.76,340.54,-31.74,False
M200R5_0242,40,0.4,12,1.1,1.25,1.0,6,False,False,ALL,3,97,414.22,543.14,1.1572,0.567,4.27,3048.8,-2634.58,73,551.98,448.56,1.3231,0.5753,7.561,2260.42,-1708.44,24,-137.76,543.14,0.8513,0.5417,-5.74,788.38,-926.14,False
M200R5_0248,40,0.4,12,1.1,1.25,1.0,6,False,True,ALL,3,97,396.22,543.14,1.1504,0.567,4.085,3030.8,-2634.58,73,533.98,448.56,1.3126,0.5753,7.315,2242.42,-1708.44,24,-137.76,543.14,0.8513,0.5417,-5.74,788.38,-926.14,False
M200R5_0388,40,0.4,20,0.8,1.0,0.75,6,False,False,PRE_RTH,3,50,-162.0,607.6,0.9014,0.58,-3.24,1481.54,-1643.54,43,-214.32,607.6,0.8493,0.5581,-4.984,1207.74,-1422.06,7,52.32,145.74,1.2362,0.7143,7.474,273.8,-221.48,False
M200R5_0394,40,0.4,20,0.8,1.0,0.75,6,False,True,PRE_RTH,3,50,-162.0,607.6,0.9014,0.58,-3.24,1481.54,-1643.54,43,-214.32,607.6,0.8493,0.5581,-4.984,1207.74,-1422.06,7,52.32,145.74,1.2362,0.7143,7.474,273.8,-221.48,False
M200R5_0107,40,0.4,12,0.8,1.5,1.25,6,False,True,RTH,1,36,429.86,318.36,1.3812,0.6389,11.941,1557.48,-1127.62,29,-172.46,318.36,0.8471,0.5517,-5.947,955.16,-1127.62,7,602.32,0.0,999.0,1.0,86.046,602.32,0.0,False
M200R5_0101,40,0.4,12,0.8,1.5,1.25,6,False,False,RTH,1,36,456.36,340.36,1.4023,0.6111,12.677,1590.72,-1134.36,29,-173.46,340.36,0.8462,0.5517,-5.981,954.16,-1127.62,7,629.82,6.74,94.4451,0.8571,89.974,636.56,-6.74,False
M200R5_0438,40,0.4,20,0.8,1.25,1.0,6,False,False,RTH,3,34,-133.16,409.4,0.9055,0.5588,-3.916,1275.94,-1409.1,28,-176.22,409.4,0.8444,0.5357,-6.294,956.4,-1132.62,6,43.06,181.74,1.1557,0.6667,7.177,319.54,-276.48,False
M200R5_0444,40,0.4,20,0.8,1.25,1.0,6,False,True,RTH,3,34,-133.16,409.4,0.9055,0.5588,-3.916,1275.94,-1409.1,28,-176.22,409.4,0.8444,0.5357,-6.294,956.4,-1132.62,6,43.06,181.74,1.1557,0.6667,7.177,319.54,-276.48,False
M200R5_0148,40,0.4,12,0.8,1.5,1.5,6,False,False,PRE_RTH,3,60,58.6,734.94,1.0231,0.4833,0.977,2598.54,-2539.94,51,-348.24,734.94,0.8436,0.4706,-6.828,1877.74,-2225.98,9,406.84,217.74,2.2958,0.5556,45.204,720.8,-313.96,False
M200R5_0900,40,0.7,12,0.8,1.5,1.25,12,False,True,RTH,3,20,347.7,443.74,1.4342,0.75,17.385,1148.4,-800.7,16,-125.34,443.74,0.8435,0.6875,-7.834,675.36,-800.7,4,473.04,0.0,999.0,1.0,118.26,473.04,0.0,False
M200R5_1283,40,0.7,20,0.8,1.5,1.25,12,False,True,RTH,1,13,156.38,417.74,1.2542,0.7692,12.029,771.6,-615.22,11,-97.14,417.74,0.8421,0.7273,-8.831,518.08,-615.22,2,253.52,0.0,999.0,1.0,126.76,253.52,0.0,False
M200R5_1284,40,0.7,20,0.8,1.5,1.25,12,False,True,RTH,3,13,156.38,417.74,1.2542,0.7692,12.029,771.6,-615.22,11,-97.14,417.74,0.8421,0.7273,-8.831,518.08,-615.22,2,253.52,0.0,999.0,1.0,126.76,253.52,0.0,False
M200R5_0436,40,0.4,20,0.8,1.25,1.0,6,False,False,PRE_RTH,3,43,-241.32,555.28,0.8604,0.5349,-5.612,1487.48,-1728.8,36,-221.14,555.28,0.8408,0.5278,-6.143,1167.94,-1389.08,7,-20.18,181.74,0.9406,0.5714,-2.883,319.54,-339.72,False
M200R5_0442,40,0.4,20,0.8,1.25,1.0,6,False,True,PRE_RTH,3,43,-241.32,555.28,0.8604,0.5349,-5.612,1487.48,-1728.8,36,-221.14,555.28,0.8408,0.5278,-6.143,1167.94,-1389.08,7,-20.18,181.74,0.9406,0.5714,-2.883,319.54,-339.72,False
M200R5_0154,40,0.4,12,0.8,1.5,1.5,6,False,True,PRE_RTH,3,61,156.36,662.38,1.0635,0.5574,2.563,2619.84,-2463.48,51,-345.74,662.38,0.8407,0.5098,-6.779,1824.76,-2170.5,10,502.1,217.74,2.7138,0.8,50.21,795.08,-292.98,False
M200R5_0131,40,0.4,12,0.8,1.5,1.25,12,False,True,RTH,1,36,386.36,502.36,1.291,0.7222,10.732,1714.26,-1327.9,29,-215.96,502.36,0.8374,0.6552,-7.447,1111.94,-1327.9,7,602.32,0.0,999.0,1.0,86.046,602.32,0.0,True
M200R5_0194,40,0.4,12,1.1,1.0,0.75,6,False,False,ALL,3,101,488.26,477.64,1.216,0.6337,4.834,2748.64,-2260.38,75,622.0,286.98,1.4305,0.6533,8.293,2066.74,-1444.74,26,-133.74,477.64,0.836,0.5769,-5.144,681.9,-815.64,True
M200R5_0200,40,0.4,12,1.1,1.0,0.75,6,False,True,ALL,3,101,488.26,477.64,1.216,0.6337,4.834,2748.64,-2260.38,75,622.0,286.98,1.4305,0.6533,8.293,2066.74,-1444.74,26,-133.74,477.64,0.836,0.5769,-5.144,681.9,-815.64,True
M200R5_0106,40,0.4,12,0.8,1.5,1.25,6,False,True,PRE_RTH,3,61,108.36,576.88,1.0458,0.5738,1.776,2475.6,-2367.24,51,-343.24,576.88,0.8345,0.5294,-6.73,1731.02,-2074.26,10,451.6,217.74,2.5414,0.8,45.16,744.58,-292.98,False
M200R5_0183,40,0.4,12,0.8,1.5,1.5,12,True,False,PRE_RTH,1,18,204.68,449.74,1.1972,0.5556,11.371,1242.6,-1037.92,15,-161.1,449.74,0.8327,0.5333,-10.74,801.58,-962.68,3,365.78,75.24,5.8615,0.6667,121.927,441.02,-75.24,False
M200R5_0147,40,0.4,12,0.8,1.5,1.5,6,False,False,PRE_RTH,1,39,421.64,366.54,1.3234,0.4872,10.811,1725.44,-1303.8,31,-202.94,366.54,0.8319,0.4516,-6.546,1004.64,-1207.58,8,624.58,81.98,7.4912,0.625,78.072,720.8,-96.22,False
M200R5_0758,40,0.4,20,1.1,1.5,1.5,12,True,False,ALL,3,22,-153.28,589.46,0.8645,0.4545,-6.967,978.1,-1131.38,17,-100.58,295.74,0.8775,0.5294,-5.916,720.34,-820.92,5,-52.7,293.72,0.8303,0.2,-10.54,257.76,-310.46,False
M200R5_0465,40,0.4,20,0.8,1.25,1.0,12,False,True,PRE_RTH,1,30,-185.7,590.1,0.8584,0.5667,-6.19,1125.92,-1311.62,23,-165.52,590.1,0.8297,0.5652,-7.197,806.38,-971.9,7,-20.18,181.74,0.9406,0.5714,-2.883,319.54,-339.72,False
M200R5_0159,40,0.4,12,0.8,1.5,1.5,6,True,False,PRE_RTH,1,18,240.68,373.18,1.3017,0.5,13.371,1038.34,-797.66,15,-125.1,373.18,0.8268,0.4667,-8.34,597.32,-722.42,3,365.78,75.24,5.8615,0.6667,121.927,441.02,-75.24,False
M200R5_0272,40,0.4,12,1.1,1.25,1.0,12,False,True,ALL,3,96,236.46,572.14,1.0823,0.5729,2.463,3108.3,-2871.84,72,403.22,357.84,1.2104,0.5833,5.6,2319.92,-1916.7,24,-166.76,572.14,0.8254,0.5417,-6.948,788.38,-955.14,False
M200R5_1285,40,0.7,20,0.8,1.5,1.25,12,True,False,ALL,1,12,217.12,299.46,1.5223,0.5833,18.093,632.82,-415.7,7,-52.68,299.46,0.8241,0.4286,-7.526,246.78,-299.46,5,269.8,116.24,3.3211,0.8,53.96,386.04,-116.24,False
M200R5_1291,40,0.7,20,0.8,1.5,1.25,12,True,True,ALL,1,12,217.12,299.46,1.5223,0.5833,18.093,632.82,-415.7,7,-52.68,299.46,0.8241,0.4286,-7.526,246.78,-299.46,5,269.8,116.24,3.3211,0.8,53.96,386.04,-116.24,False
M200R5_1261,40,0.7,20,0.8,1.5,1.25,6,True,False,ALL,1,12,157.62,299.46,1.3744,0.5,13.135,578.56,-420.94,7,-52.68,299.46,0.8241,0.4286,-7.526,246.78,-299.46,5,210.3,121.48,2.7311,0.6,42.06,331.78,-121.48,False
M200R5_1267,40,0.7,20,0.8,1.5,1.25,6,True,True,ALL,1,12,157.62,299.46,1.3744,0.5,13.135,578.56,-420.94,7,-52.68,299.46,0.8241,0.4286,-7.526,246.78,-299.46,5,210.3,121.48,2.7311,0.6,42.06,331.78,-121.48,False
M200R5_0409,40,0.4,20,0.8,1.0,0.75,12,False,False,ALL,1,53,-180.22,385.06,0.8544,0.5472,-3.4,1057.54,-1237.76,37,-136.88,385.06,0.8236,0.5135,-3.699,638.94,-775.82,16,-43.34,340.42,0.9062,0.625,-2.709,418.6,-461.94,False
M200R5_0415,40,0.4,20,0.8,1.0,0.75,12,False,True,ALL,1,53,-180.22,385.06,0.8544,0.5472,-3.4,1057.54,-1237.76,37,-136.88,385.06,0.8236,0.5135,-3.699,638.94,-775.82,16,-43.34,340.42,0.9062,0.625,-2.709,418.6,-461.94,False
