param_id,atr_len,st_mult,swing_len,fib,entry_mode,side,regime_mode,sl_base,tp_base,atr_regime_lookback,atr_regime_pct,atr_high_mult,atr_low_mult,max_hold_bars,is_trades,is_pnl,is_gross_gain,is_gross_loss,is_pf,is_max_dd,is_expect,is_win_rate,is_avg_hold,oos_trades,oos_pnl,oos_gross_gain,oos_gross_loss,oos_pf,oos_max_dd,oos_expect,oos_win_rate,oos_avg_hold
R0047,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,8.0,24.0,96,0.7,1.25,1.0,24,418.0,-22558.31210937478,195308.4781250003,217866.79023437432,0.8964582344784789,43006.32187499985,-53.9672538501789,0.3157894736842105,12.086124401913876,209.0,-64894.112109375346,60775.27324218743,125669.38535156287,0.48361240147842904,64894.112109375346,-310.49814406399685,0.22009569377990432,9.717703349282298
R0048,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,8.0,24.0,96,0.7,1.5,1.0,24,415.0,-23366.89257812481,192892.29765625022,216259.19023437434,0.8919495973660131,46114.892578124825,-56.30576524849352,0.3156626506024096,12.310843373493976,208.0,-64940.307226562865,59925.27812499992,124865.58535156287,0.4799182893851694,64940.307226562865,-312.2130155123215,0.22115384615384615,9.860576923076923
R0049,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,10.0,16.0,96,0.7,1.25,1.0,24,403.0,-15711.54648437502,213270.11210937548,228981.65859374966,0.9313851311023605,38521.52695312505,-38.98646770316382,0.42431761786600497,12.660049627791564,202.0,-75317.5511718754,68944.42441406238,144261.97558593765,0.4779112731129334,75403.77070312538,-372.8591642172049,0.3069306930693069,10.217821782178218
R0050,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,10.0,16.0,96,0.7,1.5,1.0,24,396.0,-11994.985546875023,216897.2925781255,228892.2781249997,0.9475954993102753,31804.966015625047,-30.290367542613694,0.44696969696969696,13.20959595959596,191.0,-71095.76582031284,68944.42441406233,140040.19023437513,0.492318842888424,71181.98535156282,-372.22914042048603,0.32460732984293195,11.094240837696335
R0051,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,10.0,16.0,96,0.7,1.25,1.0,24,404.0,-24805.239062499724,204089.60976562556,228894.84882812438,0.8916304181177755,51219.24882812477,-61.39910659034585,0.3910891089108911,12.569306930693068,206.0,-71502.7316406254,68649.62441406235,140152.35605468773,0.48982140826284165,71588.95117187538,-347.1006390321621,0.2815533980582524,10.009708737864077
R0052,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,10.0,16.0,96,0.7,1.5,1.0,24,396.0,-27854.79023437482,198776.25859375045,226631.04882812448,0.8770919060807996,51242.60976562482,-70.3403793797344,0.3813131313131313,13.01010101010101,203.0,-74691.33164062547,65461.02441406235,140152.35605468773,0.46707045287572135,75098.95117187528,-367.9375942887954,0.270935960591133,10.261083743842365
R0053,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,10.0,20.0,96,0.7,1.25,1.0,24,387.0,-19380.570703124828,211534.82929687545,230915.3999999996,0.9160706877794891,50059.64882812496,-50.078994064922036,0.3979328165374677,13.560723514211887,198.0,-73312.3121093754,70949.66347656242,144261.9755859377,0.4918112564893948,73398.53164062538,-370.26420257260304,0.29292929292929293,10.83838383838384
R0054,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,10.0,20.0,96,0.7,1.5,1.0,24,380.0,-14053.980468749814,214892.0292968755,228946.00976562465,0.9386144336687221,41313.07812499998,-36.98415912828899,0.42105263157894735,14.134210526315789,189.0,-65098.126757812744,74942.06347656237,140040.19023437516,0.5351468271439596,65273.32675781257,-344.43453311012036,0.31746031746031744,11.613756613756614
R0055,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,10.0,20.0,96,0.7,1.25,1.0,24,387.0,-28020.56093749982,198224.2585937504,226244.81953124946,0.8761493810308933,49339.619531249875,-72.40455022609773,0.3643410852713178,13.478036175710594,200.0,-71789.92187500052,66354.83417968733,138144.7560546878,0.4803282880561838,72151.33164062527,-358.94960937500264,0.27,10.71
R0056,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,10.0,20.0,96,0.7,1.5,1.0,24,384.0,-27519.160937499884,198161.84882812534,225681.00976562448,0.8780616899663889,48221.0292968749,-71.66448160807262,0.3619791666666667,13.700520833333334,199.0,-70106.11210937554,67034.8439453123,137140.95605468782,0.4888025129311535,70651.33164062526,-352.29202065012834,0.271356783919598,10.77889447236181
R0057,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,10.0,24.0,96,0.7,1.25,1.0,24,375.0,-35584.873046875,194514.2976562504,230099.1707031246,0.8453498422522085,54435.53164062499,-94.89299479166667,0.376,14.493333333333334,192.0,-73639.49257812538,67924.86347656247,141564.35605468776,0.47981614418761176,73725.71210937537,-383.53902384440306,0.28125,11.416666666666666
R0058,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,10.0,24.0,96,0.7,1.5,1.0,24,368.0,-30548.233984374812,199335.34648437548,229883.58046874963,0.867114328382723,46898.93164062491,-83.01150539232286,0.3967391304347826,15.07336956521739,182.0,-66331.51210937531,71171.05859374988,137502.57070312515,0.5175980218392551,66417.7316406253,-364.4588577438204,0.3021978021978022,12.302197802197803
R0059,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,10.0,24.0,96,0.7,1.25,1.0,24,381.0,-23527.7121093749,199615.6781250003,223143.39023437444,0.8945623615171292,45079.551171874846,-61.75252522145643,0.36220472440944884,14.078740157480315,197.0,-69658.52187500054,67072.43417968736,136730.95605468788,0.4905431521510067,70987.55117187534,-353.5965577411195,0.2639593908629442,11.030456852791879
R0060,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,10.0,24.0,96,0.7,1.5,1.0,24,380.0,-21993.90234374992,200145.68789062524,222139.59023437445,0.9009906234159163,44045.7316406248,-57.878690378289264,0.3631578947368421,14.244736842105263,196.0,-68904.71699218806,66822.43906249985,135727.1560546879,0.49232917718820696,70833.74628906285,-351.5546785315717,0.2653061224489796,11.183673469387756
R0061,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,12.0,16.0,96,0.7,1.25,1.0,24,389.0,-22508.40507812492,217153.50234375053,239661.90742187458,0.9060826757149073,42346.01484374995,-57.862223851220875,0.45758354755784064,13.77892030848329,190.0,-85421.98535156285,68298.21953124985,153720.2048828125,0.4443021630326118,85508.20488281283,-449.58939658717287,0.32105263157894737,11.436842105263159
R0062,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,12.0,16.0,96,0.7,1.5,1.0,24,383.0,-23715.605078124783,215679.66328125057,239395.26835937458,0.9009353641755246,49990.824609374904,-61.92063989066523,0.46736292428198434,14.302872062663186,189.0,-99528.18535156283,65105.81953124986,164634.0048828124,0.39545791027553884,99614.40488281281,-526.6041552992742,0.31216931216931215,11.576719576719576
R0063,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,12.0,16.0,96,0.7,1.25,1.0,24,386.0,-18576.829296874745,213219.19023437556,231796.0195312496,0.9198569961018266,51242.10742187488,-48.126500769105554,0.43005181347150256,13.963730569948186,199.0,-88226.14140625038,67509.6195312499,155735.76093750005,0.4334882311220921,88312.36093750036,-443.34744425251444,0.2914572864321608,10.693467336683417
R0064,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,12.0,16.0,96,0.7,1.5,1.0,24,379.0,-32580.17070312481,201167.24882812548,233747.41953124964,0.8606180518764249,55663.45859374991,-85.96351109003908,0.41160949868073876,14.419525065963061,196.0,-91774.71210937537,63121.02929687496,154895.74140625008,0.4075065506889915,91860.93164062535,-468.23832708864984,0.28061224489795916,11.010204081632653
R0065,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,12.0,20.0,96,0.7,1.25,1.0,24,371.0,-23139.712109374825,215292.03906250044,238431.75117187452,0.9029503747062038,48756.42929687487,-62.37119166947392,0.431266846361186,14.846361185983827,187.0,-78420.51699218786,74295.85859374989,152716.37558593758,0.48649569051579294,78506.73652343784,-419.36105343415966,0.3155080213903743,12.06951871657754
R0066,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,12.0,20.0,96,0.7,1.5,1.0,24,368.0,-28458.390234374758,213490.59023437547,241948.98046874956,0.882378548654187,60352.697656249824,-77.33258215862706,0.4429347826086957,15.282608695652174,186.0,-93326.71699218787,70303.45859374989,163630.17558593748,0.42964849449071807,93412.93652343785,-501.75654296875194,0.3064516129032258,12.188172043010752
R0067,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,12.0,20.0,96,0.7,1.25,1.0,24,370.0,-30345.90234374989,204075.24882812536,234421.1511718746,0.8705496402860848,53347.82929687486,-82.01595228040512,0.3945945945945946,14.867567567567567,192.0,-86919.49257812536,64364.848828124996,151284.34140625014,0.42545611944915956,87005.71210937534,-452.7056905110696,0.28125,11.5625
R0068,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,12.0,20.0,96,0.7,1.5,1.0,24,367.0,-29344.50234374999,204512.83906250025,233857.34140624962,0.8745196444666109,52921.63906249996,-79.9577720538147,0.3923705722070845,15.130790190735695,192.0,-86689.5023437504,65544.85859374997,152234.36093750017,0.4305523285945899,86775.72187500038,-451.5078247070333,0.28125,11.578125
R0069,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,12.0,24.0,96,0.7,1.25,1.0,24,359.0,-38024.06328124995,198521.4976562503,236545.56093749954,0.8392526871755754,50987.35117187484,-105.9166108112812,0.40947075208913647,15.88857938718663,180.0,-79253.90234375032,70524.8537109374,149778.75605468755,0.4708601911821675,79340.1218750003,-440.29945746527954,0.3,12.75
R0070,10,1.5,12,0.5,pullback,both,atr_sl_fixed_tp,12.0,24.0,96,0.7,1.5,1.0,24,357.0,-37366.51210937497,202040.06835937526,239406.58046874957,0.8439202797341159,58277.39023437488,-104.6681011467086,0.42016806722689076,16.285714285714285,179.0,-94000.09257812529,66392.4634765624,160392.5560546875,0.41393731174110854,94086.31210937527,-525.1401820007,0.2905027932960894,12.88268156424581
R0071,10,1.5,12,0.5,pullback,both,fixed_sl_atr_tp,12.0,24.0,96,0.7,1.25,1.0,24,363.0,-26239.29257812509,204380.4488281251,230619.7414062496,0.8862226953420154,50666.39999999999,-72.28455255681843,0.39118457300275483,15.597796143250688,190.0,-85571.89257812538,66662.46835937497,152234.36093750017,0.4378937051323337,85658.11210937536,-450.37838199013356,0.2736842105263158,11.773684210526316
