param_id,signal_name,side_mode,session_set,sl_atr,tp_atr,max_hold_bars,exit_on_opposite,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
IFB_0116,emapmo_normal,both,RTH,1.0,1.0,12,True,3,27,264.52,232.68,1.2612,0.5556,9.797,1277.4,-1012.88,17,170.42,232.68,1.2848,0.5294,10.025,768.84,-598.42,10,94.1,188.2,1.227,0.6,9.41,508.56,-414.46,False
IFB_0118,emapmo_normal,both,RTH,1.0,1.0,24,False,3,27,264.52,232.68,1.2612,0.5556,9.797,1277.4,-1012.88,17,170.42,232.68,1.2848,0.5294,10.025,768.84,-598.42,10,94.1,188.2,1.227,0.6,9.41,508.56,-414.46,False
IFB_0120,emapmo_normal,both,RTH,1.0,1.0,24,True,3,27,264.52,232.68,1.2612,0.5556,9.797,1277.4,-1012.88,17,170.42,232.68,1.2848,0.5294,10.025,768.84,-598.42,10,94.1,188.2,1.227,0.6,9.41,508.56,-414.46,False
IFB_1242,kdjma,short,PRE_RTH,1.5,1.5,12,False,3,100,1467.0,664.28,1.3447,0.52,14.67,5723.02,-4256.02,76,694.26,664.28,1.2255,0.5132,9.135,3772.64,-3078.38,24,772.74,338.7,1.6562,0.5417,32.197,1950.38,-1177.64,False
IFB_1244,kdjma,short,PRE_RTH,1.5,1.5,12,True,3,100,1467.0,664.28,1.3447,0.52,14.67,5723.02,-4256.02,76,694.26,664.28,1.2255,0.5132,9.135,3772.64,-3078.38,24,772.74,338.7,1.6562,0.5417,32.197,1950.38,-1177.64,False
IFB_1289,kdjma,short,RTH,1.5,1.5,12,False,1,43,842.68,336.68,1.3781,0.4884,19.597,3071.46,-2228.78,33,367.08,336.68,1.2253,0.5152,11.124,1996.42,-1629.34,10,475.6,234.98,1.7934,0.4,47.56,1075.04,-599.44,False
IFB_1291,kdjma,short,RTH,1.5,1.5,12,True,1,43,842.68,336.68,1.3781,0.4884,19.597,3071.46,-2228.78,33,367.08,336.68,1.2253,0.5152,11.124,1996.42,-1629.34,10,475.6,234.98,1.7934,0.4,47.56,1075.04,-599.44,False
IFB_0110,emapmo_normal,both,RTH,1.0,1.0,6,False,3,27,228.52,251.1,1.2256,0.5556,8.464,1241.4,-1012.88,17,134.42,251.1,1.2246,0.5294,7.907,732.84,-598.42,10,94.1,188.2,1.227,0.6,9.41,508.56,-414.46,False
IFB_0112,emapmo_normal,both,RTH,1.0,1.0,6,True,3,27,228.52,251.1,1.2256,0.5556,8.464,1241.4,-1012.88,17,134.42,251.1,1.2246,0.5294,7.907,732.84,-598.42,10,94.1,188.2,1.227,0.6,9.41,508.56,-414.46,False
IFB_0618,emapmo_early,long,ALL,1.5,1.5,12,False,3,31,869.06,756.2,1.3763,0.5161,28.034,3178.66,-2309.6,15,616.4,756.2,1.5206,0.6,41.093,1800.34,-1183.94,16,252.66,526.7,1.2245,0.4375,15.791,1378.32,-1125.66,True
IFB_0620,emapmo_early,long,ALL,1.5,1.5,12,True,3,31,869.06,756.2,1.3763,0.5161,28.034,3178.66,-2309.6,15,616.4,756.2,1.5206,0.6,41.093,1800.34,-1183.94,16,252.66,526.7,1.2245,0.4375,15.791,1378.32,-1125.66,True
