param_id,mom_lookback_bars,mom_threshold,rev_span,rev_threshold,risk_mode,sl_atr,tp_atr,sl_fixed,tp_fixed,max_hold_bars,confirm_turn,mean_exit,session_set,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
M200R5_1909,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,False,ALL,1,29,-267.21,368.59,0.584,0.4828,-9.214,375.14,-642.35,21,-213.54,326.15,0.5407,0.4762,-10.169,251.35,-464.89,8,-53.67,96.21,0.6976,0.5,-6.709,123.79,-177.46,False
M200R5_1910,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,False,ALL,3,42,-118.33,464.84,0.8521,0.5476,-2.817,681.48,-799.81,30,-204.7,423.63,0.6711,0.5,-6.823,417.65,-622.35,12,86.37,94.98,1.4867,0.6667,7.198,263.83,-177.46,False
M200R5_1911,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,False,PRE_RTH,1,14,-27.36,253.69,0.9168,0.5714,-1.954,301.33,-328.69,11,-136.14,253.69,0.5858,0.4545,-12.376,192.55,-328.69,3,108.78,0.0,999.0,1.0,36.26,108.78,0.0,False
M200R5_1912,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,False,PRE_RTH,3,14,-27.36,253.69,0.9168,0.5714,-1.954,301.33,-328.69,11,-136.14,253.69,0.5858,0.4545,-12.376,192.55,-328.69,3,108.78,0.0,999.0,1.0,36.26,108.78,0.0,False
M200R5_1913,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,False,RTH,1,13,0.13,226.2,1.0004,0.6154,0.01,301.33,-301.2,10,-108.65,226.2,0.6393,0.5,-10.865,192.55,-301.2,3,108.78,0.0,999.0,1.0,36.26,108.78,0.0,False
M200R5_1914,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,False,RTH,3,13,0.13,226.2,1.0004,0.6154,0.01,301.33,-301.2,10,-108.65,226.2,0.6393,0.5,-10.865,192.55,-301.2,3,108.78,0.0,999.0,1.0,36.26,108.78,0.0,False
M200R5_1915,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,True,ALL,1,29,-335.96,407.26,0.477,0.4828,-11.585,306.39,-642.35,21,-267.29,336.07,0.425,0.4762,-12.728,197.6,-464.89,8,-68.67,96.21,0.613,0.5,-8.584,108.79,-177.46,False
M200R5_1916,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,True,ALL,3,42,-232.08,501.09,0.7098,0.5476,-5.526,567.73,-799.81,30,-303.45,431.13,0.5124,0.5,-10.115,318.9,-622.35,12,71.37,94.98,1.4022,0.6667,5.948,248.83,-177.46,False
M200R5_1917,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,True,PRE_RTH,1,14,-78.61,253.69,0.7608,0.5714,-5.615,250.08,-328.69,11,-181.14,253.69,0.4489,0.4545,-16.467,147.55,-328.69,3,102.53,0.0,999.0,1.0,34.177,102.53,0.0,False
M200R5_1918,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,True,PRE_RTH,3,14,-78.61,253.69,0.7608,0.5714,-5.615,250.08,-328.69,11,-181.14,253.69,0.4489,0.4545,-16.467,147.55,-328.69,3,102.53,0.0,999.0,1.0,34.177,102.53,0.0,False
M200R5_1919,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,True,RTH,1,13,-51.12,226.2,0.8303,0.6154,-3.932,250.08,-301.2,10,-153.65,226.2,0.4899,0.5,-15.365,147.55,-301.2,3,102.53,0.0,999.0,1.0,34.177,102.53,0.0,False
M200R5_1920,40,0.4,20,0.8,atr_blend,1.5,1.5,4.321428571428571,4.321428571428571,12,True,True,RTH,3,13,-51.12,226.2,0.8303,0.6154,-3.932,250.08,-301.2,10,-153.65,226.2,0.4899,0.5,-15.365,147.55,-301.2,3,102.53,0.0,999.0,1.0,34.177,102.53,0.0,False
M200R5_1921,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,False,ALL,1,46,-264.54,417.14,0.5774,0.413,-5.751,361.44,-625.98,32,-319.68,319.68,0.3714,0.3125,-9.99,188.85,-508.53,14,55.14,97.46,1.4695,0.6429,3.939,172.59,-117.45,False
M200R5_1922,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,False,ALL,3,108,-5.17,278.28,0.9954,0.5648,-0.048,1119.36,-1124.53,79,-167.96,229.64,0.8166,0.519,-2.126,747.91,-915.87,29,162.79,98.71,1.7802,0.6897,5.613,371.45,-208.66,False
M200R5_1923,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,False,PRE_RTH,1,26,100.26,129.92,1.3858,0.6154,3.856,360.16,-259.9,20,50.2,129.92,1.2349,0.6,2.51,263.87,-213.67,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1924,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,False,PRE_RTH,3,41,-20.84,233.61,0.9593,0.561,-0.508,491.48,-512.32,33,-108.42,233.61,0.7674,0.5152,-3.285,357.67,-466.09,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1925,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,False,RTH,1,23,60.23,109.95,1.2386,0.6087,2.619,312.64,-252.41,17,10.17,109.95,1.0493,0.5882,0.598,216.35,-206.18,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1926,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,False,RTH,3,32,6.57,176.14,1.0164,0.5938,0.205,407.69,-401.12,24,-81.01,176.14,0.7717,0.5417,-3.375,273.88,-354.89,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1927,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,True,ALL,1,46,-264.54,417.14,0.5774,0.413,-5.751,361.44,-625.98,32,-319.68,319.68,0.3714,0.3125,-9.99,188.85,-508.53,14,55.14,97.46,1.4695,0.6429,3.939,172.59,-117.45,False
M200R5_1928,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,True,ALL,3,108,-15.17,283.28,0.9865,0.5648,-0.14,1109.36,-1124.53,79,-177.96,234.64,0.8057,0.519,-2.253,737.91,-915.87,29,162.79,98.71,1.7802,0.6897,5.613,371.45,-208.66,False
M200R5_1929,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,True,PRE_RTH,1,26,95.26,134.92,1.3665,0.6154,3.664,355.16,-259.9,20,45.2,134.92,1.2115,0.6,2.26,258.87,-213.67,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1930,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,True,PRE_RTH,3,41,-25.84,238.61,0.9496,0.561,-0.63,486.48,-512.32,33,-113.42,238.61,0.7567,0.5152,-3.437,352.67,-466.09,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1931,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,True,RTH,1,23,55.23,109.95,1.2188,0.6087,2.401,307.64,-252.41,17,5.17,109.95,1.0251,0.5882,0.304,211.35,-206.18,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1932,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,False,True,RTH,3,32,1.57,181.14,1.0039,0.5938,0.049,402.69,-401.12,24,-86.01,181.14,0.7576,0.5417,-3.584,268.88,-354.89,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1933,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,False,ALL,1,29,-108.46,172.29,0.6808,0.4483,-3.74,231.38,-339.84,21,-88.54,164.83,0.6384,0.4286,-4.216,156.34,-244.88,8,-19.92,49.98,0.7902,0.5,-2.49,75.04,-94.96,False
M200R5_1934,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,False,ALL,3,47,-80.78,185.97,0.8404,0.5106,-1.719,425.24,-506.02,31,-47.19,151.13,0.8525,0.5161,-1.522,272.66,-319.85,16,-33.59,87.39,0.8196,0.5,-2.099,152.58,-186.17,False
M200R5_1935,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,False,PRE_RTH,1,14,23.89,97.42,1.1722,0.6429,1.706,162.59,-138.7,11,5.11,91.19,1.0449,0.6364,0.465,118.82,-113.71,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1936,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,False,PRE_RTH,3,14,23.89,97.42,1.1722,0.6429,1.706,162.59,-138.7,11,5.11,91.19,1.0449,0.6364,0.465,118.82,-113.71,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1937,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,False,RTH,1,13,43.88,77.43,1.3696,0.6923,3.375,162.59,-118.71,10,25.1,71.2,1.2678,0.7,2.51,118.82,-93.72,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1938,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,False,RTH,3,13,43.88,77.43,1.3696,0.6923,3.375,162.59,-118.71,10,25.1,71.2,1.2678,0.7,2.51,118.82,-93.72,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1939,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,True,ALL,1,29,-110.96,172.29,0.6735,0.4483,-3.826,228.88,-339.84,21,-88.54,164.83,0.6384,0.4286,-4.216,156.34,-244.88,8,-22.42,49.98,0.7639,0.5,-2.802,72.54,-94.96,False
M200R5_1940,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,True,ALL,3,47,-83.28,188.47,0.8354,0.5106,-1.772,422.74,-506.02,31,-47.19,151.13,0.8525,0.5161,-1.522,272.66,-319.85,16,-36.09,89.89,0.8061,0.5,-2.256,150.08,-186.17,False
M200R5_1941,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,True,PRE_RTH,1,14,23.89,97.42,1.1722,0.6429,1.706,162.59,-138.7,11,5.11,91.19,1.0449,0.6364,0.465,118.82,-113.71,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1942,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,True,PRE_RTH,3,14,23.89,97.42,1.1722,0.6429,1.706,162.59,-138.7,11,5.11,91.19,1.0449,0.6364,0.465,118.82,-113.71,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1943,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,True,RTH,1,13,43.88,77.43,1.3696,0.6923,3.375,162.59,-118.71,10,25.1,71.2,1.2678,0.7,2.51,118.82,-93.72,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1944,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,6,True,True,RTH,3,13,43.88,77.43,1.3696,0.6923,3.375,162.59,-118.71,10,25.1,71.2,1.2678,0.7,2.51,118.82,-93.72,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1945,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,False,ALL,1,46,-255.79,408.39,0.5881,0.413,-5.561,365.19,-620.98,32,-310.93,310.93,0.3825,0.3125,-9.717,192.6,-503.53,14,55.14,97.46,1.4695,0.6429,3.939,172.59,-117.45,False
M200R5_1946,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,False,ALL,3,108,13.58,259.53,1.0121,0.5648,0.126,1135.61,-1122.03,79,-146.71,208.39,0.8389,0.519,-1.857,764.16,-910.87,29,160.29,101.21,1.7591,0.6897,5.527,371.45,-211.16,False
M200R5_1947,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,False,PRE_RTH,1,26,105.26,124.92,1.4129,0.6154,4.048,360.16,-254.9,20,55.2,124.92,1.2645,0.6,2.76,263.87,-208.67,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1948,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,False,PRE_RTH,3,41,-15.84,228.61,0.9688,0.561,-0.386,491.48,-507.32,33,-103.42,228.61,0.7757,0.5152,-3.134,357.67,-461.09,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1949,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,False,RTH,1,23,65.23,104.95,1.2637,0.6087,2.836,312.64,-247.41,17,15.17,104.95,1.0754,0.5882,0.892,216.35,-201.18,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1950,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,False,RTH,3,32,11.57,171.14,1.0292,0.5938,0.362,407.69,-396.12,24,-76.01,171.14,0.7828,0.5417,-3.167,273.88,-349.89,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1951,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,True,ALL,1,46,-259.54,412.14,0.582,0.413,-5.642,361.44,-620.98,32,-314.68,314.68,0.3751,0.3125,-9.834,188.85,-503.53,14,55.14,97.46,1.4695,0.6429,3.939,172.59,-117.45,False
M200R5_1952,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,True,ALL,3,108,-0.17,268.28,0.9998,0.5648,-0.002,1121.86,-1122.03,79,-160.46,217.14,0.8238,0.519,-2.031,750.41,-910.87,29,160.29,101.21,1.7591,0.6897,5.527,371.45,-211.16,False
M200R5_1953,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,True,PRE_RTH,1,26,100.26,129.92,1.3933,0.6154,3.856,355.16,-254.9,20,50.2,129.92,1.2406,0.6,2.51,258.87,-208.67,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1954,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,True,PRE_RTH,3,41,-20.84,233.61,0.9589,0.561,-0.508,486.48,-507.32,33,-108.42,233.61,0.7649,0.5152,-3.285,352.67,-461.09,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1955,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,True,RTH,1,23,60.23,104.95,1.2434,0.6087,2.619,307.64,-247.41,17,10.17,104.95,1.0506,0.5882,0.598,211.35,-201.18,6,50.06,46.23,2.0828,0.6667,8.343,96.29,-46.23,False
M200R5_1956,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,False,True,RTH,3,32,6.57,176.14,1.0166,0.5938,0.205,402.69,-396.12,24,-81.01,176.14,0.7685,0.5417,-3.375,268.88,-349.89,8,87.58,27.47,2.8944,0.75,10.948,133.81,-46.23,False
M200R5_1957,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,False,ALL,1,29,-102.21,166.04,0.7079,0.5172,-3.524,247.65,-349.86,21,-82.29,158.58,0.6772,0.5238,-3.919,172.61,-254.9,8,-19.92,49.98,0.7902,0.5,-2.49,75.04,-94.96,False
M200R5_1958,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,False,ALL,3,46,-54.54,170.98,0.8901,0.5652,-1.186,441.51,-496.05,31,-40.94,156.13,0.8759,0.5806,-1.321,288.93,-329.87,15,-13.6,69.97,0.9182,0.5333,-0.907,152.58,-166.18,False
M200R5_1959,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,False,PRE_RTH,1,14,18.89,102.42,1.1209,0.6429,1.349,175.09,-156.2,11,0.11,96.19,1.0008,0.6364,0.01,131.32,-131.21,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1960,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,False,PRE_RTH,3,14,18.89,102.42,1.1209,0.6429,1.349,175.09,-156.2,11,0.11,96.19,1.0008,0.6364,0.01,131.32,-131.21,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1961,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,False,RTH,1,13,38.88,82.43,1.2854,0.6923,2.991,175.09,-136.21,10,20.1,76.2,1.1807,0.7,2.01,131.32,-111.22,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1962,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,False,RTH,3,13,38.88,82.43,1.2854,0.6923,2.991,175.09,-136.21,10,20.1,76.2,1.1807,0.7,2.01,131.32,-111.22,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1963,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,True,ALL,1,29,-97.21,158.54,0.7221,0.5172,-3.352,252.65,-349.86,21,-74.79,151.08,0.7066,0.5238,-3.561,180.11,-254.9,8,-22.42,49.98,0.7639,0.5,-2.802,72.54,-94.96,False
M200R5_1964,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,True,ALL,3,46,-49.54,173.48,0.9001,0.5652,-1.077,446.51,-496.05,31,-33.44,156.13,0.8986,0.5806,-1.079,296.43,-329.87,15,-16.1,69.97,0.9031,0.5333,-1.073,150.08,-166.18,False
M200R5_1965,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,True,PRE_RTH,1,14,18.89,102.42,1.1209,0.6429,1.349,175.09,-156.2,11,0.11,96.19,1.0008,0.6364,0.01,131.32,-131.21,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1966,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,True,PRE_RTH,3,14,18.89,102.42,1.1209,0.6429,1.349,175.09,-156.2,11,0.11,96.19,1.0008,0.6364,0.01,131.32,-131.21,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1967,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,True,RTH,1,13,38.88,82.43,1.2854,0.6923,2.991,175.09,-136.21,10,20.1,76.2,1.1807,0.7,2.01,131.32,-111.22,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1968,40,0.4,20,0.8,fixed_atr_blend,1.0,0.75,4.321428571428571,4.321428571428571,12,True,True,RTH,3,13,38.88,82.43,1.2854,0.6923,2.991,175.09,-136.21,10,20.1,76.2,1.1807,0.7,2.01,131.32,-111.22,3,18.78,24.99,1.7515,0.6667,6.26,43.77,-24.99,False
M200R5_1969,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,False,ALL,1,46,-297.04,427.14,0.5686,0.3913,-6.457,391.43,-688.47,32,-315.93,315.93,0.4008,0.3125,-9.873,211.35,-527.28,14,18.89,111.21,1.1172,0.5714,1.349,180.08,-161.19,False
M200R5_1970,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,False,ALL,3,105,43.55,398.33,1.0365,0.5524,0.415,1235.58,-1192.03,77,-49.23,300.94,0.9464,0.5325,-0.639,869.16,-918.39,28,92.78,152.41,1.3391,0.6071,3.314,366.42,-273.64,False
M200R5_1971,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,False,PRE_RTH,1,26,81.51,151.17,1.2509,0.5769,3.135,406.4,-324.89,20,67.7,151.17,1.2764,0.6,3.385,312.62,-244.92,6,13.81,52.48,1.1727,0.5,2.302,93.78,-79.97,False
M200R5_1972,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,False,PRE_RTH,3,39,-93.36,283.56,0.8472,0.5128,-2.394,517.7,-611.06,32,-79.68,272.36,0.8418,0.5312,-2.49,423.92,-503.6,7,-13.68,79.97,0.8727,0.4286,-1.954,93.78,-107.46,False
M200R5_1973,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,False,RTH,1,23,32.73,127.45,1.1031,0.5652,1.423,350.13,-317.4,17,18.92,127.45,1.0797,0.5882,1.113,256.35,-237.43,6,13.81,52.48,1.1727,0.5,2.302,93.78,-79.97,False
M200R5_1974,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,False,RTH,3,30,-67.2,219.84,0.8618,0.5333,-2.24,418.91,-486.11,23,-53.52,208.64,0.8587,0.5652,-2.327,325.13,-378.65,7,-13.68,79.97,0.8727,0.4286,-1.954,93.78,-107.46,False
M200R5_1975,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,True,ALL,1,46,-297.04,427.14,0.5686,0.3913,-6.457,391.43,-688.47,32,-315.93,315.93,0.4008,0.3125,-9.873,211.35,-527.28,14,18.89,111.21,1.1172,0.5714,1.349,180.08,-161.19,False
M200R5_1976,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,True,ALL,3,105,46.05,403.33,1.0389,0.5619,0.439,1230.59,-1184.54,77,-46.73,305.94,0.9487,0.5455,-0.607,864.17,-910.9,28,92.78,152.41,1.3391,0.6071,3.314,366.42,-273.64,False
M200R5_1977,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,True,PRE_RTH,1,26,76.51,156.17,1.2355,0.5769,2.943,401.4,-324.89,20,62.7,156.17,1.256,0.6,3.135,307.62,-244.92,6,13.81,52.48,1.1727,0.5,2.302,93.78,-79.97,False
M200R5_1978,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,True,PRE_RTH,3,39,-98.36,288.56,0.839,0.5128,-2.522,512.7,-611.06,32,-84.68,277.36,0.8319,0.5312,-2.646,418.92,-503.6,7,-13.68,79.97,0.8727,0.4286,-1.954,93.78,-107.46,False
M200R5_1979,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,True,RTH,1,23,27.73,127.45,1.0874,0.5652,1.206,345.13,-317.4,17,13.92,127.45,1.0586,0.5882,0.819,251.35,-237.43,6,13.81,52.48,1.1727,0.5,2.302,93.78,-79.97,False
M200R5_1980,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,False,True,RTH,3,30,-72.2,224.84,0.8515,0.5333,-2.407,413.91,-486.11,23,-58.52,213.64,0.8455,0.5652,-2.544,320.13,-378.65,7,-13.68,79.97,0.8727,0.4286,-1.954,93.78,-107.46,False
M200R5_1981,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,False,ALL,1,29,-94.71,232.36,0.7368,0.4828,-3.266,265.14,-359.85,21,-77.29,154.9,0.6968,0.4762,-3.68,177.6,-254.89,8,-17.42,82.47,0.834,0.5,-2.177,87.54,-104.96,False
M200R5_1982,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,False,ALL,3,47,-57.03,263.55,0.8953,0.5319,-1.213,487.75,-544.78,31,-72.19,172.38,0.8015,0.5161,-2.329,291.41,-363.6,16,15.16,96.18,1.0837,0.5625,0.948,196.34,-181.18,False
M200R5_1983,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,False,PRE_RTH,1,14,-8.61,133.68,0.9531,0.5714,-0.615,175.08,-183.69,11,-34.89,106.19,0.7766,0.5455,-3.172,121.31,-156.2,3,26.28,27.49,1.956,0.6667,8.76,53.77,-27.49,False
M200R5_1984,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,False,PRE_RTH,3,14,-8.61,133.68,0.9531,0.5714,-0.615,175.08,-183.69,11,-34.89,106.19,0.7766,0.5455,-3.172,121.31,-156.2,3,26.28,27.49,1.956,0.6667,8.76,53.77,-27.49,False
M200R5_1985,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,False,RTH,1,13,13.88,111.19,1.0861,0.6154,1.068,175.08,-161.2,10,-12.4,83.7,0.9073,0.6,-1.24,121.31,-133.71,3,26.28,27.49,1.956,0.6667,8.76,53.77,-27.49,False
M200R5_1986,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,False,RTH,3,13,13.88,111.19,1.0861,0.6154,1.068,175.08,-161.2,10,-12.4,83.7,0.9073,0.6,-1.24,121.31,-133.71,3,26.28,27.49,1.956,0.6667,8.76,53.77,-27.49,False
M200R5_1987,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,True,ALL,1,29,-79.71,213.61,0.7785,0.4828,-2.749,280.14,-359.85,21,-58.54,154.9,0.7703,0.4762,-2.788,196.35,-254.89,8,-21.17,82.47,0.7983,0.5,-2.646,83.79,-104.96,False
M200R5_1988,40,0.4,20,0.8,fixed_atr_blend,1.25,1.0,4.321428571428571,4.321428571428571,6,True,True,ALL,3,47,-43.28,244.8,0.9206,0.5319,-0.921,501.5,-544.78,31,-53.44,172.38,0.853,0.5161,-1.724,310.16,-363.6,16,10.16,96.18,1.0561,0.5625,0.635,191.34,-181.18,False
