param_id,side_mode,htf_minutes,sweep_buffer_ticks,reclaim_buffer_ticks,sl_buffer_ticks,min_asia_range_atr,max_sweep_atr,max_hold_bars,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
LSA_2826,long,60,8,0,4,1.0,999.0,72,12,401.62,981.68,1.3534,0.3333,33.468,1538.04,-1136.42,9,-270.66,981.68,0.7243,0.2222,-30.073,711.02,-981.68,3,672.28,154.74,5.3446,0.6667,224.093,827.02,-154.74,False
LSA_2868,long,60,8,2,4,0.5,3.0,72,12,401.62,981.68,1.3534,0.3333,33.468,1538.04,-1136.42,9,-270.66,981.68,0.7243,0.2222,-30.073,711.02,-981.68,3,672.28,154.74,5.3446,0.6667,224.093,827.02,-154.74,False
LSA_2871,long,60,8,2,4,0.5,999.0,72,12,401.62,981.68,1.3534,0.3333,33.468,1538.04,-1136.42,9,-270.66,981.68,0.7243,0.2222,-30.073,711.02,-981.68,3,672.28,154.74,5.3446,0.6667,224.093,827.02,-154.74,False
LSA_2877,long,60,8,2,4,1.0,3.0,72,12,401.62,981.68,1.3534,0.3333,33.468,1538.04,-1136.42,9,-270.66,981.68,0.7243,0.2222,-30.073,711.02,-981.68,3,672.28,154.74,5.3446,0.6667,224.093,827.02,-154.74,False
LSA_2880,long,60,8,2,4,1.0,999.0,72,12,401.62,981.68,1.3534,0.3333,33.468,1538.04,-1136.42,9,-270.66,981.68,0.7243,0.2222,-30.073,711.02,-981.68,3,672.28,154.74,5.3446,0.6667,224.093,827.02,-154.74,False
LSA_0991,both,15,0,0,8,0.5,1.5,24,39,-478.36,773.64,0.7801,0.2308,-12.266,1696.84,-2175.2,27,-229.98,624.38,0.8197,0.2593,-8.518,1045.82,-1275.8,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1000,both,15,0,0,8,1.0,1.5,24,39,-478.36,773.64,0.7801,0.2308,-12.266,1696.84,-2175.2,27,-229.98,624.38,0.8197,0.2593,-8.518,1045.82,-1275.8,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1045,both,15,0,2,8,0.5,1.5,24,39,-516.86,773.64,0.7624,0.2308,-13.253,1658.34,-2175.2,27,-268.48,662.88,0.7896,0.2593,-9.944,1007.32,-1275.8,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1054,both,15,0,2,8,1.0,1.5,24,39,-516.86,773.64,0.7624,0.2308,-13.253,1658.34,-2175.2,27,-268.48,662.88,0.7896,0.2593,-9.944,1007.32,-1275.8,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1099,both,15,4,0,8,0.5,1.5,24,39,-464.86,773.64,0.785,0.2308,-11.919,1696.84,-2161.7,27,-216.48,610.88,0.8285,0.2593,-8.018,1045.82,-1262.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1108,both,15,4,0,8,1.0,1.5,24,39,-464.86,773.64,0.785,0.2308,-11.919,1696.84,-2161.7,27,-216.48,610.88,0.8285,0.2593,-8.018,1045.82,-1262.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1153,both,15,4,2,8,0.5,1.5,24,39,-503.36,773.64,0.7671,0.2308,-12.907,1658.34,-2161.7,27,-254.98,649.38,0.798,0.2593,-9.444,1007.32,-1262.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1162,both,15,4,2,8,1.0,1.5,24,39,-503.36,773.64,0.7671,0.2308,-12.907,1658.34,-2161.7,27,-254.98,649.38,0.798,0.2593,-9.444,1007.32,-1262.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1207,both,15,8,0,8,0.5,1.5,24,39,-447.86,773.64,0.7912,0.2308,-11.484,1696.84,-2144.7,27,-199.48,593.88,0.8398,0.2593,-7.388,1045.82,-1245.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1216,both,15,8,0,8,1.0,1.5,24,39,-447.86,773.64,0.7912,0.2308,-11.484,1696.84,-2144.7,27,-199.48,593.88,0.8398,0.2593,-7.388,1045.82,-1245.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1261,both,15,8,2,8,0.5,1.5,24,39,-486.36,773.64,0.7732,0.2308,-12.471,1658.34,-2144.7,27,-237.98,632.38,0.8089,0.2593,-8.814,1007.32,-1245.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_1270,both,15,8,2,8,1.0,1.5,24,39,-486.36,773.64,0.7732,0.2308,-12.471,1658.34,-2144.7,27,-237.98,632.38,0.8089,0.2593,-8.814,1007.32,-1245.3,12,-248.38,773.64,0.7238,0.1667,-20.698,651.02,-899.4,False
LSA_0977,both,15,0,0,4,0.5,3.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_0980,both,15,0,0,4,0.5,999.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_0986,both,15,0,0,4,1.0,3.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_0989,both,15,0,0,4,1.0,999.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1031,both,15,0,2,4,0.5,3.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1034,both,15,0,2,4,0.5,999.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1040,both,15,0,2,4,1.0,3.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1043,both,15,0,2,4,1.0,999.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1085,both,15,4,0,4,0.5,3.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1088,both,15,4,0,4,0.5,999.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1094,both,15,4,0,4,1.0,3.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1097,both,15,4,0,4,1.0,999.0,48,39,-594.86,812.42,0.756,0.1795,-15.253,1842.82,-2437.68,27,-328.98,782.6,0.7774,0.1852,-12.184,1148.8,-1477.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1139,both,15,4,2,4,0.5,3.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1142,both,15,4,2,4,0.5,999.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1148,both,15,4,2,4,1.0,3.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1151,both,15,4,2,4,1.0,999.0,48,39,-637.36,825.1,0.7422,0.1538,-16.343,1834.56,-2471.92,27,-371.48,825.1,0.7543,0.1481,-13.759,1140.54,-1512.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1193,both,15,8,0,4,0.5,3.0,48,39,-577.86,812.42,0.7613,0.1795,-14.817,1842.82,-2420.68,27,-311.98,765.6,0.7864,0.1852,-11.555,1148.8,-1460.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1196,both,15,8,0,4,0.5,999.0,48,39,-577.86,812.42,0.7613,0.1795,-14.817,1842.82,-2420.68,27,-311.98,765.6,0.7864,0.1852,-11.555,1148.8,-1460.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1202,both,15,8,0,4,1.0,3.0,48,39,-577.86,812.42,0.7613,0.1795,-14.817,1842.82,-2420.68,27,-311.98,765.6,0.7864,0.1852,-11.555,1148.8,-1460.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1205,both,15,8,0,4,1.0,999.0,48,39,-577.86,812.42,0.7613,0.1795,-14.817,1842.82,-2420.68,27,-311.98,765.6,0.7864,0.1852,-11.555,1148.8,-1460.78,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1247,both,15,8,2,4,0.5,3.0,48,39,-620.36,812.42,0.7473,0.1538,-15.907,1834.56,-2454.92,27,-354.48,808.1,0.7629,0.1481,-13.129,1140.54,-1495.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1250,both,15,8,2,4,0.5,999.0,48,39,-620.36,812.42,0.7473,0.1538,-15.907,1834.56,-2454.92,27,-354.48,808.1,0.7629,0.1481,-13.129,1140.54,-1495.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1256,both,15,8,2,4,1.0,3.0,48,39,-620.36,812.42,0.7473,0.1538,-15.907,1834.56,-2454.92,27,-354.48,808.1,0.7629,0.1481,-13.129,1140.54,-1495.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1259,both,15,8,2,4,1.0,999.0,48,39,-620.36,812.42,0.7473,0.1538,-15.907,1834.56,-2454.92,27,-354.48,808.1,0.7629,0.1481,-13.129,1140.54,-1495.02,12,-265.88,812.42,0.723,0.1667,-22.157,694.02,-959.9,False
LSA_1964,long,15,0,0,8,0.5,1.5,48,15,-105.6,487.96,0.9074,0.2,-7.04,1034.78,-1140.38,11,-198.64,487.96,0.7195,0.1818,-18.058,509.52,-708.16,4,93.04,432.22,1.2153,0.25,23.26,525.26,-432.22,False
LSA_1973,long,15,0,0,8,1.0,1.5,48,15,-105.6,487.96,0.9074,0.2,-7.04,1034.78,-1140.38,11,-198.64,487.96,0.7195,0.1818,-18.058,509.52,-708.16,4,93.04,432.22,1.2153,0.25,23.26,525.26,-432.22,False
LSA_2018,long,15,0,2,8,0.5,1.5,48,15,-105.6,487.96,0.9074,0.2,-7.04,1034.78,-1140.38,11,-198.64,487.96,0.7195,0.1818,-18.058,509.52,-708.16,4,93.04,432.22,1.2153,0.25,23.26,525.26,-432.22,False
LSA_2027,long,15,0,2,8,1.0,1.5,48,15,-105.6,487.96,0.9074,0.2,-7.04,1034.78,-1140.38,11,-198.64,487.96,0.7195,0.1818,-18.058,509.52,-708.16,4,93.04,432.22,1.2153,0.25,23.26,525.26,-432.22,False
LSA_1067,both,15,0,2,12,0.5,3.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_1070,both,15,0,2,12,0.5,999.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_1076,both,15,0,2,12,1.0,3.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_1079,both,15,0,2,12,1.0,999.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_1175,both,15,4,2,12,0.5,3.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_1178,both,15,4,2,12,0.5,999.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_1184,both,15,4,2,12,1.0,3.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_1187,both,15,4,2,12,1.0,999.0,48,39,-86.86,864.1,0.9653,0.1795,-2.227,2413.82,-2500.68,27,-446.48,864.1,0.7187,0.1481,-16.536,1140.54,-1587.02,12,359.62,844.42,1.3936,0.25,29.968,1273.28,-913.66,False
LSA_0687,short,60,0,0,12,0.5,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0696,short,60,0,0,12,1.0,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0741,short,60,0,2,12,0.5,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0750,short,60,0,2,12,1.0,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0795,short,60,4,0,12,0.5,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0804,short,60,4,0,12,1.0,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0849,short,60,4,2,12,0.5,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0858,short,60,4,2,12,1.0,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0903,short,60,8,0,12,0.5,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0912,short,60,8,0,12,1.0,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0957,short,60,8,2,12,0.5,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_0966,short,60,8,2,12,1.0,1.5,72,18,399.68,439.2,1.3345,0.2222,22.204,1594.54,-1194.86,11,-242.14,439.2,0.7165,0.1818,-22.013,612.02,-854.16,7,641.82,277.46,2.8838,0.2857,91.689,982.52,-340.7,False
LSA_2090,long,15,4,0,12,0.5,1.5,48,15,-116.1,482.46,0.8991,0.2,-7.74,1034.78,-1150.88,11,-203.14,482.46,0.715,0.1818,-18.467,509.52,-712.66,4,87.04,438.22,1.1986,0.25,21.76,525.26,-438.22,False
LSA_2099,long,15,4,0,12,1.0,1.5,48,15,-116.1,482.46,0.8991,0.2,-7.74,1034.78,-1150.88,11,-203.14,482.46,0.715,0.1818,-18.467,509.52,-712.66,4,87.04,438.22,1.1986,0.25,21.76,525.26,-438.22,False
LSA_2144,long,15,4,2,12,0.5,1.5,48,15,-116.1,482.46,0.8991,0.2,-7.74,1034.78,-1150.88,11,-203.14,482.46,0.715,0.1818,-18.467,509.52,-712.66,4,87.04,438.22,1.1986,0.25,21.76,525.26,-438.22,False
LSA_2153,long,15,4,2,12,1.0,1.5,48,15,-116.1,482.46,0.8991,0.2,-7.74,1034.78,-1150.88,11,-203.14,482.46,0.715,0.1818,-18.467,509.52,-712.66,4,87.04,438.22,1.1986,0.25,21.76,525.26,-438.22,False
LSA_2616,long,60,0,0,8,0.5,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2619,long,60,0,0,8,0.5,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2625,long,60,0,0,8,1.0,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2628,long,60,0,0,8,1.0,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2670,long,60,0,2,8,0.5,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2673,long,60,0,2,8,0.5,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2679,long,60,0,2,8,1.0,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2682,long,60,0,2,8,1.0,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2724,long,60,4,0,8,0.5,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2727,long,60,4,0,8,0.5,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2733,long,60,4,0,8,1.0,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2736,long,60,4,0,8,1.0,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2778,long,60,4,2,8,0.5,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2781,long,60,4,2,8,0.5,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2787,long,60,4,2,8,1.0,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2790,long,60,4,2,8,1.0,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2832,long,60,8,0,8,0.5,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2835,long,60,8,0,8,0.5,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2841,long,60,8,0,8,1.0,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2844,long,60,8,0,8,1.0,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2886,long,60,8,2,8,0.5,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2889,long,60,8,2,8,0.5,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2895,long,60,8,2,8,1.0,3.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_2898,long,60,8,2,8,1.0,999.0,72,12,385.62,995.68,1.3346,0.3333,32.135,1538.04,-1152.42,9,-284.66,995.68,0.7141,0.2222,-31.629,711.02,-995.68,3,670.28,156.74,5.2764,0.6667,223.427,827.02,-156.74,False
LSA_0995,both,15,0,0,8,0.5,3.0,48,39,-658.86,828.42,0.7366,0.1795,-16.894,1842.82,-2501.68,27,-372.98,808.6,0.7549,0.1852,-13.814,1148.8,-1521.78,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_0998,both,15,0,0,8,0.5,999.0,48,39,-658.86,828.42,0.7366,0.1795,-16.894,1842.82,-2501.68,27,-372.98,808.6,0.7549,0.1852,-13.814,1148.8,-1521.78,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_1004,both,15,0,0,8,1.0,3.0,48,39,-658.86,828.42,0.7366,0.1795,-16.894,1842.82,-2501.68,27,-372.98,808.6,0.7549,0.1852,-13.814,1148.8,-1521.78,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_1007,both,15,0,0,8,1.0,999.0,48,39,-658.86,828.42,0.7366,0.1795,-16.894,1842.82,-2501.68,27,-372.98,808.6,0.7549,0.1852,-13.814,1148.8,-1521.78,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_1049,both,15,0,2,8,0.5,3.0,48,39,-701.36,851.1,0.7234,0.1538,-17.984,1834.56,-2535.92,27,-415.48,851.1,0.733,0.1481,-15.388,1140.54,-1556.02,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_1052,both,15,0,2,8,0.5,999.0,48,39,-701.36,851.1,0.7234,0.1538,-17.984,1834.56,-2535.92,27,-415.48,851.1,0.733,0.1481,-15.388,1140.54,-1556.02,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_1058,both,15,0,2,8,1.0,3.0,48,39,-701.36,851.1,0.7234,0.1538,-17.984,1834.56,-2535.92,27,-415.48,851.1,0.733,0.1481,-15.388,1140.54,-1556.02,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_1061,both,15,0,2,8,1.0,999.0,48,39,-701.36,851.1,0.7234,0.1538,-17.984,1834.56,-2535.92,27,-415.48,851.1,0.733,0.1481,-15.388,1140.54,-1556.02,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
LSA_1103,both,15,4,0,8,0.5,3.0,48,39,-658.86,828.42,0.7366,0.1795,-16.894,1842.82,-2501.68,27,-372.98,808.6,0.7549,0.1852,-13.814,1148.8,-1521.78,12,-285.88,828.42,0.7083,0.1667,-23.823,694.02,-979.9,False
