param_id,side_mode,htf_minutes,sweep_buffer_ticks,reclaim_buffer_ticks,sl_buffer_ticks,min_asia_range_atr,max_sweep_atr,max_hold_bars,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
LSA_0329,short,30,0,0,4,0.5,3.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0332,short,30,0,0,4,0.5,999.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0338,short,30,0,0,4,1.0,3.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0341,short,30,0,0,4,1.0,999.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0437,short,30,4,0,4,0.5,3.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0440,short,30,4,0,4,0.5,999.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0446,short,30,4,0,4,1.0,3.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0449,short,30,4,0,4,1.0,999.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0545,short,30,8,0,4,0.5,3.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0548,short,30,8,0,4,0.5,999.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0554,short,30,8,0,4,1.0,3.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0557,short,30,8,0,4,1.0,999.0,48,22,350.22,455.7,1.3074,0.2727,15.919,1489.56,-1139.34,14,198.64,327.68,1.3031,0.2857,14.189,854.04,-655.4,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0383,short,30,0,2,4,0.5,3.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0386,short,30,0,2,4,0.5,999.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0392,short,30,0,2,4,1.0,3.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0395,short,30,0,2,4,1.0,999.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0491,short,30,4,2,4,0.5,3.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0494,short,30,4,2,4,0.5,999.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0500,short,30,4,2,4,1.0,3.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0503,short,30,4,2,4,1.0,999.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0599,short,30,8,2,4,0.5,3.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0602,short,30,8,2,4,0.5,999.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0608,short,30,8,2,4,1.0,3.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0611,short,30,8,2,4,1.0,999.0,48,22,334.72,455.7,1.2919,0.2273,15.215,1481.3,-1146.58,14,183.14,343.18,1.2764,0.2143,13.081,845.78,-662.64,8,151.58,455.7,1.3132,0.25,18.947,635.52,-483.94,False
LSA_0347,short,30,0,0,8,0.5,3.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0350,short,30,0,0,8,0.5,999.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0356,short,30,0,0,8,1.0,3.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0359,short,30,0,0,8,1.0,999.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0455,short,30,4,0,8,0.5,3.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0458,short,30,4,0,8,0.5,999.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0464,short,30,4,0,8,1.0,3.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0467,short,30,4,0,8,1.0,999.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0563,short,30,8,0,8,0.5,3.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0566,short,30,8,0,8,0.5,999.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0572,short,30,8,0,8,1.0,3.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0575,short,30,8,0,8,1.0,999.0,48,22,320.22,463.7,1.2738,0.2727,14.555,1489.56,-1169.34,14,178.64,339.68,1.2645,0.2857,12.76,854.04,-675.4,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0365,short,30,0,0,12,0.5,3.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0368,short,30,0,0,12,0.5,999.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0374,short,30,0,0,12,1.0,3.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0377,short,30,0,0,12,1.0,999.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0473,short,30,4,0,12,0.5,3.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0476,short,30,4,0,12,0.5,999.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0482,short,30,4,0,12,1.0,3.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0485,short,30,4,0,12,1.0,999.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0581,short,30,8,0,12,0.5,3.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0584,short,30,8,0,12,0.5,999.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0590,short,30,8,0,12,1.0,3.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0593,short,30,8,0,12,1.0,999.0,48,22,304.22,471.7,1.2567,0.2727,13.828,1489.56,-1185.34,14,172.64,337.68,1.2534,0.2857,12.331,854.04,-681.4,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0401,short,30,0,2,8,0.5,3.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0404,short,30,0,2,8,0.5,999.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0410,short,30,0,2,8,1.0,3.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0413,short,30,0,2,8,1.0,999.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0509,short,30,4,2,8,0.5,3.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0512,short,30,4,2,8,0.5,999.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0518,short,30,4,2,8,1.0,3.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0521,short,30,4,2,8,1.0,999.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0617,short,30,8,2,8,0.5,3.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0620,short,30,8,2,8,0.5,999.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0626,short,30,8,2,8,1.0,3.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0629,short,30,8,2,8,1.0,999.0,48,22,304.72,463.7,1.259,0.2273,13.851,1481.3,-1176.58,14,163.14,355.18,1.239,0.2143,11.653,845.78,-682.64,8,141.58,463.7,1.2866,0.25,17.697,635.52,-493.94,False
LSA_0330,short,30,0,0,4,0.5,3.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0333,short,30,0,0,4,0.5,999.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0339,short,30,0,0,4,1.0,3.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0342,short,30,0,0,4,1.0,999.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0384,short,30,0,2,4,0.5,3.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0387,short,30,0,2,4,0.5,999.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0393,short,30,0,2,4,1.0,3.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0396,short,30,0,2,4,1.0,999.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0438,short,30,4,0,4,0.5,3.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0441,short,30,4,0,4,0.5,999.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0447,short,30,4,0,4,1.0,3.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0450,short,30,4,0,4,1.0,999.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0492,short,30,4,2,4,0.5,3.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0495,short,30,4,2,4,0.5,999.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0501,short,30,4,2,4,1.0,3.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0504,short,30,4,2,4,1.0,999.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0546,short,30,8,0,4,0.5,3.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0549,short,30,8,0,4,0.5,999.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0555,short,30,8,0,4,1.0,3.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0558,short,30,8,0,4,1.0,999.0,72,22,348.22,534.2,1.2567,0.2273,15.828,1704.8,-1356.58,14,214.14,474.68,1.2697,0.2143,15.296,1008.28,-794.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0600,short,30,8,2,4,0.5,3.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0603,short,30,8,2,4,0.5,999.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0609,short,30,8,2,4,1.0,3.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0612,short,30,8,2,4,1.0,999.0,72,22,428.22,534.2,1.3354,0.2273,19.465,1704.8,-1276.58,14,294.14,394.68,1.4119,0.2143,21.01,1008.28,-714.14,8,134.08,534.2,1.2384,0.25,16.76,696.52,-562.44,False
LSA_0419,short,30,0,2,12,0.5,3.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0422,short,30,0,2,12,0.5,999.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0428,short,30,0,2,12,1.0,3.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0431,short,30,0,2,12,1.0,999.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0527,short,30,4,2,12,0.5,3.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0530,short,30,4,2,12,0.5,999.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0536,short,30,4,2,12,1.0,3.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0539,short,30,4,2,12,1.0,999.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0635,short,30,8,2,12,0.5,3.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0638,short,30,8,2,12,0.5,999.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0644,short,30,8,2,12,1.0,3.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0647,short,30,8,2,12,1.0,999.0,48,22,288.72,471.7,1.2421,0.2273,13.124,1481.3,-1192.58,14,157.14,353.18,1.2282,0.2143,11.224,845.78,-688.64,8,131.58,471.7,1.2611,0.25,16.447,635.52,-503.94,False
LSA_0348,short,30,0,0,8,0.5,3.0,72,22,314.22,544.2,1.226,0.2273,14.283,1704.8,-1390.58,14,192.14,488.68,1.2354,0.2143,13.724,1008.28,-816.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0351,short,30,0,0,8,0.5,999.0,72,22,314.22,544.2,1.226,0.2273,14.283,1704.8,-1390.58,14,192.14,488.68,1.2354,0.2143,13.724,1008.28,-816.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0357,short,30,0,0,8,1.0,3.0,72,22,314.22,544.2,1.226,0.2273,14.283,1704.8,-1390.58,14,192.14,488.68,1.2354,0.2143,13.724,1008.28,-816.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0360,short,30,0,0,8,1.0,999.0,72,22,314.22,544.2,1.226,0.2273,14.283,1704.8,-1390.58,14,192.14,488.68,1.2354,0.2143,13.724,1008.28,-816.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0402,short,30,0,2,8,0.5,3.0,72,22,394.22,544.2,1.3008,0.2273,17.919,1704.8,-1310.58,14,272.14,408.68,1.3697,0.2143,19.439,1008.28,-736.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0405,short,30,0,2,8,0.5,999.0,72,22,394.22,544.2,1.3008,0.2273,17.919,1704.8,-1310.58,14,272.14,408.68,1.3697,0.2143,19.439,1008.28,-736.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0411,short,30,0,2,8,1.0,3.0,72,22,394.22,544.2,1.3008,0.2273,17.919,1704.8,-1310.58,14,272.14,408.68,1.3697,0.2143,19.439,1008.28,-736.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0414,short,30,0,2,8,1.0,999.0,72,22,394.22,544.2,1.3008,0.2273,17.919,1704.8,-1310.58,14,272.14,408.68,1.3697,0.2143,19.439,1008.28,-736.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0456,short,30,4,0,8,0.5,3.0,72,22,314.22,544.2,1.226,0.2273,14.283,1704.8,-1390.58,14,192.14,488.68,1.2354,0.2143,13.724,1008.28,-816.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
LSA_0459,short,30,4,0,8,0.5,999.0,72,22,314.22,544.2,1.226,0.2273,14.283,1704.8,-1390.58,14,192.14,488.68,1.2354,0.2143,13.724,1008.28,-816.14,8,122.08,544.2,1.2125,0.25,15.26,696.52,-574.44,False
