param_id,atr_len,st_mult,swing_len,fib,entry_mode,side,regime_mode,sl_base,tp_base,atr_regime_lookback,atr_regime_pct,atr_high_mult,atr_low_mult,max_hold_bars,is_trades,is_pnl,is_gross_gain,is_gross_loss,is_pf,is_max_dd,is_expect,is_win_rate,is_avg_hold,oos_trades,oos_pnl,oos_gross_gain,oos_gross_loss,oos_pf,oos_max_dd,oos_expect,oos_win_rate,oos_avg_hold
R0045,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,8.0,24.0,96,0.7,1.25,1.0,24,492.0,-1027.0800000000036,5913.520000000018,6940.599999999944,0.8520185574734267,1269.440000000003,-2.0875609756097635,0.258130081300813,1.741869918699187,221.0,-1318.0400000000018,1963.9199999999998,3281.959999999986,0.5983985179587833,1350.2000000000019,-5.963981900452497,0.19004524886877827,1.3438914027149322
R0046,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,8.0,24.0,96,0.7,1.5,1.0,24,489.0,-1031.3600000000029,6287.6000000000195,7318.959999999945,0.8590838042563516,1302.9600000000023,-2.109120654396734,0.27607361963190186,1.8098159509202454,221.0,-1514.0400000000018,1963.9199999999998,3477.9599999999846,0.5646758444605483,1543.5600000000018,-6.850859728506795,0.19004524886877827,1.3665158371040724
R0047,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,8.0,24.0,96,0.7,1.25,1.0,24,496.0,-760.040000000004,5808.400000000016,6568.439999999944,0.8842891158326887,904.4800000000039,-1.5323387096774275,0.2318548387096774,1.7439516129032258,221.0,-1330.0400000000018,1824.8799999999999,3154.919999999987,0.5784235416428967,1371.5600000000018,-6.0182805429864334,0.17194570135746606,1.339366515837104
R0048,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,8.0,24.0,96,0.7,1.5,1.0,24,493.0,-492.3200000000031,6076.120000000016,6568.439999999944,0.925047652106142,739.2400000000024,-0.9986206896551787,0.22718052738336714,1.8133874239350913,221.0,-1282.0400000000018,1872.8799999999999,3154.919999999987,0.5936378735435471,1335.5600000000018,-5.801085972850687,0.17194570135746606,1.3665158371040724
R0049,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,10.0,16.0,96,0.7,1.25,1.0,24,495.0,-2648.7999999999815,5075.400000000021,7724.199999999947,0.6570777556251852,2743.3999999999824,-5.351111111111074,0.3333333333333333,1.5717171717171716,222.0,-1300.2800000000016,2153.2000000000003,3453.4799999999873,0.6234870333692415,1309.8000000000015,-5.857117117117125,0.3153153153153153,1.2837837837837838
R0050,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,10.0,16.0,96,0.7,1.5,1.0,24,491.0,-3000.8399999999747,5198.440000000021,8199.279999999948,0.6340117668868552,3090.4399999999755,-6.111690427698523,0.34419551934826886,1.6089613034623218,220.0,-1286.8000000000018,2245.480000000001,3532.279999999987,0.6357027189237572,1296.3200000000018,-5.849090909090918,0.33181818181818185,1.3045454545454545
R0051,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,10.0,16.0,96,0.7,1.25,1.0,24,496.0,-2123.0399999999995,5162.28000000002,7285.319999999947,0.7085865823326988,2238.6400000000003,-4.28032258064516,0.3084677419354839,1.5463709677419355,221.0,-1190.0400000000016,2102.16,3292.199999999988,0.6385274284672886,1207.5600000000015,-5.3847963800905045,0.2986425339366516,1.2986425339366516
R0052,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,10.0,16.0,96,0.7,1.5,1.0,24,494.0,-2100.5600000000004,5290.960000000019,7391.519999999946,0.7158148797541044,2185.4000000000015,-4.252145748987855,0.29554655870445345,1.611336032388664,221.0,-1186.0400000000016,2127.4,3313.439999999988,0.6420517649331232,1211.5600000000015,-5.366696832579192,0.29411764705882354,1.3031674208144797
R0053,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,10.0,20.0,96,0.7,1.25,1.0,24,485.0,-1971.400000000004,5852.760000000021,7824.159999999946,0.7480368499621763,2127.800000000004,-4.064742268041245,0.311340206185567,1.7463917525773196,217.0,-1119.0800000000017,2403.1200000000017,3522.199999999986,0.6822781216285307,1141.7600000000018,-5.1570506912442475,0.2857142857142857,1.3870967741935485
R0054,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,10.0,20.0,96,0.7,1.5,1.0,24,480.0,-2345.199999999996,5969.040000000022,8314.239999999947,0.7179297205757904,2496.599999999998,-4.885833333333325,0.32083333333333336,1.7958333333333334,215.0,-1086.6000000000017,2519.4000000000024,3605.9999999999864,0.6986688851913511,1104.1200000000017,-5.053953488372101,0.3023255813953488,1.413953488372093
