param_id,side,label,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,exit_label
R0336,short,S-0.5,2026-06-16T04:55:00+00:00,2026-06-16T05:00:00+00:00,30814.5,30822.5,30822.5,30790.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-16T05:45:00+00:00,2026-06-16T05:50:00+00:00,30810.0,30818.0,30818.0,30786.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-16T06:15:00+00:00,2026-06-16T06:25:00+00:00,30820.25,30828.25,30828.25,30796.25,-17.24,-16.0,sl,2,XS-0.5
R0336,short,S-0.5,2026-06-16T06:40:00+00:00,2026-06-16T06:50:00+00:00,30816.5,30824.5,30824.5,30792.5,-17.24,-16.0,sl,2,XS-0.5
R0336,short,S-0.5,2026-06-16T09:30:00+00:00,2026-06-16T09:55:00+00:00,30903.25,30867.25,30911.25,30867.25,70.76,72.0,tp,5,XS-0.5
R0336,short,S-0.5,2026-06-16T10:15:00+00:00,2026-06-16T10:20:00+00:00,30889.25,30897.25,30897.25,30853.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-16T13:20:00+00:00,2026-06-16T13:30:00+00:00,30838.75,30802.75,30846.75,30802.75,70.76,72.0,tp,2,XS-0.5
R0336,short,S-0.5,2026-06-16T13:35:00+00:00,2026-06-16T13:40:00+00:00,30782.0,30790.0,30790.0,30746.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-16T16:00:00+00:00,2026-06-16T16:05:00+00:00,30528.5,30536.5,30536.5,30492.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-16T16:10:00+00:00,2026-06-16T16:15:00+00:00,30532.75,30540.75,30540.75,30496.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-16T17:40:00+00:00,2026-06-16T17:45:00+00:00,30449.0,30457.0,30457.0,30425.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-16T19:45:00+00:00,2026-06-16T19:50:00+00:00,30396.0,30404.0,30404.0,30372.0,-17.24,-16.0,sl_same_bar,1,XS-0.5
