param_id,side,label,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,exit_label
R0109,long,L-0.5,2026-07-02T02:55:00+00:00,2026-07-02T05:00:00+00:00,65.5,65.56999969482422,57.5,81.5,38.19981689453125,41.99981689453125,time,24,XL-0.5
R0109,short,S-0.5,2026-07-02T06:20:00+00:00,2026-07-02T08:20:00+00:00,65.47,65.30999755859375,73.47,49.47,92.20146484374932,96.00146484374932,time,24,XS-0.5
R0109,long,L-0.5,2026-07-02T08:25:00+00:00,2026-07-02T10:25:00+00:00,65.38,65.2699966430664,55.38,81.38,-69.80201416015352,-66.00201416015352,time,24,XL-0.5
R0109,long,L-0.5,2026-07-02T11:50:00+00:00,2026-07-02T14:35:00+00:00,65.23,65.7699966430664,57.230000000000004,81.23,320.19798583984135,323.99798583984136,time,24,XL-0.5
R0109,short,S-0.5,2026-07-02T14:40:00+00:00,2026-07-02T16:40:00+00:00,65.65,65.37000274658203,75.65,49.65,164.19835205078465,167.99835205078466,time,24,XS-0.5
R0109,long,L-0.5,2026-07-02T17:10:00+00:00,2026-07-06T00:50:00+00:00,65.31,66.12999725341797,57.31,81.31,488.1983520507799,491.9983520507799,time,24,XL-0.5
R0109,short,S-0.5,2026-07-06T03:10:00+00:00,2026-07-06T05:10:00+00:00,66.4,66.5,74.4,50.4,-63.79999999999659,-59.99999999999659,time,24,XS-0.5
R0109,short,S-0.5,2026-07-06T06:30:00+00:00,2026-07-06T08:30:00+00:00,66.54,66.61000061035156,74.54,50.54,-45.800366210933745,-42.00036621093375,time,24,XS-0.5
R0109,short,S-0.5,2026-07-06T10:10:00+00:00,2026-07-06T12:10:00+00:00,66.68,66.73999786376953,74.68,50.68,-39.798718261714654,-35.99871826171466,time,24,XS-0.5
R0109,long,L-0.5,2026-07-06T12:20:00+00:00,2026-07-06T13:54:43+00:00,66.7,66.66000366210938,56.7,82.7,-27.797802734376706,-23.997802734376705,final_flat,10,XL-0.5
