param_id,side,label,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,exit_label
R0469,short,S-0.5,2026-06-12T07:50:00+00:00,2026-06-12T09:50:00+00:00,73.95,72.91000366210938,83.95,57.95,620.1978027343768,623.9978027343767,time,24,XS-0.5
R0469,short,S-0.5,2026-06-12T15:15:00+00:00,2026-06-12T17:15:00+00:00,73.91,74.36000061035156,83.91,57.910000000000004,-273.80036621093956,-270.00036621093955,time,24,XS-0.5
R0469,short,S-0.5,2026-06-12T18:10:00+00:00,2026-06-15T01:50:00+00:00,74.3,73.58000183105469,82.3,58.300000000000004,428.1989013671858,431.9989013671858,time,24,XS-0.5
R0469,short,S-0.5,2026-06-15T03:05:00+00:00,2026-06-15T05:10:00+00:00,73.41,73.66999816894531,81.41,57.410000000000004,-159.79890136718956,-155.99890136718955,time,24,XS-0.5
R0469,short,S-0.5,2026-06-15T05:55:00+00:00,2026-06-15T07:55:00+00:00,73.62,73.05999755859375,81.62,57.620000000000005,332.2014648437527,336.00146484375273,time,24,XS-0.5
R0469,short,S-0.5,2026-06-15T08:25:00+00:00,2026-06-15T10:25:00+00:00,73.07000000000001,72.9800033569336,81.07000000000001,57.07,50.19798583984819,53.997985839848184,time,24,XS-0.5
R0469,short,S-0.5,2026-06-15T11:25:00+00:00,2026-06-15T14:10:00+00:00,72.89,73.08999633789062,80.89,56.89,-123.79780273437466,-119.99780273437466,time,24,XS-0.5
R0469,short,S-0.5,2026-06-16T01:25:00+00:00,2026-06-16T03:25:00+00:00,74.21000000000001,74.04000091552734,82.21000000000001,58.21,98.19945068359853,101.99945068359852,time,24,XS-0.5
R0469,short,S-0.5,2026-06-16T06:00:00+00:00,2026-06-16T08:00:00+00:00,73.75,73.73999786376953,81.75,57.75,2.20128173828125,6.00128173828125,time,24,XS-0.5
R0469,short,S-0.5,2026-06-16T08:35:00+00:00,2026-06-16T10:35:00+00:00,73.71000000000001,73.87000274658203,83.71000000000001,57.71,-99.80164794921397,-96.00164794921398,time,24,XS-0.5
R0469,short,S-0.5,2026-06-16T12:35:00+00:00,2026-06-16T15:20:00+00:00,73.92,73.16999816894531,83.92,57.92,446.2010986328135,450.0010986328135,time,24,XS-0.5
R0469,short,S-0.5,2026-06-16T16:30:00+00:00,2026-06-17T00:10:00+00:00,72.86,72.94000244140625,80.86,56.86,-51.80146484375034,-48.00146484375034,time,24,XS-0.5
R0469,short,S-0.5,2026-06-17T00:20:00+00:00,2026-06-17T02:20:00+00:00,72.84,72.36000061035156,80.84,56.84,284.19963378906453,287.99963378906455,time,24,XS-0.5
R0469,short,S-0.5,2026-06-17T08:55:00+00:00,2026-06-17T10:55:00+00:00,67.78,72.79000091552734,77.78,51.78,-3009.8005493164055,-3006.0005493164053,time,24,XS-0.5
R0469,short,S-0.5,2026-06-17T14:30:00+00:00,2026-06-17T16:30:00+00:00,68.03,71.7300033569336,76.03,52.03,-2223.8020141601555,-2220.0020141601553,time,24,XS-0.5
