signal_id,signal_family,signal_subtype,direction,side,signal_time,entry_time,source_i,entry_i,entry,source_close,atr14,atr50,range15,session,trade_date,week,month,pmo,pmo_signal,kdj_j,rsi14,mom_norm,rev_z,cluster_size,cluster_kind,cluster_families,zone_15m_id,zone_15m_state,zone_15m_poc,zone_15m_vah,zone_15m_val,zone_15m_high,zone_15m_low,zone_15m_width,zone_15m_age_min,zone_30m_id,zone_30m_state,zone_30m_poc,zone_30m_vah,zone_30m_val,zone_30m_high,zone_30m_low,zone_30m_width,zone_30m_age_min,zone_1h_id,zone_1h_state,zone_1h_poc,zone_1h_vah,zone_1h_val,zone_1h_high,zone_1h_low,zone_1h_width,zone_1h_age_min,zone_2h_state,zone_4h_state,zone_2h_id,zone_2h_poc,zone_2h_vah,zone_2h_val,zone_2h_high,zone_2h_low,zone_2h_width,zone_2h_age_min,zone_4h_id,zone_4h_poc,zone_4h_vah,zone_4h_val,zone_4h_high,zone_4h_low,zone_4h_width,zone_4h_age_min,h1_correct,h1_ret_points,h1_mfe_points,h1_mae_points,h1_peak_capture,h1_wrong_short_right_long,h3_correct,h3_ret_points,h3_mfe_points,h3_mae_points,h3_peak_capture,h3_wrong_short_right_long,h6_correct,h6_ret_points,h6_mfe_points,h6_mae_points,h6_peak_capture,h6_wrong_short_right_long,h12_correct,h12_ret_points,h12_mfe_points,h12_mae_points,h12_peak_capture,h12_wrong_short_right_long,h24_correct,h24_ret_points,h24_mfe_points,h24_mae_points,h24_peak_capture,h24_wrong_short_right_long,h48_correct,h48_ret_points,h48_mfe_points,h48_mae_points,h48_peak_capture,h48_wrong_short_right_long
emapmo:early:long:2026-06-10T23:35:00+00:00,emapmo,early,1,long,2026-06-10 23:30:00+00:00,2026-06-10 23:35:00+00:00,10458,10459,28647.0,28646.5,64.41071428571429,58.995,100.0,ASIA,2026-06-11,2026-W24,2026-06,-0.14872931039083176,-0.14339338510381805,73.17566598102344,45.41076451763455,-0.5326864170552557,0.06153727345452802,3,same_family,emapmo,B3486,inside_va,28602.75,28666.75,28568.75,28675.25,28533.5,141.75,6,B1743,inside_va,28603.5,28658.0,28567.75,28675.25,28533.5,141.75,6,B0871,inside_va,28657.75,28713.75,28639.25,28739.0,28597.25,141.75,36,breakout_full_down,breakout_full_down,B0454,28767.25,28783.5,28719.5,28807.0,28679.25,127.75,156.0,B0235,28911.75,29057.75,28848.75,29166.0,28762.75,403.25,216.0,1,45.5,69.5,0.75,1,0,1,12.25,69.5,2.75,1,0,0,-22.25,69.5,37.0,0,0,1,84.75,200.5,37.0,0,0,1,369.0,396.0,37.0,0,1,1,305.5,396.0,37.0,0,0
emapmo:early:long:2026-06-10T23:40:00+00:00,emapmo,early,1,long,2026-06-10 23:35:00+00:00,2026-06-10 23:40:00+00:00,10459,10460,28660.75,28660.25,63.767857142857146,58.96,83.25,ASIA,2026-06-11,2026-W24,2026-06,-0.14832378779800684,-0.1442898219573069,92.95243335151581,47.10703208326282,-0.3806068155531698,0.23504759276339102,3,same_family,emapmo,B3486,inside_va,28602.75,28666.75,28568.75,28675.25,28533.5,141.75,11,B1743,above_vah,28603.5,28658.0,28567.75,28675.25,28533.5,141.75,11,B0871,inside_va,28657.75,28713.75,28639.25,28739.0,28597.25,141.75,41,breakout_full_down,breakout_full_down,B0454,28767.25,28783.5,28719.5,28807.0,28679.25,127.75,161.0,B0235,28911.75,29057.75,28848.75,29166.0,28762.75,403.25,221.0,1,5.75,55.75,16.5,0,0,0,-27.25,55.75,40.0,0,0,1,10.25,55.75,50.75,0,0,1,61.75,186.75,50.75,0,1,1,320.5,382.25,50.75,0,0,1,304.0,382.25,50.75,0,0
emapmo:early:long:2026-06-10T23:45:00+00:00,emapmo,early,1,long,2026-06-10 23:40:00+00:00,2026-06-10 23:45:00+00:00,10460,10461,28692.75,28692.5,65.69642857142857,59.385,97.25,ASIA,2026-06-11,2026-W24,2026-06,-0.14695289035247353,-0.14477401621097355,101.70333747406535,50.9563340021069,-0.2653425152742535,0.6084200240730001,3,same_family,emapmo,B3487,inside_va,28648.25,28693.75,28619.25,28716.5,28619.25,97.25,1,B1743,breakout_full_up,28603.5,28658.0,28567.75,28675.25,28533.5,141.75,16,B0871,inside_va,28657.75,28713.75,28639.25,28739.0,28597.25,141.75,46,below_val,breakout_full_down,B0454,28767.25,28783.5,28719.5,28807.0,28679.25,127.75,166.0,B0235,28911.75,29057.75,28848.75,29166.0,28762.75,403.25,226.0,0,-33.5,1.75,48.5,0,0,0,-58.5,1.75,77.75,0,0,1,103.75,154.75,82.75,0,1,1,91.75,154.75,82.75,0,1,1,279.75,350.25,82.75,0,0,1,265.5,350.25,82.75,0,0
emapmo:early:long:2026-06-10T23:50:00+00:00,emapmo,early,1,long,2026-06-10 23:45:00+00:00,2026-06-10 23:50:00+00:00,10461,10462,28666.0,28666.5,65.94642857142857,59.215,72.25,ASIA,2026-06-11,2026-W24,2026-06,-0.14625139656793207,-0.14504263082132962,92.89577891908803,47.92801386756107,-0.35844284553113553,0.1792611792415843,3,same_family,emapmo,B3487,inside_va,28648.25,28693.75,28619.25,28716.5,28619.25,97.25,6,B1743,above_vah,28603.5,28658.0,28567.75,28675.25,28533.5,141.75,21,B0871,inside_va,28657.75,28713.75,28639.25,28739.0,28597.25,141.75,51,breakout_full_down,breakout_full_down,B0454,28767.25,28783.5,28719.5,28807.0,28679.25,127.75,171.0,B0235,28911.75,29057.75,28848.75,29166.0,28762.75,403.25,231.0,0,-32.5,9.25,45.25,0,0,0,-41.25,27.5,56.0,0,0,1,116.0,181.5,56.0,0,1,1,143.5,181.5,56.0,0,1,1,286.5,377.0,56.0,0,0,1,335.5,377.0,56.0,0,0
emapmo:early:long:2026-06-10T23:55:00+00:00,emapmo,early,1,long,2026-06-10 23:50:00+00:00,2026-06-10 23:55:00+00:00,10462,10463,28658.75,28659.25,61.732142857142854,58.81,72.25,ASIA,2026-06-11,2026-W24,2026-06,-0.14567358291106663,-0.1451573493831,83.65348359156128,47.08766407550792,-0.5506772205442187,0.0626627552643093,3,same_family,emapmo,B3487,inside_va,28648.25,28693.75,28619.25,28716.5,28619.25,97.25,11,B1743,above_vah,28603.5,28658.0,28567.75,28675.25,28533.5,141.75,26,B0871,inside_va,28657.75,28713.75,28639.25,28739.0,28597.25,141.75,56,breakout_full_down,breakout_full_down,B0454,28767.25,28783.5,28719.5,28807.0,28679.25,127.75,176.0,B0235,28911.75,29057.75,28848.75,29166.0,28762.75,403.25,236.0,0,-24.5,34.75,43.75,0,0,1,12.25,34.75,48.75,0,1,1,92.75,188.75,48.75,0,1,1,170.5,188.75,48.75,0,0,1,259.5,384.25,48.75,0,0,1,356.25,384.25,48.75,0,0
emapmo:early:long:2026-06-11T00:00:00+00:00,emapmo,early,1,long,2026-06-10 23:55:00+00:00,2026-06-11 00:00:00+00:00,10463,10464,28641.25,28633.5,60.92857142857143,58.9,73.75,ASIA,2026-06-11,2026-W24,2026-06,-0.14571401869161435,-0.14525856198464804,66.94191851748397,44.12821459098058,-0.732458392388942,-0.303885007790696,3,same_family,emapmo,B3488,below_val,28670.5,28693.25,28641.75,28694.5,28620.75,73.75,1,B1744,inside_va,28667.25,28683.75,28626.5,28716.5,28619.25,97.25,1,B0872,inside_va,28646.0,28681.0,28576.0,28716.5,28533.5,183.0,1,inside_va,inside_va,B0455,28660.5,28716.75,28605.0,28739.0,28533.5,205.5,1.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,1.0,0,-16.5,52.25,31.25,0,0,1,155.25,206.25,31.25,0,1,1,119.75,206.25,31.25,0,1,1,252.75,286.5,31.25,0,0,1,331.5,401.75,31.25,0,0,1,355.75,401.75,31.25,0,0
emapmo:early:long:2026-06-11T00:05:00+00:00,emapmo,early,1,long,2026-06-11 00:00:00+00:00,2026-06-11 00:05:00+00:00,10464,10465,28621.5,28634.25,62.375,59.305,78.5,ASIA,2026-06-11,2026-W24,2026-06,-0.14561860527959153,-0.14532402440191047,48.1344017683911,44.2381429454388,-0.6463974375494482,-0.2409965450108963,3,same_family,emapmo,B3488,below_val,28670.5,28693.25,28641.75,28694.5,28620.75,73.75,6,B1744,below_val,28667.25,28683.75,28626.5,28716.5,28619.25,97.25,6,B0872,inside_va,28646.0,28681.0,28576.0,28716.5,28533.5,183.0,6,inside_va,inside_va,B0455,28660.5,28716.75,28605.0,28739.0,28533.5,205.5,6.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,6.0,1,49.5,52.0,11.5,0,0,1,160.5,226.0,11.5,1,0,1,110.25,226.0,11.5,1,0,1,298.25,306.5,11.5,1,0,1,313.5,421.5,11.5,1,0,1,381.0,421.5,11.5,1,0
emapmo:early:long:2026-06-11T00:10:00+00:00,emapmo,early,1,long,2026-06-11 00:05:00+00:00,2026-06-11 00:10:00+00:00,10465,10466,28618.75,28624.75,61.517857142857146,59.23,83.5,ASIA,2026-06-11,2026-W24,2026-06,-0.1456733047933635,-0.14538752992762918,24.264841429005628,43.08187418904676,-0.620705995299233,-0.33743017190915775,3,same_family,emapmo,B3488,breakout_full_down,28670.5,28693.25,28641.75,28694.5,28620.75,73.75,11,B1744,breakout_full_down,28667.25,28683.75,28626.5,28716.5,28619.25,97.25,11,B0872,inside_va,28646.0,28681.0,28576.0,28716.5,28533.5,183.0,11,inside_va,below_val,B0455,28660.5,28716.75,28605.0,28739.0,28533.5,205.5,11.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,11.0,1,177.75,228.75,6.5,1,0,1,132.75,228.75,6.5,1,0,1,103.75,228.75,6.5,1,0,1,377.25,377.25,6.5,1,0,1,281.25,424.25,6.5,1,0,1,376.25,424.25,6.5,1,0
emapmo:normal:long:2026-06-11T00:15:00+00:00,emapmo,normal,1,long,2026-06-11 00:10:00+00:00,2026-06-11 00:15:00+00:00,10466,10467,28679.75,28671.0,61.339285714285715,58.785,83.5,ASIA,2026-06-11,2026-W24,2026-06,-0.14435700030514495,-0.1452001609053593,40.35093384211939,49.941668424182645,-0.5522708495880672,0.3516534237039758,2,same_family,emapmo,B3489,above_vah,28651.75,28651.75,28651.75,28693.5,28610.0,83.5,1,B1744,inside_va,28667.25,28683.75,28626.5,28716.5,28619.25,97.25,16,B0872,inside_va,28646.0,28681.0,28576.0,28716.5,28533.5,183.0,16,inside_va,inside_va,B0455,28660.5,28716.75,28605.0,28739.0,28533.5,205.5,16.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,16.0,1,102.25,167.75,3.5,1,0,1,81.25,167.75,3.5,1,0,1,104.75,167.75,3.5,1,0,1,322.75,326.25,3.5,1,0,1,225.75,363.25,3.5,1,0,1,318.75,363.25,3.5,1,0
icefishball:kdjma:short:2026-06-11T01:25:00+00:00,icefishball,kdjma,-1,short,2026-06-11 01:20:00+00:00,2026-06-11 01:25:00+00:00,10480,10481,29024.75,29022.75,63.035714285714285,55.2,107.5,ASIA,2026-06-11,2026-W24,2026-06,-0.07298312312330389,-0.1005580700450477,107.63357708089063,76.35786543273721,0.9136563698599801,2.2677505242909213,2,same_family,icefishball,B3493,breakout_full_up,28984.0,28996.0,28878.0,28996.0,28830.25,165.75,11,B1746,breakout_full_up,28777.5,28777.5,28777.5,28845.25,28709.75,135.5,26,B0873,breakout_full_up,28728.75,28728.75,28728.75,28847.5,28610.0,237.5,26,breakout_full_up,breakout_full_up,B0455,28660.5,28716.75,28605.0,28739.0,28533.5,205.5,86.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,86.0,1,37.0,37.0,18.25,0,0,1,43.5,49.75,18.25,0,0,1,106.5,111.75,18.25,1,0,1,189.75,196.75,18.25,1,0,1,129.25,214.75,18.25,1,0,1,22.0,214.75,56.75,0,0
icefishball:kdjma:short:2026-06-11T01:30:00+00:00,icefishball,kdjma,-1,short,2026-06-11 01:25:00+00:00,2026-06-11 01:30:00+00:00,10481,10482,29033.75,29031.75,52.785714285714285,54.98,75.5,ASIA,2026-06-11,2026-W24,2026-06,-0.0648356324700909,-0.09406308139505555,104.85284436704157,76.85062835360887,1.1801842742549917,2.4357435426828316,2,same_family,icefishball,B3494,inside_va,29030.75,29043.0,28993.75,29043.0,28967.5,75.5,1,B1747,inside_va,28991.75,29038.0,28980.25,29043.0,28830.25,212.75,1,B0873,breakout_full_up,28728.75,28728.75,28728.75,28847.5,28610.0,237.5,31,breakout_full_up,breakout_full_up,B0455,28660.5,28716.75,28605.0,28739.0,28533.5,205.5,91.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,91.0,1,17.75,58.75,4.25,1,0,1,61.25,66.75,4.25,1,0,1,61.0,120.75,4.25,1,0,1,209.5,223.75,4.25,1,0,1,94.5,223.75,4.25,1,0,1,18.25,223.75,47.75,0,0
icefishball:kdjma:short:2026-06-11T01:40:00+00:00,icefishball,kdjma,-1,short,2026-06-11 01:35:00+00:00,2026-06-11 01:40:00+00:00,10483,10484,29011.5,29016.0,54.17857142857143,55.625,68.0,ASIA,2026-06-11,2026-W24,2026-06,-0.05132205861165935,-0.08097025718528711,88.3118310681682,71.21911899896175,1.0010057563697137,1.5588400638378914,1,solo,icefishball,B3494,inside_va,29030.75,29043.0,28993.75,29043.0,28967.5,75.5,11,B1747,inside_va,28991.75,29038.0,28980.25,29043.0,28830.25,212.75,11,B0873,breakout_full_up,28728.75,28728.75,28728.75,28847.5,28610.0,237.5,41,breakout_full_up,breakout_full_up,B0455,28660.5,28716.75,28605.0,28739.0,28533.5,205.5,101.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,101.0,1,39.0,44.5,14.75,0,0,1,93.25,98.5,14.75,1,0,1,111.5,114.0,14.75,1,0,1,165.25,201.5,14.75,1,0,1,46.75,201.5,14.75,1,0,0,-18.5,201.5,70.0,0,0
momentum_reversion:m200r5_0362:long:2026-06-11T02:25:00+00:00,momentum_reversion,m200r5_0362,1,long,2026-06-11 02:20:00+00:00,2026-06-11 02:25:00+00:00,10492,10493,28852.5,28850.0,43.67857142857143,54.905,90.0,ASIA,2026-06-11,2026-W24,2026-06,-0.020339745453460643,-0.03540324338999908,-13.830546107835488,46.10146490489666,0.7710475864776866,-1.6018886985689185,2,same_family,momentum_reversion,B3497,breakout_full_down,28935.25,28935.25,28935.25,28972.75,28897.5,75.25,11,B1748,breakout_full_down,29002.25,29011.25,28996.5,29038.0,28913.0,125.0,26,B0874,below_val,28994.5,29034.25,28980.25,29043.0,28830.25,212.75,26,below_val,breakout_full_up,B0456,28994.5,29034.25,28980.25,29043.0,28610.0,433.0,26.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,146.0,0,-28.25,7.5,42.5,0,0,0,-6.25,23.75,42.5,0,0,1,58.0,70.5,42.5,0,1,1,43.0,92.75,42.5,0,1,1,168.5,181.25,42.5,0,0,1,174.25,229.0,42.5,0,0
momentum_reversion:m200r5_0362:long:2026-06-11T02:30:00+00:00,momentum_reversion,m200r5_0362,1,long,2026-06-11 02:25:00+00:00,2026-06-11 02:30:00+00:00,10493,10494,28840.0,28835.0,43.32142857142857,55.03,92.0,ASIA,2026-06-11,2026-W24,2026-06,-0.020184402195604526,-0.03263618135465462,-11.617127190299197,44.50038983616403,0.8321508896337565,-1.6595984946317632,3,same_family,momentum_reversion,B3498,below_val,28852.25,28856.0,28849.25,28920.0,28828.0,92.0,1,B1749,below_val,28852.25,28856.0,28849.25,28972.75,28828.0,144.75,1,B0874,below_val,28994.5,29034.25,28980.25,29043.0,28830.25,212.75,31,below_val,breakout_full_up,B0456,28994.5,29034.25,28980.25,29043.0,28610.0,433.0,31.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,151.0,1,17.75,25.0,30.0,0,0,1,20.0,36.25,30.0,0,0,1,95.0,105.25,30.0,0,0,1,99.25,106.5,30.0,0,0,1,180.0,198.25,30.0,0,0,1,166.25,241.5,30.0,0,0
momentum_reversion:m200r5_0362:long:2026-06-11T02:35:00+00:00,momentum_reversion,m200r5_0362,1,long,2026-06-11 02:30:00+00:00,2026-06-11 02:35:00+00:00,10494,10495,28833.0,28824.25,42.125,55.53,93.75,ASIA,2026-06-11,2026-W24,2026-06,-0.020311937728140494,-0.0303954097861975,-5.5171119721522,43.33874025222937,0.9965397255486109,-1.6600921325119058,2,same_family,momentum_reversion,B3498,below_val,28852.25,28856.0,28849.25,28920.0,28828.0,92.0,6,B1749,below_val,28852.25,28856.0,28849.25,28972.75,28828.0,144.75,6,B0874,below_val,28994.5,29034.25,28980.25,29043.0,28830.25,212.75,36,below_val,breakout_full_up,B0456,28994.5,29034.25,28980.25,29043.0,28610.0,433.0,36.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,156.0,1,13.25,43.25,4.25,1,0,1,35.0,46.5,4.25,1,0,1,80.0,112.25,4.25,1,0,1,119.5,119.5,4.25,1,0,1,218.25,222.75,4.25,1,0,1,211.0,248.5,4.25,1,0
icefishball:kdjma:short:2026-06-11T03:55:00+00:00,icefishball,kdjma,-1,short,2026-06-11 03:50:00+00:00,2026-06-11 03:55:00+00:00,10510,10511,29005.0,29001.5,34.94642857142857,46.705,70.5,ASIA,2026-06-11,2026-W24,2026-06,0.006543419418772198,-0.003531919930218882,101.09940703922368,65.01285034830462,1.0881337641069937,1.9433657923091188,1,solo,icefishball,B3503,breakout_full_up,28964.25,28968.5,28961.25,28968.75,28896.75,72.0,11,B1751,breakout_full_up,28877.25,28878.0,28874.5,28945.25,28859.5,85.75,26,B0875,breakout_full_up,28836.25,28855.0,28835.25,28972.75,28810.0,162.75,56,inside_va,breakout_full_up,B0456,28994.5,29034.25,28980.25,29043.0,28610.0,433.0,116.0,B0236,28660.5,28778.0,28619.5,28807.0,28533.5,273.5,236.0,1,8.0,9.25,19.0,0,0,1,10.0,10.75,19.0,0,0,0,-16.0,24.5,28.75,0,0,0,-42.25,24.5,76.5,0,0,0,-23.0,24.5,76.5,0,0,0,-118.25,39.75,143.25,0,0
icefishball:kdjma:short:2026-06-11T04:10:00+00:00,icefishball,kdjma,-1,short,2026-06-11 04:05:00+00:00,2026-06-11 04:10:00+00:00,10513,10514,29007.0,29002.5,31.928571428571427,45.855,29.75,ASIA,2026-06-11,2026-W24,2026-06,0.01582431401165903,0.004104829227357481,90.70043849817262,63.41302649722493,1.079560561390816,1.2868980083516957,1,solo,icefishball,B3504,above_vah,28964.5,28965.0,28963.75,29024.0,28954.5,69.5,11,B1752,above_vah,28964.5,28968.5,28961.25,29024.0,28896.75,127.25,11,B0876,inside_va,28964.25,29024.0,28877.0,29024.0,28859.5,164.5,11,above_vah,inside_va,B0457,28836.25,28961.75,28835.25,29024.0,28810.0,214.0,11.0,B0237,28994.25,29043.0,28861.0,29043.0,28610.0,433.0,11.0,1,8.5,26.5,3.0,0,0,0,-14.0,26.5,26.75,0,0,0,-64.25,26.5,74.5,0,0,0,-7.25,26.5,74.5,0,0,0,-14.5,41.75,74.5,0,0,0,-191.5,41.75,203.0,0,0
momentum_reversion:m200r5_0362:long:2026-06-11T06:10:00+00:00,momentum_reversion,m200r5_0362,1,long,2026-06-11 06:05:00+00:00,2026-06-11 06:10:00+00:00,10537,10538,28983.75,28974.25,25.821428571428573,31.08,69.25,ASIA,2026-06-11,2026-W24,2026-06,0.05052911502365151,0.04895419891942738,20.14743862344345,43.424708545836005,0.6995937921769464,-1.3601202957136014,1,solo,momentum_reversion,B3512,breakout_full_down,29022.5,29034.5,29019.5,29034.5,29008.25,26.25,12,B1756,breakout_full_down,29022.0,29034.5,29016.0,29034.5,28992.0,42.5,12,B0878,breakout_full_down,29012.25,29016.75,29003.75,29055.75,28992.0,63.75,12,below_val,inside_va,B0458,29012.25,29020.0,28995.75,29081.5,28980.5,101.0,12.0,B0237,28994.25,29043.0,28861.0,29043.0,28610.0,433.0,131.0,1,47.5,63.25,0.0,1,0,1,43.0,68.25,0.0,1,0,1,58.0,72.0,0.0,1,0,1,84.25,107.75,0.0,1,0,1,214.75,226.25,0.0,1,0,1,193.0,231.25,0.0,1,0
icefishball:kdjma:short:2026-06-11T07:00:00+00:00,icefishball,kdjma,-1,short,2026-06-11 06:55:00+00:00,2026-06-11 07:00:00+00:00,10547,10548,29080.0,29071.25,27.339285714285715,28.47,43.25,ASIA,2026-06-11,2026-W24,2026-06,0.055726983663693254,0.05299065915711513,95.41932587125899,62.680249134273424,0.6867781332501541,1.229416935834846,1,solo,icefishball,B3516,above_vah,29048.5,29049.5,29047.5,29081.5,29038.25,43.25,1,B1758,above_vah,29048.5,29061.75,29047.5,29081.5,29006.25,75.25,1,B0879,inside_va,29048.25,29081.5,29028.25,29081.5,28965.25,116.25,1,above_vah,breakout_full_up,B0458,29012.25,29020.0,28995.75,29081.5,28980.5,101.0,62.0,B0237,28994.25,29043.0,28861.0,29043.0,28610.0,433.0,181.0,1,6.0,32.5,11.5,1,0,0,-18.25,35.0,26.75,0,0,0,-47.5,35.0,68.0,0,0,0,-74.5,35.0,108.0,0,0,0,-115.75,35.0,135.0,0,0,0,-50.0,35.0,135.0,0,0
icefishball:kdjma:short:2026-06-11T07:40:00+00:00,icefishball,kdjma,-1,short,2026-06-11 07:35:00+00:00,2026-06-11 07:40:00+00:00,10555,10556,29118.75,29130.0,30.946428571428573,28.58,39.5,EURO,2026-06-11,2026-W24,2026-06,0.06807893278471581,0.06157642751355831,82.75210753433257,66.7684721059141,0.671869956418925,1.1229070780511583,1,solo,icefishball,B3518,above_vah,29101.75,29104.75,29099.0,29148.0,29058.75,89.25,11,B1759,inside_va,29099.75,29148.0,29067.25,29148.0,29045.0,103.0,11,B0879,breakout_full_up,29048.25,29081.5,29028.25,29081.5,28965.25,116.25,41,breakout_full_up,breakout_full_up,B0458,29012.25,29020.0,28995.75,29081.5,28980.5,101.0,102.0,B0237,28994.25,29043.0,28861.0,29043.0,28610.0,433.0,221.0,0,-4.25,1.0,29.5,0,0,0,-4.5,3.25,29.5,0,0,0,-79.75,3.25,91.25,0,0,0,-78.5,3.25,96.25,0,0,0,-44.0,3.25,96.25,0,0,0,-55.5,25.5,96.25,0,0
emapmo:early:short:2026-06-11T07:55:00+00:00,emapmo,early,-1,short,2026-06-11 07:50:00+00:00,2026-06-11 07:55:00+00:00,10558,10559,29123.5,29122.0,29.928571428571427,27.945,32.75,EURO,2026-06-11,2026-W24,2026-06,0.07193156413557765,0.0658564981651068,74.21460666717005,62.61578968864042,0.5388702265776188,0.4708860132268716,2,same_family,emapmo,B3519,below_val,29138.25,29140.5,29135.0,29148.0,29118.75,29.25,11,B1759,inside_va,29099.75,29148.0,29067.25,29148.0,29045.0,103.0,26,B0879,breakout_full_up,29048.25,29081.5,29028.25,29081.5,28965.25,116.25,56,breakout_full_up,breakout_full_up,B0458,29012.25,29020.0,28995.75,29081.5,28980.5,101.0,117.0,B0237,28994.25,29043.0,28861.0,29043.0,28610.0,433.0,236.0,0,-31.0,2.5,64.5,0,0,0,-75.0,2.5,86.5,0,0,0,-64.75,2.5,90.5,0,0,0,-71.25,2.5,91.5,0,0,0,-37.5,2.5,91.5,0,0,0,-61.5,30.25,91.5,0,0
emapmo:early:short:2026-06-11T08:00:00+00:00,emapmo,early,-1,short,2026-06-11 07:55:00+00:00,2026-06-11 08:00:00+00:00,10559,10560,29139.25,29123.25,29.017857142857142,27.785,32.75,EURO,2026-06-11,2026-W24,2026-06,0.07283475076748451,0.06712527136553911,69.84559415950145,62.86463579386236,0.39231703156304326,0.4473966646083416,2,same_family,emapmo,B3520,above_vah,29132.5,29132.5,29132.25,29148.25,29115.5,32.75,1,B1760,inside_va,29132.5,29139.25,29132.25,29148.25,29115.5,32.75,1,B0880,inside_va,29132.5,29148.25,29098.25,29148.25,29045.0,103.25,1,inside_va,above_vah,B0459,29132.5,29148.25,29066.25,29148.25,28965.25,183.0,1.0,B0238,29012.25,29098.75,28995.75,29148.25,28965.25,183.0,1.0,0,-56.0,1.5,58.5,0,0,0,-56.5,1.5,70.75,0,0,0,-58.0,1.5,74.75,0,0,0,-56.5,1.5,75.75,0,0,0,-38.25,1.5,75.75,0,0,0,-47.75,46.0,75.75,0,0
emapmo:early:short:2026-06-11T08:35:00+00:00,emapmo,early,-1,short,2026-06-11 08:30:00+00:00,2026-06-11 08:35:00+00:00,10566,10567,29197.25,29197.25,29.053571428571427,28.585,40.5,EURO,2026-06-11,2026-W24,2026-06,0.08698101555508714,0.0789710652865225,81.69416265944088,70.75161853470256,0.9959133823419039,1.044979662707201,2,same_family,emapmo,B3522,below_val,29201.25,29203.25,29199.5,29214.0,29171.5,42.5,6,B1761,below_val,29201.25,29205.25,29198.25,29214.0,29137.75,76.25,6,B0880,breakout_full_up,29132.5,29148.25,29098.25,29148.25,29045.0,103.25,36,breakout_full_up,breakout_full_up,B0459,29132.5,29148.25,29066.25,29148.25,28965.25,183.0,36.0,B0238,29012.25,29098.75,28995.75,29148.25,28965.25,183.0,36.0,0,-0.0,9.0,17.75,0,0,1,18.0,23.0,17.75,0,0,1,24.0,27.25,17.75,0,0,1,51.75,58.25,17.75,0,0,1,23.5,58.25,17.75,0,0,1,191.75,274.5,17.75,0,0
emapmo:early:short:2026-06-11T08:40:00+00:00,emapmo,early,-1,short,2026-06-11 08:35:00+00:00,2026-06-11 08:40:00+00:00,10567,10568,29200.0,29200.0,27.714285714285715,28.42,33.0,EURO,2026-06-11,2026-W24,2026-06,0.08855473111430819,0.08071354998248352,83.23704582466806,71.2006758701732,1.1153548912217595,1.0109040951363792,3,same_family,emapmo,B3522,inside_va,29201.25,29203.25,29199.5,29214.0,29171.5,42.5,11,B1761,inside_va,29201.25,29205.25,29198.25,29214.0,29137.75,76.25,11,B0880,breakout_full_up,29132.5,29148.25,29098.25,29148.25,29045.0,103.25,41,breakout_full_up,breakout_full_up,B0459,29132.5,29148.25,29066.25,29148.25,28965.25,183.0,41.0,B0238,29012.25,29098.75,28995.75,29148.25,28965.25,183.0,41.0,1,20.0,20.0,6.75,0,0,1,5.25,25.75,6.75,0,0,1,35.75,46.0,6.75,1,0,1,37.25,61.0,6.75,1,0,1,27.75,61.0,6.75,1,0,1,165.0,277.25,6.75,1,0
emapmo:early:short:2026-06-11T08:45:00+00:00,emapmo,early,-1,short,2026-06-11 08:40:00+00:00,2026-06-11 08:45:00+00:00,10568,10569,29197.5,29197.25,27.785714285714285,28.415,33.0,EURO,2026-06-11,2026-W24,2026-06,0.0898948908744629,0.08238288469011612,78.55235068456633,70.04257406589453,1.0228626904644893,0.7694361633463667,3,same_family,emapmo,B3523,above_vah,29185.25,29185.25,29185.25,29215.0,29182.0,33.0,1,B1761,below_val,29201.25,29205.25,29198.25,29214.0,29137.75,76.25,16,B0880,breakout_full_up,29132.5,29148.25,29098.25,29148.25,29045.0,103.25,46,breakout_full_up,breakout_full_up,B0459,29132.5,29148.25,29066.25,29148.25,28965.25,183.0,46.0,B0238,29012.25,29098.75,28995.75,29148.25,28965.25,183.0,46.0,1,18.25,23.25,2.5,0,0,1,1.75,23.25,4.5,0,0,1,25.25,46.25,4.5,1,0,1,31.5,58.5,4.5,1,0,1,26.25,58.5,4.5,1,0,1,128.75,274.75,4.5,1,0
