signal_id,signal_family,signal_subtype,direction,side,signal_time,entry_time,source_i,entry_i,entry,source_close,atr14,atr50,range15,session,trade_date,week,month,pmo,pmo_signal,kdj_j,rsi14,mom_norm,rev_z,cluster_size,cluster_kind,cluster_families,zone_15m_id,zone_15m_state,zone_15m_poc,zone_15m_vah,zone_15m_val,zone_15m_high,zone_15m_low,zone_15m_width,zone_15m_age_min,zone_30m_id,zone_30m_state,zone_30m_poc,zone_30m_vah,zone_30m_val,zone_30m_high,zone_30m_low,zone_30m_width,zone_30m_age_min,zone_1h_id,zone_1h_state,zone_1h_poc,zone_1h_vah,zone_1h_val,zone_1h_high,zone_1h_low,zone_1h_width,zone_1h_age_min,zone_2h_state,zone_4h_state,zone_2h_id,zone_2h_poc,zone_2h_vah,zone_2h_val,zone_2h_high,zone_2h_low,zone_2h_width,zone_2h_age_min,zone_4h_id,zone_4h_poc,zone_4h_vah,zone_4h_val,zone_4h_high,zone_4h_low,zone_4h_width,zone_4h_age_min,h1_correct,h1_ret_points,h1_mfe_points,h1_mae_points,h1_peak_capture,h1_wrong_short_right_long,h3_correct,h3_ret_points,h3_mfe_points,h3_mae_points,h3_peak_capture,h3_wrong_short_right_long,h6_correct,h6_ret_points,h6_mfe_points,h6_mae_points,h6_peak_capture,h6_wrong_short_right_long,h12_correct,h12_ret_points,h12_mfe_points,h12_mae_points,h12_peak_capture,h12_wrong_short_right_long,h24_correct,h24_ret_points,h24_mfe_points,h24_mae_points,h24_peak_capture,h24_wrong_short_right_long,h48_correct,h48_ret_points,h48_mfe_points,h48_mae_points,h48_peak_capture,h48_wrong_short_right_long
emapmo:early:short:2026-05-13T05:40:00+00:00,emapmo,early,-1,short,2026-05-13 05:35:00+00:00,2026-05-13 05:40:00+00:00,4783,4784,29567.75,29568.25,13.482142857142858,15.465,13.75,ASIA,2026-05-13,2026-W20,2026-05,0.06282047716256012,0.06125371567328165,61.66696895509048,68.77246668847272,0.8795739187223305,0.6437336691124411,3,same_family,emapmo,B1594,inside_va,29565.25,29574.75,29559.25,29577.0,29554.0,23.0,11,B0797,inside_va,29563.5,29577.0,29556.5,29579.5,29544.5,35.0,11,B0398,breakout_full_up,29548.5,29558.75,29528.75,29566.5,29512.75,53.75,41,breakout_full_up,breakout_full_up,B0207,29492.0,29513.0,29473.5,29534.75,29470.75,64.0,101.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,101.0,1,9.75,15.75,4.5,1,0,1,2.25,15.75,4.5,1,0,0,-24.75,15.75,27.0,0,0,0,-14.5,15.75,54.0,0,0,0,-57.0,15.75,63.5,0,0,0,-113.5,15.75,149.75,0,0
emapmo:early:short:2026-05-13T05:45:00+00:00,emapmo,early,-1,short,2026-05-13 05:40:00+00:00,2026-05-13 05:45:00+00:00,4784,4785,29562.25,29562.25,13.160714285714286,15.36,21.5,ASIA,2026-05-13,2026-W20,2026-05,0.06281156614342515,0.061536961213307734,50.9209127494623,63.29368170833952,0.7689011624181459,0.172237566222716,3,same_family,emapmo,B1595,inside_va,29566.0,29572.25,29561.75,29573.5,29552.0,21.5,1,B0797,inside_va,29563.5,29577.0,29556.5,29579.5,29544.5,35.0,16,B0398,above_vah,29548.5,29558.75,29528.75,29566.5,29512.75,53.75,46,breakout_full_up,breakout_full_up,B0207,29492.0,29513.0,29473.5,29534.75,29470.75,64.0,106.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,106.0,1,3.5,8.5,3.25,0,0,0,-11.75,8.5,12.25,0,0,0,-52.5,8.5,59.5,0,0,0,-15.25,8.5,59.5,0,0,0,-58.5,8.5,77.75,0,0,0,-114.5,8.5,155.25,0,0
emapmo:early:short:2026-05-13T05:50:00+00:00,emapmo,early,-1,short,2026-05-13 05:45:00+00:00,2026-05-13 05:50:00+00:00,4785,4786,29558.25,29558.0,12.357142857142858,15.12,21.5,ASIA,2026-05-13,2026-W20,2026-05,0.06264275788569122,0.061738015153741096,23.647181734971582,59.66765508506187,0.6941473649993883,-0.1358014729470008,3,same_family,emapmo,B1595,below_val,29566.0,29572.25,29561.75,29573.5,29552.0,21.5,6,B0797,inside_va,29563.5,29577.0,29556.5,29579.5,29544.5,35.0,21,B0398,inside_va,29548.5,29558.75,29528.75,29566.5,29512.75,53.75,51,breakout_full_up,breakout_full_up,B0207,29492.0,29513.0,29473.5,29534.75,29470.75,64.0,111.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,111.0,0,-7.25,4.5,8.75,0,0,0,-12.75,4.5,19.75,0,0,0,-27.25,4.5,63.5,0,0,0,-18.0,4.5,63.5,0,0,0,-64.75,4.5,81.75,0,0,0,-123.75,4.5,159.25,0,0
emapmo:early:short:2026-05-13T05:55:00+00:00,emapmo,early,-1,short,2026-05-13 05:50:00+00:00,2026-05-13 05:55:00+00:00,4786,4787,29559.0,29558.75,12.660714285714286,15.04,20.25,ASIA,2026-05-13,2026-W20,2026-05,0.06245484009792864,0.06186834696177519,13.443513414544526,60.102043564086394,0.6899920367109285,-0.06202894782162946,3,same_family,emapmo,B1595,below_val,29566.0,29572.25,29561.75,29573.5,29552.0,21.5,11,B0797,inside_va,29563.5,29577.0,29556.5,29579.5,29544.5,35.0,26,B0398,above_vah,29548.5,29558.75,29528.75,29566.5,29512.75,53.75,56,breakout_full_up,breakout_full_up,B0207,29492.0,29513.0,29473.5,29534.75,29470.75,64.0,116.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,116.0,0,-15.0,0.25,15.5,0,0,0,-33.5,0.25,35.75,0,0,0,-26.25,0.25,62.75,0,0,0,-20.0,0.25,62.75,0,0,0,-80.25,1.0,81.75,0,0,0,-130.5,1.0,158.5,0,0
emapmo:early:short:2026-05-13T06:00:00+00:00,emapmo,early,-1,short,2026-05-13 05:55:00+00:00,2026-05-13 06:00:00+00:00,4787,4788,29565.75,29565.5,12.785714285714286,14.5,13.25,ASIA,2026-05-13,2026-W20,2026-05,0.06240669926298776,0.06196622919835929,33.051189640213394,63.873254764182796,0.8316436919129968,0.3947396042048895,2,same_family,emapmo,B1596,above_vah,29561.25,29564.75,29557.75,29567.0,29553.75,13.25,1,B0798,inside_va,29564.5,29570.5,29558.0,29573.5,29552.0,21.5,1,B0399,inside_va,29562.25,29574.5,29556.5,29579.5,29544.5,35.0,1,inside_va,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,1.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,121.0,0,-5.25,6.25,12.25,0,0,0,-49.0,6.25,56.0,0,0,0,-18.0,6.25,56.0,0,0,0,-21.0,6.5,56.0,0,0,0,-84.25,7.75,95.0,0,0,0,-119.5,7.75,151.75,0,0
emapmo:early:short:2026-05-13T06:30:00+00:00,emapmo,early,-1,short,2026-05-13 06:25:00+00:00,2026-05-13 06:30:00+00:00,4793,4794,29584.75,29585.25,16.196428571428573,14.035,42.0,ASIA,2026-05-13,2026-W20,2026-05,0.0642735741220828,0.0631633922790134,51.94397683155046,60.76075955932687,1.0079542134009685,0.43330483702167993,2,same_family,emapmo,B1598,inside_va,29585.25,29610.5,29582.0,29621.75,29579.75,42.0,1,B0799,inside_va,29585.25,29618.75,29575.25,29621.75,29559.5,62.25,1,B0399,breakout_full_up,29562.25,29574.5,29556.5,29579.5,29544.5,35.0,31,breakout_full_up,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,31.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,151.0,0,-1.5,3.75,11.75,0,0,1,7.25,11.0,11.75,0,1,0,-2.0,25.5,11.75,0,0,0,-7.5,26.75,11.75,0,0,0,-112.25,26.75,132.75,0,0,0,-58.5,26.75,132.75,0,0
emapmo:early:short:2026-05-13T06:35:00+00:00,emapmo,early,-1,short,2026-05-13 06:30:00+00:00,2026-05-13 06:35:00+00:00,4794,4795,29584.25,29583.75,15.589285714285714,13.97,34.75,ASIA,2026-05-13,2026-W20,2026-05,0.06425549814141182,0.06336195698126765,41.648662988962485,59.93804446917734,1.0979225186678532,0.29950501004173685,3,same_family,emapmo,B1598,inside_va,29585.25,29610.5,29582.0,29621.75,29579.75,42.0,6,B0799,inside_va,29585.25,29618.75,29575.25,29621.75,29559.5,62.25,6,B0399,breakout_full_up,29562.25,29574.5,29556.5,29579.5,29544.5,35.0,36,breakout_full_up,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,36.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,156.0,1,2.0,6.25,8.0,0,0,1,8.0,25.0,8.0,0,0,1,13.0,25.0,8.0,0,0,0,-8.25,26.25,17.5,0,0,0,-123.5,26.25,133.25,0,0,0,-66.0,26.25,133.25,0,0
emapmo:early:short:2026-05-13T06:40:00+00:00,emapmo,early,-1,short,2026-05-13 06:35:00+00:00,2026-05-13 06:40:00+00:00,4795,4796,29586.25,29586.25,15.678571428571429,14.005,16.75,ASIA,2026-05-13,2026-W20,2026-05,0.06425420030280192,0.06352418303972843,36.98419130488472,60.888569167778996,0.9378782490977744,0.3869061338207629,3,same_family,emapmo,B1598,inside_va,29585.25,29610.5,29582.0,29621.75,29579.75,42.0,11,B0799,inside_va,29585.25,29618.75,29575.25,29621.75,29559.5,62.25,11,B0399,breakout_full_up,29562.25,29574.5,29556.5,29579.5,29544.5,35.0,41,breakout_full_up,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,41.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,161.0,1,8.75,12.5,1.75,0,0,1,7.25,27.0,1.75,1,0,1,6.5,28.25,5.5,1,0,0,-38.5,28.25,45.0,0,0,0,-117.25,28.25,131.25,0,0,0,-74.75,28.25,131.25,0,0
emapmo:early:short:2026-05-13T06:45:00+00:00,emapmo,early,-1,short,2026-05-13 06:40:00+00:00,2026-05-13 06:45:00+00:00,4796,4797,29582.75,29582.25,15.607142857142858,14.005,18.5,ASIA,2026-05-13,2026-W20,2026-05,0.0640980938440107,0.06362853045868884,30.126019441188376,58.49707101981662,0.8560582315741858,0.11201720123568995,3,same_family,emapmo,B1599,inside_va,29586.25,29591.5,29581.75,29596.5,29578.0,18.5,1,B0799,inside_va,29585.25,29618.75,29575.25,29621.75,29559.5,62.25,16,B0399,breakout_full_up,29562.25,29574.5,29556.5,29579.5,29544.5,35.0,46,breakout_full_up,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,46.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,166.0,1,6.5,23.5,0.25,1,0,0,-4.0,23.5,9.0,0,0,1,2.25,24.75,9.0,0,0,0,-38.0,24.75,57.25,0,0,0,-96.5,24.75,134.75,0,0,0,-76.75,24.75,134.75,0,0
emapmo:early:short:2026-05-13T06:50:00+00:00,emapmo,early,-1,short,2026-05-13 06:45:00+00:00,2026-05-13 06:50:00+00:00,4797,4798,29577.25,29577.5,15.410714285714286,14.05,18.5,ASIA,2026-05-13,2026-W20,2026-05,0.06377661416082232,0.06365545476816765,11.275043681534427,55.69936040783892,0.7233297915611101,-0.16481563662722984,3,same_family,emapmo,B1599,breakout_full_down,29586.25,29591.5,29581.75,29596.5,29578.0,18.5,6,B0799,inside_va,29585.25,29618.75,29575.25,29621.75,29559.5,62.25,21,B0399,above_vah,29562.25,29574.5,29556.5,29579.5,29544.5,35.0,51,above_vah,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,51.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,171.0,0,-1.75,18.0,4.25,1,0,1,6.0,18.0,14.5,0,1,0,-4.0,19.25,14.5,0,0,0,-45.75,19.25,62.75,0,0,0,-100.5,19.25,140.25,0,0,0,-82.0,19.25,140.25,0,0
emapmo:normal:short:2026-05-13T06:55:00+00:00,emapmo,normal,-1,short,2026-05-13 06:50:00+00:00,2026-05-13 06:55:00+00:00,4798,4799,29576.0,29576.25,15.285714285714286,14.185,28.75,ASIA,2026-05-13,2026-W20,2026-05,0.06339151382737429,0.06360746550620522,12.592268633947285,54.95450317112808,0.6051180849714725,-0.20979464760099953,2,same_family,emapmo,B1599,breakout_full_down,29586.25,29591.5,29581.75,29596.5,29578.0,18.5,11,B0799,inside_va,29585.25,29618.75,29575.25,29621.75,29559.5,62.25,26,B0399,above_vah,29562.25,29574.5,29556.5,29579.5,29544.5,35.0,56,inside_va,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,56.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,176.0,0,-10.75,6.75,15.75,0,0,0,-3.75,18.0,15.75,0,0,0,-9.75,18.0,17.25,0,0,0,-63.25,18.0,64.75,0,0,0,-105.75,18.0,141.5,0,0,0,-77.75,18.0,141.5,0,0
icefishball:kdjma:short:2026-05-13T07:40:00+00:00,icefishball,kdjma,-1,short,2026-05-13 07:35:00+00:00,2026-05-13 07:40:00+00:00,4807,4808,29592.75,29592.5,14.0,14.185,22.25,EURO,2026-05-13,2026-W20,2026-05,0.06036370961064319,0.06154782780148684,97.40670963481759,61.166600156132915,0.6832778515720962,0.6101710800989427,1,solo,icefishball,B1602,above_vah,29584.5,29587.5,29579.0,29593.25,29576.5,16.75,11,B0801,above_vah,29584.5,29589.75,29570.5,29593.25,29558.0,35.25,11,B0400,inside_va,29585.25,29605.75,29568.75,29621.75,29559.25,62.5,41,breakout_full_up,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,101.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,221.0,0,-28.0,1.75,47.25,0,0,0,-46.5,1.75,48.0,0,0,0,-99.5,1.75,108.25,0,0,0,-110.75,1.75,124.75,0,0,0,-88.5,1.75,124.75,0,0,0,-47.75,1.75,124.75,0,0
icefishball:kdjma:short:2026-05-13T07:55:00+00:00,icefishball,kdjma,-1,short,2026-05-13 07:50:00+00:00,2026-05-13 07:55:00+00:00,4810,4811,29622.5,29623.0,16.982142857142858,14.86,49.0,EURO,2026-05-13,2026-W20,2026-05,0.06179659463796913,0.061499375130836816,87.11992227989091,70.67972699032165,0.7471753840587116,1.3987068508806286,1,solo,icefishball,B1603,inside_va,29596.0,29623.0,29585.75,29631.25,29579.5,51.75,11,B0801,breakout_full_up,29584.5,29589.75,29570.5,29593.25,29558.0,35.25,26,B0400,breakout_full_up,29585.25,29605.75,29568.75,29621.75,29559.25,62.5,56,breakout_full_up,breakout_full_up,B0208,29562.25,29577.0,29541.75,29579.5,29512.75,66.75,116.0,B0107,29492.0,29530.25,29390.5,29534.75,29325.5,209.25,236.0,0,-27.5,0.25,38.25,0,0,0,-69.75,0.25,78.5,0,0,0,-82.75,0.25,95.0,0,0,0,-59.25,0.25,95.0,0,0,0,-67.0,0.25,95.0,0,0,0,-16.75,5.5,95.0,0,0
icefishball:kdjma:short:2026-05-13T08:05:00+00:00,icefishball,kdjma,-1,short,2026-05-13 08:00:00+00:00,2026-05-13 08:05:00+00:00,4812,4813,29650.75,29650.0,17.892857142857142,15.115,42.0,EURO,2026-05-13,2026-W20,2026-05,0.0635067512158808,0.062021728243479554,95.5775110467298,77.50249791806438,0.8947162840895564,2.109075317044477,1,solo,icefishball,B1604,breakout_full_up,29627.75,29637.25,29624.25,29640.75,29618.75,22.0,6,B0802,breakout_full_up,29627.75,29640.25,29598.25,29640.75,29579.5,61.25,6,B0401,breakout_full_up,29584.5,29628.0,29559.0,29640.75,29558.0,82.75,6,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,6.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,6.0,0,-41.5,0.5,50.25,0,0,0,-52.0,0.5,66.75,0,0,0,-57.0,0.5,66.75,0,0,0,-11.5,0.5,66.75,0,0,0,-34.25,14.75,66.75,0,0,1,4.0,33.75,66.75,0,1
icefishball:kdjma:short:2026-05-13T08:15:00+00:00,icefishball,kdjma,-1,short,2026-05-13 08:10:00+00:00,2026-05-13 08:15:00+00:00,4814,4815,29692.0,29692.25,19.392857142857142,15.555,62.25,EURO,2026-05-13,2026-W20,2026-05,0.06673328851733656,0.06330873428117735,100.25711897736255,84.21487654494429,1.1190269841645564,3.09238892842269,2,same_family,icefishball,B1605,above_vah,29656.0,29690.0,29639.0,29701.0,29638.75,62.25,1,B0802,breakout_full_up,29627.75,29640.25,29598.25,29640.75,29579.5,61.25,16,B0401,breakout_full_up,29584.5,29628.0,29559.0,29640.75,29558.0,82.75,16,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,16.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,16.0,0,-10.75,2.25,25.5,0,0,0,-5.0,2.25,25.5,0,0,1,12.75,15.75,25.5,0,1,1,45.5,52.25,25.5,0,1,1,26.5,56.0,25.5,0,0,1,68.75,75.0,25.5,0,0
icefishball:kdjma:short:2026-05-13T08:20:00+00:00,icefishball,kdjma,-1,short,2026-05-13 08:15:00+00:00,2026-05-13 08:20:00+00:00,4815,4816,29698.75,29698.25,19.607142857142858,15.77,60.0,EURO,2026-05-13,2026-W20,2026-05,0.06855106272385147,0.0642618849071181,96.29123980517818,84.92852921498601,1.1451016372340141,2.8469719867546606,3,same_family,icefishball,B1605,above_vah,29656.0,29690.0,29639.0,29701.0,29638.75,62.25,6,B0802,breakout_full_up,29627.75,29640.25,29598.25,29640.75,29579.5,61.25,21,B0401,breakout_full_up,29584.5,29628.0,29559.0,29640.75,29558.0,82.75,21,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,21.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,21.0,0,-6.5,3.75,18.75,0,0,0,-9.0,7.75,18.75,0,0,1,21.0,23.75,18.75,0,1,1,53.5,62.75,18.75,0,1,1,38.75,62.75,18.75,0,0,1,91.0,120.25,18.75,0,0
icefishball:kdjma:short:2026-05-13T08:25:00+00:00,icefishball,kdjma,-1,short,2026-05-13 08:20:00+00:00,2026-05-13 08:25:00+00:00,4816,4817,29703.0,29702.75,19.339285714285715,16.005,47.0,EURO,2026-05-13,2026-W20,2026-05,0.07032740027844574,0.06536470588372312,92.55234548370427,85.45949241988393,1.1548299303754328,2.6392306027433197,3,same_family,icefishball,B1605,breakout_full_up,29656.0,29690.0,29639.0,29701.0,29638.75,62.25,11,B0802,breakout_full_up,29627.75,29640.25,29598.25,29640.75,29579.5,61.25,26,B0401,breakout_full_up,29584.5,29628.0,29559.0,29640.75,29558.0,82.75,26,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,26.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,26.0,1,6.0,12.0,6.0,0,0,0,-0.5,12.0,13.75,0,0,1,21.25,31.5,13.75,0,0,1,46.0,67.0,13.75,0,1,1,47.25,67.0,13.75,0,0,1,76.25,124.5,13.75,0,0
icefishball:kdjma:short:2026-05-13T08:30:00+00:00,icefishball,kdjma,-1,short,2026-05-13 08:25:00+00:00,2026-05-13 08:30:00+00:00,4817,4818,29706.25,29705.25,19.5,16.1,27.75,EURO,2026-05-13,2026-W20,2026-05,0.07201102929025949,0.06657312832127518,89.84313531711825,85.75964479924393,1.1513934044715637,2.3232709333955053,2,same_family,icefishball,B1606,inside_va,29705.0,29710.75,29695.25,29717.5,29689.75,27.75,1,B0803,inside_va,29705.0,29717.25,29656.0,29717.5,29638.75,78.75,1,B0401,breakout_full_up,29584.5,29628.0,29559.0,29640.75,29558.0,82.75,31,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,31.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,31.0,0,-1.5,15.25,2.25,0,0,1,27.0,30.0,10.5,0,1,1,33.5,36.5,10.5,0,1,1,28.5,70.25,10.5,0,0,1,63.0,70.25,10.5,0,0,1,159.5,180.75,10.5,0,0
emapmo:early:short:2026-05-13T08:50:00+00:00,emapmo,early,-1,short,2026-05-13 08:45:00+00:00,2026-05-13 08:50:00+00:00,4821,4822,29679.25,29679.25,21.482142857142858,16.265,40.5,EURO,2026-05-13,2026-W20,2026-05,0.07643796850812341,0.07144024537792504,50.670906968411316,64.48933455044164,0.8261877544396687,0.09054446361194685,2,same_family,emapmo,B1607,breakout_full_down,29697.25,29711.5,29691.75,29716.75,29691.0,25.75,6,B0803,inside_va,29705.0,29717.25,29656.0,29717.5,29638.75,78.75,21,B0401,breakout_full_up,29584.5,29628.0,29559.0,29640.75,29558.0,82.75,51,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,51.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,51.0,0,-2.5,7.75,13.5,0,0,1,17.0,23.25,13.5,0,1,1,34.0,43.25,13.5,0,1,0,-2.75,43.25,13.5,0,0,1,20.0,43.25,16.25,0,0,1,180.5,210.0,16.25,0,1
emapmo:early:short:2026-05-13T08:55:00+00:00,emapmo,early,-1,short,2026-05-13 08:50:00+00:00,2026-05-13 08:55:00+00:00,4822,4823,29677.25,29677.75,19.875,16.47,41.75,EURO,2026-05-13,2026-W20,2026-05,0.07675752122757677,0.07240702280513445,14.051039296765111,63.72180115966451,0.8989619511925204,0.018949124817121424,3,same_family,emapmo,B1607,breakout_full_down,29697.25,29711.5,29691.75,29716.75,29691.0,25.75,11,B0803,inside_va,29705.0,29717.25,29656.0,29717.5,29638.75,78.75,26,B0401,breakout_full_up,29584.5,29628.0,29559.0,29640.75,29558.0,82.75,56,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,56.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,56.0,1,4.5,7.5,9.75,0,0,1,28.25,37.5,9.75,1,0,1,20.25,41.25,9.75,1,0,0,-12.25,41.25,18.25,0,0,1,23.5,41.25,18.25,0,0,1,171.75,208.0,18.25,0,1
emapmo:early:short:2026-05-13T09:00:00+00:00,emapmo,early,-1,short,2026-05-13 08:55:00+00:00,2026-05-13 09:00:00+00:00,4823,4824,29681.75,29681.75,19.535714285714285,16.65,35.75,EURO,2026-05-13,2026-W20,2026-05,0.07710352095294878,0.07326093155928251,3.2615458964155266,64.92078322359788,0.9186214263267924,0.18956504958062229,3,same_family,emapmo,B1608,inside_va,29681.25,29691.25,29672.5,29707.25,29671.5,35.75,1,B0804,inside_va,29681.25,29705.75,29675.0,29716.75,29671.5,45.25,1,B0402,inside_va,29699.5,29717.25,29664.5,29717.5,29638.75,78.75,1,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,61.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,61.0,1,19.5,25.75,0.75,1,0,1,35.25,42.0,0.75,1,0,1,4.0,45.75,0.75,1,0,0,-3.5,45.75,13.75,0,0,1,52.0,54.25,13.75,0,0,1,126.5,212.5,13.75,0,1
emapmo:early:short:2026-05-13T09:05:00+00:00,emapmo,early,-1,short,2026-05-13 09:00:00+00:00,2026-05-13 09:05:00+00:00,4824,4825,29672.5,29672.75,19.232142857142858,16.715,23.0,EURO,2026-05-13,2026-W20,2026-05,0.07713403232781413,0.07396513169901553,-11.86468900137379,60.10728020992644,0.9084574819462363,-0.2330386539065182,3,same_family,emapmo,B1608,inside_va,29681.25,29691.25,29672.5,29707.25,29671.5,35.75,6,B0804,below_val,29681.25,29705.75,29675.0,29716.75,29671.5,45.25,6,B0402,inside_va,29699.5,29717.25,29664.5,29717.5,29638.75,78.75,6,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,66.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,66.0,1,23.5,32.75,1.0,1,0,1,27.25,36.5,1.0,1,0,0,-11.25,36.5,14.0,0,0,0,-12.5,36.5,23.0,0,0,1,35.0,46.5,23.0,0,1,1,125.0,203.25,23.0,0,1
emapmo:early:short:2026-05-13T09:10:00+00:00,emapmo,early,-1,short,2026-05-13 09:05:00+00:00,2026-05-13 09:10:00+00:00,4825,4826,29662.25,29662.25,19.160714285714285,16.835,31.0,EURO,2026-05-13,2026-W20,2026-05,0.07682807900958853,0.07448566757366516,-13.455813975036875,54.98510932421335,0.8602691975798229,-0.6616107916575477,4,mixed,emapmo+momentum_reversion,B1608,breakout_full_down,29681.25,29691.25,29672.5,29707.25,29671.5,35.75,11,B0804,breakout_full_down,29681.25,29705.75,29675.0,29716.75,29671.5,45.25,11,B0402,below_val,29699.5,29717.25,29664.5,29717.5,29638.75,78.75,11,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,71.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,71.0,1,15.75,22.5,2.0,1,0,1,5.25,26.25,2.0,1,0,0,-19.0,26.25,25.5,0,0,0,-6.75,26.25,33.25,0,0,1,27.25,37.75,33.25,0,1,1,103.75,193.0,33.25,0,1
emapmo:early:short:2026-05-13T09:15:00+00:00,emapmo,early,-1,short,2026-05-13 09:10:00+00:00,2026-05-13 09:15:00+00:00,4826,4827,29649.25,29649.0,19.339285714285715,16.96,42.75,EURO,2026-05-13,2026-W20,2026-05,0.07613340327157811,0.0747852558823766,-10.18316640730741,49.278292889174466,0.7378647873726217,-1.1343839884886564,4,mixed,emapmo+momentum_reversion,B1609,inside_va,29648.0,29672.25,29639.75,29682.5,29639.75,42.75,1,B0804,breakout_full_down,29681.25,29705.75,29675.0,29716.75,29671.5,45.25,16,B0402,below_val,29699.5,29717.25,29664.5,29717.5,29638.75,78.75,16,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,76.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,76.0,1,4.0,13.25,11.25,0,0,0,-28.5,13.25,31.25,0,0,0,-27.5,13.25,38.5,0,0,0,-16.25,13.25,46.25,0,0,1,17.0,24.75,46.25,0,1,1,94.0,180.0,46.25,0,1
momentum_reversion:m200r5_0362:long:2026-05-13T09:15:00+00:00,momentum_reversion,m200r5_0362,1,long,2026-05-13 09:10:00+00:00,2026-05-13 09:15:00+00:00,4826,4827,29649.25,29649.0,19.339285714285715,16.96,42.75,EURO,2026-05-13,2026-W20,2026-05,0.07613340327157811,0.0747852558823766,-10.18316640730741,49.278292889174466,0.7378647873726217,-1.1343839884886564,4,mixed,emapmo+momentum_reversion,B1609,inside_va,29648.0,29672.25,29639.75,29682.5,29639.75,42.75,1,B0804,breakout_full_down,29681.25,29705.75,29675.0,29716.75,29671.5,45.25,16,B0402,below_val,29699.5,29717.25,29664.5,29717.5,29638.75,78.75,16,breakout_full_up,breakout_full_up,B0209,29585.5,29617.25,29559.75,29640.75,29558.0,82.75,76.0,B0108,29585.5,29610.25,29538.75,29640.75,29512.75,128.0,76.0,0,-4.0,11.25,13.25,0,0,1,28.5,31.25,13.25,0,1,1,27.5,38.5,13.25,0,1,1,16.25,46.25,13.25,0,0,0,-17.0,46.25,24.75,0,0,0,-94.0,46.25,180.0,0,0
